flight_number,flight_date,flight_id,status,airline_code,airline_name,route,origin,destination,leg_status,leg_status_name,departure_airport_code,departure_airport_name,departure_city_code,departure_city_name,departure_country_code,departure_country_name,departure_latitude,departure_longitude,scheduled_departure_time,latest_departure_time,arrival_airport_code,arrival_airport_name,arrival_city_code,arrival_city_name,arrival_country_code,arrival_country_name,arrival_latitude,arrival_longitude,scheduled_arrival_time,latest_arrival_time,estimated_arrival_time,scheduled_duration,completion_percentage,aircraft_type_code,aircraft_type_name,aircraft_owner
2762,2025-12-31,20251231+DL+2762,SCHEDULED,DL,DELTA AIR LINES INC.,LAS->JFK,LAS,JFK,SCHEDULED,Scheduled,LAS,HARRY REID INTL,LAS,LAS VEGAS,US,UNITED STATES,36.08,-115.1522,2025-12-31T10:35:00.000-08:00,2025-12-31T10:35:00.000-08:00,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.6386,-73.7769,2025-12-31T18:45:00.000-05:00,2025-12-31T18:45:00.000-05:00,2025-12-31T18:45:00.000-05:00,PT5H10M,0,32Q,AIRBUS A321NEO,DELTA AIR LINES INC.
5163,2025-12-31,20251231+DL+5163,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->SHV,ATL,SHV,CANCELLED,Cancelled,CLT,DOUGLAS INTERNATIONAL AIRPORT,CLT,CHARLOTTE,US,UNITED STATES,35.2192,-80.9358,2025-12-31T19:59:00.000-05:00,2025-12-31T19:59:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T21:32:00.000-05:00,2025-12-31T21:32:00.000-05:00,2025-12-31T21:32:00.000-05:00,PT1H33M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5163,2025-12-31,20251231+DL+5163,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->SHV,ATL,SHV,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T17:59:00.000-05:00,2025-12-31T17:59:00.000-05:00,CLT,DOUGLAS INTERNATIONAL AIRPORT,CLT,CHARLOTTE,US,UNITED STATES,35.2192,-80.9358,2025-12-31T19:14:00.000-05:00,2025-12-31T19:14:00.000-05:00,2025-12-31T19:14:00.000-05:00,PT1H15M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5163,2025-12-31,20251231+DL+5163,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->SHV,ATL,SHV,CANCELLED,Cancelled,YUL,PIERRE E. TRUDEAU INTERNATIONAL AIRPORT,YMQ,MONTREAL,CA,CANADA,45.4639,-73.75,2025-12-31T12:25:00.000-05:00,2025-12-31T12:25:00.000-05:00,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.6386,-73.7769,2025-12-31T14:08:00.000-05:00,2025-12-31T14:08:00.000-05:00,2025-12-31T14:08:00.000-05:00,PT1H43M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5163,2025-12-31,20251231+DL+5163,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->SHV,ATL,SHV,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:30:00.000-05:00,2025-12-30T19:30:00.000-05:00,SHV,SHREVEPORT REGIONAL AIRPORT,SHV,SHREVEPORT,US,UNITED STATES,32.4469,-93.75,2025-12-30T20:17:00.000-06:00,2025-12-30T20:17:00.000-06:00,2025-12-30T20:17:00.000-06:00,PT1H47M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
3802,2025-12-31,20251231+DL+3802,SCHEDULED,DL,DELTA AIR LINES INC.,LAX->PHX->LAX,LAX,LAX,CANCELLED,Cancelled,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEA,SEATTLE,US,UNITED STATES,47.4472,-122.3056,2025-12-31T12:10:00.000-08:00,2025-12-31T12:10:00.000-08:00,PDX,PORTLAND INTERNATIONAL AIRPORT,PDX,PORTLAND,US,UNITED STATES,45.5892,-122.595,2025-12-31T13:18:00.000-08:00,2025-12-31T13:18:00.000-08:00,2025-12-31T13:18:00.000-08:00,PT1H8M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3802,2025-12-31,20251231+DL+3802,SCHEDULED,DL,DELTA AIR LINES INC.,LAX->PHX->LAX,LAX,LAX,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:34:00.000-05:00,2025-12-30T19:34:00.000-05:00,SBN,SOUTH BEND INTERNATIONAL AIRPORT,SBN,SOUTH BEND,US,UNITED STATES,41.7044,-86.3125,2025-12-30T21:28:00.000-05:00,2025-12-30T21:28:00.000-05:00,2025-12-30T21:28:00.000-05:00,PT1H54M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,SKYWEST AIRLINES
3802,2025-12-31,20251231+DL+3802,SCHEDULED,DL,DELTA AIR LINES INC.,LAX->PHX->LAX,LAX,LAX,CANCELLED,Cancelled,PDX,PORTLAND INTERNATIONAL AIRPORT,PDX,PORTLAND,US,UNITED STATES,45.5892,-122.595,2025-12-31T13:38:00.000-08:00,2025-12-31T13:38:00.000-08:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEA,SEATTLE,US,UNITED STATES,47.4472,-122.3056,2025-12-31T14:40:00.000-08:00,2025-12-31T14:40:00.000-08:00,2025-12-31T14:40:00.000-08:00,PT1H2M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3802,2025-12-31,20251231+DL+3802,SCHEDULED,DL,DELTA AIR LINES INC.,LAX->PHX->LAX,LAX,LAX,SCHEDULED,Scheduled,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LAX,LOS ANGELES,US,UNITED STATES,33.9422,-118.4072,2025-12-31T11:20:00.000-08:00,2025-12-31T11:20:00.000-08:00,PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHX,PHOENIX,US,UNITED STATES,33.4353,-112.0119,2025-12-31T13:52:00.000-07:00,2025-12-31T13:52:00.000-07:00,2025-12-31T13:52:00.000-07:00,PT1H32M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3802,2025-12-31,20251231+DL+3802,SCHEDULED,DL,DELTA AIR LINES INC.,LAX->PHX->LAX,LAX,LAX,SCHEDULED,Scheduled,PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHX,PHOENIX,US,UNITED STATES,33.4353,-112.0119,2025-12-31T14:33:00.000-07:00,2025-12-31T14:33:00.000-07:00,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LAX,LOS ANGELES,US,UNITED STATES,33.9422,-118.4072,2025-12-31T15:15:00.000-08:00,2025-12-31T15:15:00.000-08:00,2025-12-31T15:15:00.000-08:00,PT1H42M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3823,2025-12-31,20251231+DL+3823,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->FSD->MSP,MSP,MSP,CANCELLED,Cancelled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-30T18:35:00.000-06:00,2025-12-30T18:35:00.000-06:00,YWG,J.A. RICHARDSON INTERNATIONAL AIRPORT,YWG,WINNIPEG,CA,CANADA,49.9,-97.2333,2025-12-30T20:08:00.000-06:00,2025-12-30T20:08:00.000-06:00,2025-12-30T20:08:00.000-06:00,PT1H33M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3823,2025-12-31,20251231+DL+3823,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->FSD->MSP,MSP,MSP,SCHEDULED,Scheduled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T11:10:00.000-06:00,2025-12-31T11:10:00.000-06:00,FSD,JOE FOSS FIELD,FSD,SIOUX FALLS,US,UNITED STATES,43.5789,-96.7408,2025-12-31T12:21:00.000-06:00,2025-12-31T12:21:00.000-06:00,2025-12-31T12:21:00.000-06:00,PT1H11M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3823,2025-12-31,20251231+DL+3823,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->FSD->MSP,MSP,MSP,SCHEDULED,Scheduled,FSD,JOE FOSS FIELD,FSD,SIOUX FALLS,US,UNITED STATES,43.5789,-96.7408,2025-12-31T13:25:00.000-06:00,2025-12-31T13:25:00.000-06:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T14:35:00.000-06:00,2025-12-31T14:35:00.000-06:00,2025-12-31T14:35:00.000-06:00,PT1H10M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
5282,2025-12-31,20251231+DL+5282,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->AGS->ATL,ATL,ATL,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:37:00.000-05:00,2025-12-30T19:37:00.000-05:00,CHA,CHATTANOOGA METROPOLITAN AIRPORT,CHA,CHATTANOOGA,US,UNITED STATES,35.0364,-85.2036,2025-12-30T20:31:00.000-05:00,2025-12-30T20:31:00.000-05:00,2025-12-30T20:31:00.000-05:00,PT54M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5282,2025-12-31,20251231+DL+5282,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->AGS->ATL,ATL,ATL,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T17:15:00.000-05:00,2025-12-31T17:15:00.000-05:00,AGS,AUGUSTA REGIONAL (BUSH FIELD) AIRPORT,AGS,AUGUSTA,US,UNITED STATES,33.3664,-81.9669,2025-12-31T18:10:00.000-05:00,2025-12-31T18:10:00.000-05:00,2025-12-31T18:10:00.000-05:00,PT55M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
5282,2025-12-31,20251231+DL+5282,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->AGS->ATL,ATL,ATL,SCHEDULED,Scheduled,AGS,AUGUSTA REGIONAL (BUSH FIELD) AIRPORT,AGS,AUGUSTA,US,UNITED STATES,33.3664,-81.9669,2025-12-31T18:54:00.000-05:00,2025-12-31T18:54:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T20:04:00.000-05:00,2025-12-31T20:04:00.000-05:00,2025-12-31T20:04:00.000-05:00,PT1H10M,0,CR9,CANADAIR REGIONAL JET 900 AND CHALLENGER 890,ENDEAVOR AIR
2826,2025-12-31,20251231+DL+2826,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->BIS,MSP,BIS,CANCELLED,Cancelled,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-31T08:35:00.000-05:00,2025-12-31T08:35:00.000-05:00,MCI,KANSAS CITY INTERNATIONAL AIRPORT,MKC,KANSAS CITY,US,UNITED STATES,39.2928,-94.7267,2025-12-31T09:35:00.000-06:00,2025-12-31T09:35:00.000-06:00,2025-12-31T09:35:00.000-06:00,PT2H,0,717,BOEING 717-200,DELTA AIR LINES INC.
2826,2025-12-31,20251231+DL+2826,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->BIS,MSP,BIS,CANCELLED,Cancelled,MCI,KANSAS CITY INTERNATIONAL AIRPORT,MKC,KANSAS CITY,US,UNITED STATES,39.2928,-94.7267,2025-12-31T10:20:00.000-06:00,2025-12-31T10:20:00.000-06:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-31T13:14:00.000-05:00,2025-12-31T13:14:00.000-05:00,2025-12-31T13:14:00.000-05:00,PT1H54M,0,717,BOEING 717-200,DELTA AIR LINES INC.
2826,2025-12-31,20251231+DL+2826,SCHEDULED,DL,DELTA AIR LINES INC.,MSP->BIS,MSP,BIS,SCHEDULED,Scheduled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-30T18:40:00.000-06:00,2025-12-30T18:40:00.000-06:00,BIS,BISMARCK MUNICIPAL AIRPORT,BIS,BISMARCK,US,UNITED STATES,46.7739,-100.75,2025-12-30T20:11:00.000-06:00,2025-12-30T20:11:00.000-06:00,2025-12-30T20:11:00.000-06:00,PT1H31M,0,320,AIRBUS A320,DELTA AIR LINES INC.
2999,2025-12-31,20251231+DL+2999,SCHEDULED,DL,DELTA AIR LINES INC.,SLC->BOI->SLC,SLC,SLC,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T08:20:00.000-05:00,2025-12-31T08:20:00.000-05:00,MKE,GENERAL MITCHELL INTERNATIONAL AIRPORT,MKE,MILWAUKEE,US,UNITED STATES,42.9503,-87.8972,2025-12-31T09:21:00.000-06:00,2025-12-31T09:21:00.000-06:00,2025-12-31T09:21:00.000-06:00,PT2H1M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
2999,2025-12-31,20251231+DL+2999,SCHEDULED,DL,DELTA AIR LINES INC.,SLC->BOI->SLC,SLC,SLC,CANCELLED,Cancelled,MKE,GENERAL MITCHELL INTERNATIONAL AIRPORT,MKE,MILWAUKEE,US,UNITED STATES,42.9503,-87.8972,2025-12-31T10:25:00.000-06:00,2025-12-31T10:25:00.000-06:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T13:25:00.000-05:00,2025-12-31T13:25:00.000-05:00,2025-12-31T13:25:00.000-05:00,PT2H,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
2999,2025-12-31,20251231+DL+2999,SCHEDULED,DL,DELTA AIR LINES INC.,SLC->BOI->SLC,SLC,SLC,SCHEDULED,Scheduled,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T17:40:00.000-07:00,2025-12-30T17:40:00.000-07:00,BOI,BOISE AIR TERMINAL (GOWEN FIELD),BOI,BOISE,US,UNITED STATES,43.5653,-116.225,2025-12-30T18:53:00.000-07:00,2025-12-30T18:53:00.000-07:00,2025-12-30T18:53:00.000-07:00,PT1H13M,0,221,AIRBUS A220-100 PASSENGER,DELTA AIR LINES INC.
2999,2025-12-31,20251231+DL+2999,SCHEDULED,DL,DELTA AIR LINES INC.,SLC->BOI->SLC,SLC,SLC,SCHEDULED,Scheduled,BOI,BOISE AIR TERMINAL (GOWEN FIELD),BOI,BOISE,US,UNITED STATES,43.5653,-116.225,2025-12-30T19:55:00.000-07:00,2025-12-30T19:55:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T21:18:00.000-07:00,2025-12-30T21:18:00.000-07:00,2025-12-30T21:18:00.000-07:00,PT1H23M,0,221,AIRBUS A220-100 PASSENGER,DELTA AIR LINES INC.
3712,2025-12-31,20251231+DL+3712,SCHEDULED,DL,DELTA AIR LINES INC.,LAX->SMF->LAX,LAX,LAX,CANCELLED,Cancelled,SDF,INTERNATIONAL STANDIFORD FIELD,SDF,LOUISVILLE,US,UNITED STATES,38.1797,-85.7386,2025-12-31T13:20:00.000-05:00,2025-12-31T13:20:00.000-05:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T14:38:00.000-06:00,2025-12-31T14:38:00.000-06:00,2025-12-31T14:38:00.000-06:00,PT2H18M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3712,2025-12-31,20251231+DL+3712,SCHEDULED,DL,DELTA AIR LINES INC.,LAX->SMF->LAX,LAX,LAX,CANCELLED,Cancelled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T10:00:00.000-06:00,2025-12-31T10:00:00.000-06:00,SDF,INTERNATIONAL STANDIFORD FIELD,SDF,LOUISVILLE,US,UNITED STATES,38.1797,-85.7386,2025-12-31T13:04:00.000-05:00,2025-12-31T13:04:00.000-05:00,2025-12-31T13:04:00.000-05:00,PT2H4M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3712,2025-12-31,20251231+DL+3712,SCHEDULED,DL,DELTA AIR LINES INC.,LAX->SMF->LAX,LAX,LAX,SCHEDULED,Scheduled,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LAX,LOS ANGELES,US,UNITED STATES,33.9422,-118.4072,2025-12-30T16:40:00.000-08:00,2025-12-30T16:40:00.000-08:00,SMF,SACRAMENTO INTERNATIONAL AIRPORT,SAC,SACRAMENTO,US,UNITED STATES,38.6956,-121.5983,2025-12-30T18:11:00.000-08:00,2025-12-30T18:11:00.000-08:00,2025-12-30T18:11:00.000-08:00,PT1H31M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3712,2025-12-31,20251231+DL+3712,SCHEDULED,DL,DELTA AIR LINES INC.,LAX->SMF->LAX,LAX,LAX,SCHEDULED,Scheduled,SMF,SACRAMENTO INTERNATIONAL AIRPORT,SAC,SACRAMENTO,US,UNITED STATES,38.6956,-121.5983,2025-12-30T18:59:00.000-08:00,2025-12-30T18:59:00.000-08:00,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LAX,LOS ANGELES,US,UNITED STATES,33.9422,-118.4072,2025-12-30T20:39:00.000-08:00,2025-12-30T20:39:00.000-08:00,2025-12-30T20:39:00.000-08:00,PT1H40M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
5622,2025-12-31,20251231+DL+5622,SCHEDULED,DL,DELTA AIR LINES INC.,ORD->JFK,ORD,JFK,CANCELLED,Cancelled,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.6386,-73.7769,2025-12-30T19:40:00.000-05:00,2025-12-30T19:40:00.000-05:00,JAX,JACKSONVILLE INTERNATIONAL AIRPORT,JAX,JACKSONVILLE,US,UNITED STATES,30.4925,-81.6897,2025-12-30T22:23:00.000-05:00,2025-12-30T22:23:00.000-05:00,2025-12-30T22:23:00.000-05:00,PT2H43M,0,E75,EMBRAER 175,REPUBLIC AIRLINE  INC.
5622,2025-12-31,20251231+DL+5622,SCHEDULED,DL,DELTA AIR LINES INC.,ORD->JFK,ORD,JFK,SCHEDULED,Scheduled,ORD,O HARE INTERNATIONAL AIRPORT,CHI,CHICAGO,US,UNITED STATES,41.9781,-87.9061,2025-12-31T13:25:00.000-06:00,2025-12-31T13:25:00.000-06:00,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.6386,-73.7769,2025-12-31T16:50:00.000-05:00,2025-12-31T16:50:00.000-05:00,2025-12-31T16:50:00.000-05:00,PT2H25M,0,E75,EMBRAER 175,REPUBLIC AIRLINE  INC.
691,2025-12-31,20251231+DL+0691,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->PDX,ATL,PDX,CANCELLED,Cancelled,DCA,RONALD REAGAN NATIONAL AIRPORT,WAS,WASHINGTON,US,UNITED STATES,38.8517,-77.0369,2025-12-31T20:30:00.000-05:00,2025-12-31T20:30:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T22:34:00.000-05:00,2025-12-31T22:34:00.000-05:00,2025-12-31T22:34:00.000-05:00,PT2H4M,0,320,AIRBUS A320,DELTA AIR LINES INC.
691,2025-12-31,20251231+DL+0691,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->PDX,ATL,PDX,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T17:45:00.000-05:00,2025-12-31T17:45:00.000-05:00,DCA,RONALD REAGAN NATIONAL AIRPORT,WAS,WASHINGTON,US,UNITED STATES,38.8517,-77.0369,2025-12-31T19:31:00.000-05:00,2025-12-31T19:31:00.000-05:00,2025-12-31T19:31:00.000-05:00,PT1H46M,0,320,AIRBUS A320,DELTA AIR LINES INC.
691,2025-12-31,20251231+DL+0691,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->PDX,ATL,PDX,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:45:00.000-05:00,2025-12-30T19:45:00.000-05:00,PDX,PORTLAND INTERNATIONAL AIRPORT,PDX,PORTLAND,US,UNITED STATES,45.5892,-122.595,2025-12-30T22:11:00.000-08:00,2025-12-30T22:11:00.000-08:00,2025-12-30T22:11:00.000-08:00,PT5H26M,0,32Q,AIRBUS A321NEO,DELTA AIR LINES INC.
1130,2025-12-31,20251231+DL+1130,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->MCI,ATL,MCI,CANCELLED,Cancelled,MCO,ORLANDO INTERNATIONAL AIRPORT,ORL,ORLANDO,US,UNITED STATES,28.4319,-81.3247,2025-12-31T10:25:00.000-05:00,2025-12-31T10:25:00.000-05:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T13:10:00.000-06:00,2025-12-31T13:10:00.000-06:00,2025-12-31T13:10:00.000-06:00,PT3H45M,0,321,AIRBUS A321,DELTA AIR LINES INC.
1130,2025-12-31,20251231+DL+1130,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->MCI,ATL,MCI,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:45:00.000-05:00,2025-12-30T19:45:00.000-05:00,MCI,KANSAS CITY INTERNATIONAL AIRPORT,MKC,KANSAS CITY,US,UNITED STATES,39.2928,-94.7267,2025-12-30T20:56:00.000-06:00,2025-12-30T20:56:00.000-06:00,2025-12-30T20:56:00.000-06:00,PT2H11M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1303,2025-12-31,20251231+DL+1303,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->CLE->ATL,ATL,ATL,CANCELLED,Cancelled,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-30T19:45:00.000-05:00,2025-12-30T19:45:00.000-05:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-30T20:40:00.000-06:00,2025-12-30T20:40:00.000-06:00,2025-12-30T20:40:00.000-06:00,PT1H55M,0,321,AIRBUS A321,DELTA AIR LINES INC.
1303,2025-12-31,20251231+DL+1303,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->CLE->ATL,ATL,ATL,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T10:10:00.000-05:00,2025-12-31T10:10:00.000-05:00,CLE,HOPKINS INTERNATIONAL AIRPORT,CLE,CLEVELAND,US,UNITED STATES,41.4119,-81.8481,2025-12-31T11:58:00.000-05:00,2025-12-31T11:58:00.000-05:00,2025-12-31T11:58:00.000-05:00,PT1H48M,0,320,AIRBUS A320,DELTA AIR LINES INC.
1303,2025-12-31,20251231+DL+1303,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->CLE->ATL,ATL,ATL,SCHEDULED,Scheduled,CLE,HOPKINS INTERNATIONAL AIRPORT,CLE,CLEVELAND,US,UNITED STATES,41.4119,-81.8481,2025-12-31T13:00:00.000-05:00,2025-12-31T13:00:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T14:59:00.000-05:00,2025-12-31T14:59:00.000-05:00,2025-12-31T14:59:00.000-05:00,PT1H59M,0,320,AIRBUS A320,DELTA AIR LINES INC.
1325,2025-12-31,20251231+DL+1325,SCHEDULED,DL,DELTA AIR LINES INC.,DTW->MSP,DTW,MSP,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T14:15:00.000-05:00,2025-12-31T14:15:00.000-05:00,TUL,TULSA INTERNATIONAL AIRPORT,TUL,TULSA,US,UNITED STATES,36.1978,-95.8897,2025-12-31T15:14:00.000-06:00,2025-12-31T15:14:00.000-06:00,2025-12-31T15:14:00.000-06:00,PT1H59M,0,717,BOEING 717-200,DELTA AIR LINES INC.
1325,2025-12-31,20251231+DL+1325,SCHEDULED,DL,DELTA AIR LINES INC.,DTW->MSP,DTW,MSP,SCHEDULED,Scheduled,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-30T19:45:00.000-05:00,2025-12-30T19:45:00.000-05:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-30T20:44:00.000-06:00,2025-12-30T20:44:00.000-06:00,2025-12-30T20:44:00.000-06:00,PT1H59M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1418,2025-12-31,20251231+DL+1418,SCHEDULED,DL,DELTA AIR LINES INC.,MIA->JFK,MIA,JFK,CANCELLED,Cancelled,BTR,RYAN AIRPORT,BTR,BATON ROUGE,US,UNITED STATES,30.5317,-91.1506,2025-12-31T18:59:00.000-06:00,2025-12-31T18:59:00.000-06:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T21:42:00.000-05:00,2025-12-31T21:42:00.000-05:00,2025-12-31T21:42:00.000-05:00,PT1H43M,0,717,BOEING 717-200,DELTA AIR LINES INC.
