flight_number,flight_date,flight_id,status,airline_code,airline_name,route,origin,destination,leg_status,leg_status_name,departure_airport_code,departure_airport_name,departure_city_code,departure_city_name,departure_country_code,departure_country_name,departure_latitude,departure_longitude,scheduled_departure_time,latest_departure_time,arrival_airport_code,arrival_airport_name,arrival_city_code,arrival_city_name,arrival_country_code,arrival_country_name,arrival_latitude,arrival_longitude,scheduled_arrival_time,latest_arrival_time,estimated_arrival_time,scheduled_duration,completion_percentage,aircraft_type_code,aircraft_type_name,aircraft_owner
1381,2025-12-31,20251231+DL+1381,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->CHS->ATL,ATL,ATL,CANCELLED,Cancelled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T10:43:00.000-06:00,2025-12-31T10:43:00.000-06:00,RSW,SOUTHWEST FLORIDA INTERNATIONAL AIRPORT,FMY,FORT MYERS,US,UNITED STATES,26.5333,-81.75,2025-12-31T15:13:00.000-05:00,2025-12-31T15:13:00.000-05:00,2025-12-31T15:13:00.000-05:00,PT3H30M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1381,2025-12-31,20251231+DL+1381,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->CHS->ATL,ATL,ATL,CANCELLED,Cancelled,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T17:15:00.000-07:00,2025-12-30T17:15:00.000-07:00,GEG,SPOKANE INTERNATIONAL AIRPORT,GEG,SPOKANE,US,UNITED STATES,47.6169,-117.5372,2025-12-30T18:00:00.000-08:00,2025-12-30T18:00:00.000-08:00,2025-12-30T18:00:00.000-08:00,PT1H45M,0,223,AIRBUS A220-300 PASSENGER,DELTA AIR LINES INC.
1381,2025-12-31,20251231+DL+1381,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->CHS->ATL,ATL,ATL,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T14:30:00.000-05:00,2025-12-31T14:30:00.000-05:00,CHS,CHARLESTON INTERNATIONAL AIRFORCE BASE,CHS,CHARLESTON,US,UNITED STATES,32.8992,-80.0389,2025-12-31T15:46:00.000-05:00,2025-12-31T15:46:00.000-05:00,2025-12-31T15:46:00.000-05:00,PT1H16M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1381,2025-12-31,20251231+DL+1381,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->CHS->ATL,ATL,ATL,SCHEDULED,Scheduled,CHS,CHARLESTON INTERNATIONAL AIRFORCE BASE,CHS,CHARLESTON,US,UNITED STATES,32.8992,-80.0389,2025-12-31T16:30:00.000-05:00,2025-12-31T16:30:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T17:45:00.000-05:00,2025-12-31T17:45:00.000-05:00,2025-12-31T17:45:00.000-05:00,PT1H15M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
2809,2025-12-31,20251231+DL+2809,SCHEDULED,DL,DELTA AIR LINES INC.,SFO->SEA,SFO,SEA,CANCELLED,Cancelled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-30T18:15:00.000-06:00,2025-12-30T18:15:00.000-06:00,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SFO,SAN FRANCISCO,US,UNITED STATES,37.6194,-122.3728,2025-12-30T20:31:00.000-08:00,2025-12-30T20:31:00.000-08:00,2025-12-30T20:31:00.000-08:00,PT4H16M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
2809,2025-12-31,20251231+DL+2809,SCHEDULED,DL,DELTA AIR LINES INC.,SFO->SEA,SFO,SEA,SCHEDULED,Scheduled,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SFO,SAN FRANCISCO,US,UNITED STATES,37.6194,-122.3728,2025-12-31T06:05:00.000-08:00,2025-12-31T06:05:00.000-08:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEA,SEATTLE,US,UNITED STATES,47.4472,-122.3056,2025-12-31T08:23:00.000-08:00,2025-12-31T08:23:00.000-08:00,2025-12-31T08:23:00.000-08:00,PT2H18M,0,738,BOEING 737-800 PASSENGER,DELTA AIR LINES INC.
3676,2025-12-31,20251231+DL+3676,SCHEDULED,DL,DELTA AIR LINES INC.,ASE->ATL,ASE,ATL,CANCELLED,Cancelled,BZN,YELLOWSTONE INTERNATIONAL AIRPORT,BZN,BOZEMAN,US,UNITED STATES,45.7803,-111.1594,2025-12-30T19:00:00.000-07:00,2025-12-30T19:00:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T20:28:00.000-07:00,2025-12-30T20:28:00.000-07:00,2025-12-30T20:28:00.000-07:00,PT1H28M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3676,2025-12-31,20251231+DL+3676,SCHEDULED,DL,DELTA AIR LINES INC.,ASE->ATL,ASE,ATL,CANCELLED,Cancelled,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T17:15:00.000-07:00,2025-12-30T17:15:00.000-07:00,BZN,YELLOWSTONE INTERNATIONAL AIRPORT,BZN,BOZEMAN,US,UNITED STATES,45.7803,-111.1594,2025-12-30T18:35:00.000-07:00,2025-12-30T18:35:00.000-07:00,2025-12-30T18:35:00.000-07:00,PT1H20M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3676,2025-12-31,20251231+DL+3676,SCHEDULED,DL,DELTA AIR LINES INC.,ASE->ATL,ASE,ATL,SCHEDULED,Scheduled,ASE,PITKIN COUNTY AIRPORT,ASE,ASPEN,US,UNITED STATES,39.2242,-106.8689,2025-12-31T14:45:00.000-07:00,2025-12-31T14:45:00.000-07:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T20:01:00.000-05:00,2025-12-31T20:01:00.000-05:00,2025-12-31T20:01:00.000-05:00,PT3H16M,0,CR7,CANADAIR REGIONAL JET 700 AND CHALLENGER 870,SKYWEST AIRLINES
3770,2025-12-31,20251231+DL+3770,SCHEDULED,DL,DELTA AIR LINES INC.,MFR->SEA,MFR,SEA,CANCELLED,Cancelled,GEG,SPOKANE INTERNATIONAL AIRPORT,GEG,SPOKANE,US,UNITED STATES,47.6169,-117.5372,2025-12-30T19:00:00.000-08:00,2025-12-30T19:00:00.000-08:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T22:01:00.000-07:00,2025-12-30T22:01:00.000-07:00,2025-12-30T22:01:00.000-07:00,PT2H1M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3770,2025-12-31,20251231+DL+3770,SCHEDULED,DL,DELTA AIR LINES INC.,MFR->SEA,MFR,SEA,CANCELLED,Cancelled,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEA,SEATTLE,US,UNITED STATES,47.4472,-122.3056,2025-12-31T15:15:00.000-08:00,2025-12-31T15:15:00.000-08:00,MFR,ROGUE VALLEY INTERNATIONAL AIRPORT,MFR,MEDFORD,US,UNITED STATES,42.3736,-122.8722,2025-12-31T16:46:00.000-08:00,2025-12-31T16:46:00.000-08:00,2025-12-31T16:46:00.000-08:00,PT1H31M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3770,2025-12-31,20251231+DL+3770,SCHEDULED,DL,DELTA AIR LINES INC.,MFR->SEA,MFR,SEA,CANCELLED,Cancelled,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T17:15:00.000-07:00,2025-12-30T17:15:00.000-07:00,GEG,SPOKANE INTERNATIONAL AIRPORT,GEG,SPOKANE,US,UNITED STATES,47.6169,-117.5372,2025-12-30T18:09:00.000-08:00,2025-12-30T18:09:00.000-08:00,2025-12-30T18:09:00.000-08:00,PT1H54M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
3770,2025-12-31,20251231+DL+3770,SCHEDULED,DL,DELTA AIR LINES INC.,MFR->SEA,MFR,SEA,SCHEDULED,Scheduled,MFR,ROGUE VALLEY INTERNATIONAL AIRPORT,MFR,MEDFORD,US,UNITED STATES,42.3736,-122.8722,2025-12-31T12:47:00.000-08:00,2025-12-31T12:47:00.000-08:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEA,SEATTLE,US,UNITED STATES,47.4472,-122.3056,2025-12-31T14:22:00.000-08:00,2025-12-31T14:22:00.000-08:00,2025-12-31T14:22:00.000-08:00,PT1H35M,0,E7W,EMBRAER 175 (ENHANCED WINGLETS),SKYWEST AIRLINES
1253,2025-12-31,20251231+DL+1253,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->DTW,ATL,DTW,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T12:34:00.000-05:00,2025-12-31T12:34:00.000-05:00,MIA,MIAMI INTERNATIONAL AIRPORT,MIA,MIAMI,US,UNITED STATES,25.7925,-80.2861,2025-12-31T14:28:00.000-05:00,2025-12-31T14:28:00.000-05:00,2025-12-31T14:28:00.000-05:00,PT1H54M,0,757,BOEING 757 PASSENGER,DELTA AIR LINES INC.
1253,2025-12-31,20251231+DL+1253,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->DTW,ATL,DTW,CANCELLED,Cancelled,MIA,MIAMI INTERNATIONAL AIRPORT,MIA,MIAMI,US,UNITED STATES,25.7925,-80.2861,2025-12-31T15:35:00.000-05:00,2025-12-31T15:35:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T17:37:00.000-05:00,2025-12-31T17:37:00.000-05:00,2025-12-31T17:37:00.000-05:00,PT2H2M,0,757,BOEING 757 PASSENGER,DELTA AIR LINES INC.
1253,2025-12-31,20251231+DL+1253,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->DTW,ATL,DTW,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:20:00.000-05:00,2025-12-30T19:20:00.000-05:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-30T21:20:00.000-05:00,2025-12-30T21:20:00.000-05:00,2025-12-30T21:20:00.000-05:00,PT2H,0,757,BOEING 757 PASSENGER,DELTA AIR LINES INC.
1616,2025-12-31,20251231+DL+1616,SCHEDULED,DL,DELTA AIR LINES INC.,DEN->MSP,DEN,MSP,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:20:00.000-05:00,2025-12-30T19:20:00.000-05:00,HPN,WESTCHESTER COUNTY AIRPORT,HPN,WESTCHESTER COUNTY,US,UNITED STATES,41.0689,-73.7078,2025-12-30T21:44:00.000-05:00,2025-12-30T21:44:00.000-05:00,2025-12-30T21:44:00.000-05:00,PT2H24M,0,717,BOEING 717-200,DELTA AIR LINES INC.
1616,2025-12-31,20251231+DL+1616,SCHEDULED,DL,DELTA AIR LINES INC.,DEN->MSP,DEN,MSP,SCHEDULED,Scheduled,DEN,DENVER INTERNATIONAL AIRPORT,DEN,DENVER,US,UNITED STATES,39.8547,-104.7181,2025-12-31T16:15:00.000-07:00,2025-12-31T16:15:00.000-07:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T19:15:00.000-06:00,2025-12-31T19:15:00.000-06:00,2025-12-31T19:15:00.000-06:00,PT2H,0,320,AIRBUS A320,DELTA AIR LINES INC.
2092,2025-12-31,20251231+DL+2092,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->BHM,ATL,BHM,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:20:00.000-05:00,2025-12-30T19:20:00.000-05:00,CLT,DOUGLAS INTERNATIONAL AIRPORT,CLT,CHARLOTTE,US,UNITED STATES,35.2192,-80.9358,2025-12-30T20:34:00.000-05:00,2025-12-30T20:34:00.000-05:00,2025-12-30T20:34:00.000-05:00,PT1H14M,0,717,BOEING 717-200,DELTA AIR LINES INC.
2092,2025-12-31,20251231+DL+2092,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->BHM,ATL,BHM,CANCELLED,Cancelled,IND,INDIANAPOLIS INTERNATIONAL AIRPORT,IND,INDIANAPOLIS,US,UNITED STATES,39.7289,-86.2817,2025-12-31T11:00:00.000-05:00,2025-12-31T11:00:00.000-05:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T11:47:00.000-06:00,2025-12-31T11:47:00.000-06:00,2025-12-31T11:47:00.000-06:00,PT1H47M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
2092,2025-12-31,20251231+DL+2092,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->BHM,ATL,BHM,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T20:05:00.000-05:00,2025-12-30T20:05:00.000-05:00,BHM,SHUTTLESWORTH INTERNATIONAL AIRPORT,BHM,BIRMINGHAM,US,UNITED STATES,33.5631,-86.7556,2025-12-30T20:01:00.000-06:00,2025-12-30T20:01:00.000-06:00,2025-12-30T20:01:00.000-06:00,PT56M,0,717,BOEING 717-200,DELTA AIR LINES INC.
574,2025-12-31,20251231+DL+0574,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->TUS->ATL,ATL,ATL,CANCELLED,Cancelled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-30T18:25:00.000-06:00,2025-12-30T18:25:00.000-06:00,SMF,SACRAMENTO INTERNATIONAL AIRPORT,SAC,SACRAMENTO,US,UNITED STATES,38.6956,-121.5983,2025-12-30T20:18:00.000-08:00,2025-12-30T20:18:00.000-08:00,2025-12-30T20:18:00.000-08:00,PT3H53M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
574,2025-12-31,20251231+DL+0574,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->TUS->ATL,ATL,ATL,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T13:00:00.000-05:00,2025-12-31T13:00:00.000-05:00,TUS,TUCSON INTERNATIONAL AIRPORT,TUS,TUCSON,US,UNITED STATES,32.125,-110.9492,2025-12-31T14:55:00.000-07:00,2025-12-31T14:55:00.000-07:00,2025-12-31T14:55:00.000-07:00,PT3H55M,0,321,AIRBUS A321,DELTA AIR LINES INC.
574,2025-12-31,20251231+DL+0574,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->TUS->ATL,ATL,ATL,SCHEDULED,Scheduled,TUS,TUCSON INTERNATIONAL AIRPORT,TUS,TUCSON,US,UNITED STATES,32.125,-110.9492,2025-12-31T16:15:00.000-07:00,2025-12-31T16:15:00.000-07:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T21:50:00.000-05:00,2025-12-31T21:50:00.000-05:00,2025-12-31T21:50:00.000-05:00,PT3H35M,0,321,AIRBUS A321,DELTA AIR LINES INC.
643,2025-12-31,20251231+DL+0643,SCHEDULED,DL,DELTA AIR LINES INC.,CUN->JFK,CUN,JFK,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:25:00.000-05:00,2025-12-30T19:25:00.000-05:00,PWM,PORTLAND INTERNATIONAL JETPORT,PWM,PORTLAND,US,UNITED STATES,43.6444,-70.3036,2025-12-30T22:10:00.000-05:00,2025-12-30T22:10:00.000-05:00,2025-12-30T22:10:00.000-05:00,PT2H45M,0,320,AIRBUS A320,DELTA AIR LINES INC.
643,2025-12-31,20251231+DL+0643,SCHEDULED,DL,DELTA AIR LINES INC.,CUN->JFK,CUN,JFK,SCHEDULED,Scheduled,CUN,CANCUN INTERNATIONAL AIRPORT,CUN,CANCUN,MX,MEXICO,21.0333,-86.8667,2025-12-31T15:45:00.000-05:00,2025-12-31T15:45:00.000-05:00,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NYC,NEW YORK,US,UNITED STATES,40.6386,-73.7769,2025-12-31T19:37:00.000-05:00,2025-12-31T19:37:00.000-05:00,2025-12-31T19:37:00.000-05:00,PT3H52M,0,32Q,AIRBUS A321NEO,DELTA AIR LINES INC.
693,2025-12-31,20251231+DL+0693,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->SFO,ATL,SFO,CANCELLED,Cancelled,CMH,PORT COLUMBUS INTERNATIONAL AIRPORT,CMH,COLUMBUS,US,UNITED STATES,39.9911,-82.8783,2025-12-31T14:20:00.000-05:00,2025-12-31T14:20:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T16:01:00.000-05:00,2025-12-31T16:01:00.000-05:00,2025-12-31T16:01:00.000-05:00,PT1H41M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
693,2025-12-31,20251231+DL+0693,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->SFO,ATL,SFO,CANCELLED,Cancelled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T11:30:00.000-05:00,2025-12-31T11:30:00.000-05:00,CMH,PORT COLUMBUS INTERNATIONAL AIRPORT,CMH,COLUMBUS,US,UNITED STATES,39.9911,-82.8783,2025-12-31T13:07:00.000-05:00,2025-12-31T13:07:00.000-05:00,2025-12-31T13:07:00.000-05:00,PT1H37M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
693,2025-12-31,20251231+DL+0693,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->SFO,ATL,SFO,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:25:00.000-05:00,2025-12-30T19:25:00.000-05:00,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SFO,SAN FRANCISCO,US,UNITED STATES,37.6194,-122.3728,2025-12-30T21:48:00.000-08:00,2025-12-30T21:48:00.000-08:00,2025-12-30T21:48:00.000-08:00,PT5H23M,0,75W,BOEING 757-200 WINGLETS PASSENGER,DELTA AIR LINES INC.
731,2025-12-31,20251231+DL+0731,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->SAN->ATL,ATL,ATL,CANCELLED,Cancelled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T11:00:00.000-06:00,2025-12-31T11:00:00.000-06:00,PSP,PALM SPRINGS INTERNATIONAL AIRPORT,PSP,PALM SPRINGS,US,UNITED STATES,33.8267,-116.505,2025-12-31T12:44:00.000-08:00,2025-12-31T12:44:00.000-08:00,2025-12-31T12:44:00.000-08:00,PT3H44M,0,320,AIRBUS A320,DELTA AIR LINES INC.
731,2025-12-31,20251231+DL+0731,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->SAN->ATL,ATL,ATL,CANCELLED,Cancelled,PSP,PALM SPRINGS INTERNATIONAL AIRPORT,PSP,PALM SPRINGS,US,UNITED STATES,33.8267,-116.505,2025-12-31T13:40:00.000-08:00,2025-12-31T13:40:00.000-08:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-31T19:03:00.000-06:00,2025-12-31T19:03:00.000-06:00,2025-12-31T19:03:00.000-06:00,PT3H23M,0,320,AIRBUS A320,DELTA AIR LINES INC.
731,2025-12-31,20251231+DL+0731,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->SAN->ATL,ATL,ATL,SCHEDULED,Scheduled,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-30T19:25:00.000-05:00,2025-12-30T19:25:00.000-05:00,SAN,SAN DIEGO INTERNATIONAL AIRPORT,SAN,SAN DIEGO,US,UNITED STATES,32.7328,-117.1872,2025-12-30T21:09:00.000-08:00,2025-12-30T21:09:00.000-08:00,2025-12-30T21:09:00.000-08:00,PT4H44M,0,321,AIRBUS A321,DELTA AIR LINES INC.
731,2025-12-31,20251231+DL+0731,SCHEDULED,DL,DELTA AIR LINES INC.,ATL->SAN->ATL,ATL,ATL,SCHEDULED,Scheduled,SAN,SAN DIEGO INTERNATIONAL AIRPORT,SAN,SAN DIEGO,US,UNITED STATES,32.7328,-117.1872,2025-12-30T22:50:00.000-08:00,2025-12-30T22:50:00.000-08:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATL,ATLANTA,US,UNITED STATES,33.6408,-84.4272,2025-12-31T06:02:00.000-05:00,2025-12-31T06:02:00.000-05:00,2025-12-31T06:02:00.000-05:00,PT4H12M,0,321,AIRBUS A321,DELTA AIR LINES INC.
1559,2025-12-31,20251231+DL+1559,SCHEDULED,DL,DELTA AIR LINES INC.,DTW->RSW->DTW,DTW,DTW,CANCELLED,Cancelled,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LAX,LOS ANGELES,US,UNITED STATES,33.9422,-118.4072,2025-12-30T16:25:00.000-08:00,2025-12-30T16:25:00.000-08:00,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SFO,SAN FRANCISCO,US,UNITED STATES,37.6194,-122.3728,2025-12-30T17:47:00.000-08:00,2025-12-30T17:47:00.000-08:00,2025-12-30T17:47:00.000-08:00,PT1H22M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1559,2025-12-31,20251231+DL+1559,SCHEDULED,DL,DELTA AIR LINES INC.,DTW->RSW->DTW,DTW,DTW,CANCELLED,Cancelled,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SFO,SAN FRANCISCO,US,UNITED STATES,37.6194,-122.3728,2025-12-30T18:50:00.000-08:00,2025-12-30T18:50:00.000-08:00,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LAX,LOS ANGELES,US,UNITED STATES,33.9422,-118.4072,2025-12-30T20:25:00.000-08:00,2025-12-30T20:25:00.000-08:00,2025-12-30T20:25:00.000-08:00,PT1H35M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1559,2025-12-31,20251231+DL+1559,SCHEDULED,DL,DELTA AIR LINES INC.,DTW->RSW->DTW,DTW,DTW,SCHEDULED,Scheduled,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-31T07:05:00.000-05:00,2025-12-31T07:05:00.000-05:00,RSW,SOUTHWEST FLORIDA INTERNATIONAL AIRPORT,FMY,FORT MYERS,US,UNITED STATES,26.5333,-81.75,2025-12-31T10:01:00.000-05:00,2025-12-31T10:01:00.000-05:00,2025-12-31T10:01:00.000-05:00,PT2H56M,0,753,BOEING 757-300 PASSENGER,DELTA AIR LINES INC.
1559,2025-12-31,20251231+DL+1559,SCHEDULED,DL,DELTA AIR LINES INC.,DTW->RSW->DTW,DTW,DTW,SCHEDULED,Scheduled,RSW,SOUTHWEST FLORIDA INTERNATIONAL AIRPORT,FMY,FORT MYERS,US,UNITED STATES,26.5333,-81.75,2025-12-31T11:27:00.000-05:00,2025-12-31T11:27:00.000-05:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DTT,DETROIT,US,UNITED STATES,42.2186,-83.3486,2025-12-31T14:22:00.000-05:00,2025-12-31T14:22:00.000-05:00,2025-12-31T14:22:00.000-05:00,PT2H55M,0,753,BOEING 757-300 PASSENGER,DELTA AIR LINES INC.
1645,2025-12-31,20251231+DL+1645,SCHEDULED,DL,DELTA AIR LINES INC.,SEA->PHX->SEA,SEA,SEA,CANCELLED,Cancelled,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SLC,SALT LAKE CITY,US,UNITED STATES,40.7842,-111.9669,2025-12-30T17:55:00.000-07:00,2025-12-30T17:55:00.000-07:00,JAC,JACKSON HOLE AIRPORT,JAC,JACKSON,US,UNITED STATES,43.6067,-110.7369,2025-12-30T19:04:00.000-07:00,2025-12-30T19:04:00.000-07:00,2025-12-30T19:04:00.000-07:00,PT1H9M,0,319,AIRBUS A319,DELTA AIR LINES INC.
1645,2025-12-31,20251231+DL+1645,SCHEDULED,DL,DELTA AIR LINES INC.,SEA->PHX->SEA,SEA,SEA,CANCELLED,Cancelled,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MSP,MINNEAPOLIS/ST PAUL,US,UNITED STATES,44.8861,-93.2178,2025-12-30T18:25:00.000-06:00,2025-12-30T18:25:00.000-06:00,BIS,BISMARCK MUNICIPAL AIRPORT,BIS,BISMARCK,US,UNITED STATES,46.7739,-100.75,2025-12-30T19:53:00.000-06:00,2025-12-30T19:53:00.000-06:00,2025-12-30T19:53:00.000-06:00,PT1H28M,0,739,BOEING 737-900 PASSENGER,DELTA AIR LINES INC.
1645,2025-12-31,20251231+DL+1645,SCHEDULED,DL,DELTA AIR LINES INC.,SEA->PHX->SEA,SEA,SEA,SCHEDULED,Scheduled,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEA,SEATTLE,US,UNITED STATES,47.4472,-122.3056,2025-12-31T13:35:00.000-08:00,2025-12-31T13:35:00.000-08:00,PHX,SKY HARBOR INTERNATIONAL AIRPORT,PHX,PHOENIX,US,UNITED STATES,33.4353,-112.0119,2025-12-31T17:33:00.000-07:00,2025-12-31T17:33:00.000-07:00,2025-12-31T17:33:00.000-07:00,PT2H58M,0,738,BOEING 737-800 PASSENGER,DELTA AIR LINES INC.
