OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed,x,y,standard_name,runway_length_m,runway_width_m,runway_capacity,continent_name,hub_priority_score,distance_from_ams_km,strategic_distance
640,7063,0AK,small_airport,Pilot Station Airport,61.934601,-162.899994,305.0,nan,US,US-AK,Pilot Station,yes,nan,PQS,0AK,nan,https://en.wikipedia.org/wiki/Pilot_Station_Airport,nan,nan,,2541.0,55.0,GRVL-F,1.0,0.0,-18133944.3823,8843652.231,Pilot Station,774.4968,16.764,small,,3,7259.866508685415,intercontinental
1520,7977,16A,small_airport,Nunapitchuk Airport,60.905591,-162.440454,12.0,nan,US,US-AK,Nunapitchuk,yes,PPIT,NUP,16A,nan,https://en.wikipedia.org/wiki/Nunapitchuk_Airport,nan,nan,,2420.0,75.0,GRVL-G,1.0,0.0,-18082788.6235,8604177.6376,Nunapitchuk,737.616,22.86,small,,3,7369.571880855768,intercontinental
3919,10309,38WA,small_airport,Blakely Island Airport,48.578999,-122.825996,66.0,nan,US,US-WA,Blakely Island,yes,38WA,BYW,38WA,nan,nan,nan,nan,,2200.0,40.0,ASPH,1.0,0.0,-13672927.3309,6203725.917,Blakely Island,670.5600000000001,12.192,small,,3,7752.200772605088,intercontinental
5495,11318,4A2,small_airport,Atmautluak Airport,60.866699,-162.272996,17.0,nan,US,US-AK,Atmautluak,yes,nan,ATT,4A2,nan,https://en.wikipedia.org/wiki/Atmautluak_Airport,08AK,nan,,3000.0,75.0,GRAVEL-G,1.0,0.0,-18064147.2842,8595279.3373,Atmautluak,914.4000000000001,22.86,small,,3,7372.517156918811,intercontinental
5657,11487,4K5,small_airport,Ouzinkie Airport,57.942094,-152.464314,55.0,nan,US,US-AK,Ouzinkie,yes,nan,KOZ,4K5,nan,https://en.wikipedia.org/wiki/Ouzinkie_Airport,nan,nan,,3300.0,80.0,GRVL-G,1.0,0.0,-16972249.7986,7955163.117,Ouzinkie,1005.84,24.384,small,,3,7578.814567436563,intercontinental
6443,12243,5A8,medium_airport,Aleknagik / New Airport,59.2826004028,-158.617996216,66.0,nan,US,US-AK,Aleknagik,yes,5A8,WKK,5A8,nan,https://en.wikipedia.org/wiki/Aleknagik_Airport,nan,nan,,2040.0,80.0,GRVL-DIRT-F,0.0,0.0,-17657274.5694,8241720.0056,Aleknagik / New,621.792,24.384,small,,4,7512.101628063416,intercontinental
8402,14173,7KA,small_airport,Tatitlek Airport,60.871449,-146.690297,62.0,nan,US,US-AK,Tatitlek,yes,PAKA,TEK,7KA,nan,https://en.wikipedia.org/wiki/Tatitlek_Airport,nan,nan,,3701.0,75.0,GRVL-E,1.0,0.0,-16329489.1664,8596365.533,Tatitlek,1128.0648,22.86,small,,3,7173.1902374741785,intercontinental
10024,45229,AMC,small_airport,Mar de Cortés International Airport,31.351987,-113.305177,71.0,nan,MX,MX-SON,Puerto Peñasco,yes,MMPE,PPE,AMC,https://www.aeropuertomardecortes.com/,https://en.wikipedia.org/wiki/Mar_de_Cort%C3%A9s_International_Airport,nan,Tower not yet operational,122.8,8398.0,,concrete,0.0,0.0,-12613074.6079,3678546.2212,Mar de Cortés,2559.7104,,medium,,3,8947.859060046963,global
10487,15640,9A3,small_airport,Chuathbaluk Airport,61.579102,-159.216003,244.0,nan,US,US-AK,Chuathbaluk,yes,PACH,CHU,9A3,nan,https://en.wikipedia.org/wiki/Chuathbaluk_Airport,nan,nan,,3401.0,60.0,GRVL-E,1.0,0.0,-17723844.3801,8760023.167,Chuathbaluk,1036.6248,18.288,small,,3,7267.268632735784,intercontinental
10916,16069,9Z8,small_airport,Levelock Airport,59.12606,-156.860906,39.0,nan,US,US-AK,Levelock,yes,nan,KLL,9Z8,nan,https://en.wikipedia.org/wiki/Levelock_Airport,nan,nan,,3281.0,59.0,GRVL-F,1.0,0.0,-17461676.1813,8207683.3171,Levelock,1000.0488,17.9832,small,,3,7509.451619347953,intercontinental
10935,16089,A79,small_airport,Chignik Lake Airport,56.2550010681,-158.774993896,50.0,nan,US,US-AK,Chignik Lake,yes,A79,KCQ,A79,nan,https://en.wikipedia.org/wiki/Chignik_Lake_Airport,nan,nan,,2800.0,60.0,GRVL-F,0.0,0.0,-17674751.4712,7609347.5419,Chignik Lake,853.44,18.288,small,,3,7844.686252658291,intercontinental
11740,354527,AU-0456,small_airport,Gruyere Airport,-28.034548,123.81506,1542.0,OC,AU,AU-WA,Cosmo Newbery,yes,YGRM,GYZ,nan,nan,nan,nan,nan,,6890.0,98.0,ASP,0.0,0.0,13783029.4317,-3253330.2007,Gruyere,2100.072,29.8704,medium,Oceania,3,14372.490074449785,global
11741,354528,AU-0457,small_airport,Karara Airport,-29.217223,116.687154,1011.0,OC,AU,AU-WA,Karara,yes,YKAR,KQR,nan,nan,https://en.wikipedia.org/wiki/Karara_Airport,nan,nan,,4593.0,,ASP,0.0,0.0,12989554.5654,-3403322.8137,Karara,1399.9464,,small,Oceania,2,13983.353974117123,global
11758,314558,AXF,medium_airport,Alxa Left Banner Bayanhot Airport,38.74831,105.58858,4560.0,AS,CN,CN-15,Bayanhot,yes,ZBAL,AXF,nan,nan,https://en.wikipedia.org/wiki/Alxa_Left_Banner_Bayanhot_Airport,nan,nan,,7874.0,,CON,0.0,0.0,11754066.9592,4685682.9961,Alxa Left Banner Bayanhot,2399.9952000000003,,medium,Asia,4,7334.307180126963,intercontinental
12238,333222,BR-0569,medium_airport,Glauber de Andrade Rocha Airport,-14.907885,-40.914804,2940.0,SA,BR,BR-BA,Vitória da Conquista,yes,SBVC,VDC,BA0005,nan,https://en.wikipedia.org/wiki/Glauber_Rocha_Airport,SSVC,nan,,6890.0,148.0,ASP,1.0,0.0,-4554615.1472,-1678586.4972,Glauber de Andrade Rocha,2100.072,45.110400000000006,medium,South America,4,8676.040947539954,global
14483,323824,BR-0263,small_airport,Pedro Vieira Moreira Airport,-6.8827,-38.61583,1099.0,SA,BR,BR-PB,Cajazeiras,yes,SJZA,CJZ,PB0004,nan,https://en.wikipedia.org/wiki/Cajazeiras_Airport,nan,nan,,,,nan,,,-4298694.5322,-768028.020300001,Pedro Vieira Moreira,,,unknown,South America,1,7765.688192273927,intercontinental
15034,614,CAD4,small_airport,Trail Airport,49.055599,-117.609001,1427.0,nan,CA,CA-BC,Trail,yes,CAD4,YZZ,CAD4,nan,https://en.wikipedia.org/wiki/Trail_Airport,AD4,ATF,123.2,4000.0,75.0,ASP,0.0,0.0,-13092174.104,6284300.652,Trail,1219.2,22.86,small,,3,7502.640029264497,intercontinental
15040,624,CAJ4,medium_airport,Anahim Lake Airport,52.451501,-125.303776,3635.0,nan,CA,CA-BC,Anahim Lake,yes,CAJ4,YAA,CAJ4,nan,https://en.wikipedia.org/wiki/Anahim_Lake_Airport,AJ4,ATF,122.8,2738.0,100.0,GVL,0.0,1.0,-13948752.5388,6882177.9741,Anahim Lake,834.5424,30.48,small,,4,7471.303357779784,intercontinental
15056,657,CAZ5,medium_airport,Cache Creek-Ashcroft Regional Airport,50.775258,-121.321314,2034.0,nan,CA,CA-BC,Cache Creek,yes,CAZ5,YZA,CAZ5,nan,https://en.wikipedia.org/wiki/Cache_Creek_Airport,AZ5,ATF,123.2,3280.0,75.0,ASP,0.0,0.0,-13505426.8969,6581635.3361,Cache Creek-Ashcroft Regional,999.744,22.86,small,,4,7487.494683514035,intercontinental
15058,664,CBBC,medium_airport,Bella Bella (Campbell Island) Airport,52.185001,-128.156994,141.0,nan,CA,CA-BC,Bella Bella,yes,CBBC,ZEL,CBBC,nan,https://en.wikipedia.org/wiki/Bella_Bella_(Campbell_Island)_Airport,BBC,"Bella BellaTraffic,  5nm below 3200 ASL",122.8,3700.0,75.0,ASP,0.0,0.0,-14266371.3137,6833645.3791,Bella Bella (Campbell Island),1127.76,22.86,small,,4,7592.705480977361,intercontinental
15064,717,CBS8,small_airport,Alberni Valley Regional Airport,49.321899,-124.931,250.0,nan,CA,CA-BC,Port Alberni,yes,CBS8,YPB,CBS8,http://www.acrd.bc.ca/avra,https://en.wikipedia.org/wiki/Port_Alberni_(Alberni_Valley_Regional)_Airport,BS8,ATF,123.0,3952.0,75.0,ASP,0.0,0.0,-13907255.3043,6329658.4761,Alberni Valley Regional,1204.5696,22.86,small,,3,7758.9955621771915,intercontinental
15825,743,CCA6,small_airport,Williams Harbour Airport,52.567377,-55.784883,70.0,nan,CA,CA-NL,Williams Harbour,yes,CCA6,YWM,CCA6,nan,https://en.wikipedia.org/wiki/Williams_Harbour_Airport,nan,nan,,2200.0,75.0,GRAVEL,0.0,0.0,-6209944.7695,6903371.8878,Williams Harbour,670.5600000000001,22.86,small,,3,3986.395196881002,intercontinental
15830,750,CCD4,small_airport,Postville Airport,54.9105,-59.78507,193.0,nan,CA,CA-NL,Postville,yes,CCD4,YSO,CCD4,nan,https://en.wikipedia.org/wiki/Postville_Airport,CD4,nan,,2500.0,75.0,GRAVEL,0.0,0.0,-6655243.5494,7344515.3274,Postville,762.0,22.86,small,,3,4120.128236674644,intercontinental
15835,758,CCH4,small_airport,Charlottetown Airport,52.765774,-56.11237,209.0,nan,CA,CA-NL,Charlottetown,yes,CCH4,YHG,CCH4,nan,https://en.wikipedia.org/wiki/Charlottetown_Airport_(Newfoundland),CH4,nan,,2500.0,,UNK,0.0,0.0,-6246400.4556,6939789.4266,Charlottetown,762.0,,small,,3,3997.306488035077,intercontinental
15839,764,CCK4,small_airport,St. Lewis (Fox Harbour) Airport,52.372799,-55.673901,74.0,nan,CA,CA-NL,St. Lewis,yes,CCK4,YFX,CCK4,nan,https://en.wikipedia.org/wiki/St._Lewis_(Fox_Harbour)_Airport,CK4,nan,,2200.0,75.0,GRAVEL,0.0,0.0,-6197590.3098,6867815.0267,St. Lewis (Fox Harbour),670.5600000000001,22.86,small,,3,3988.6141770850013,intercontinental
15844,771,CCP4,small_airport,Port Hope Simpson Airport,52.5280990600586,-56.2860984802246,347.0,nan,CA,CA-NL,Port Hope Simpson,yes,CCP4,YHA,CCP4,nan,https://en.wikipedia.org/wiki/Port_Hope_Simpson_Airport,CP4,nan,,2500.0,75.0,GRAVEL,0.0,0.0,-6265739.8215,6896181.6244,Port Hope Simpson,762.0,22.86,small,,3,4019.0002228679796,intercontinental
15850,793,CCZ2,small_airport,Rigolet Airport,54.1796989440918,-58.4575004577637,180.0,nan,CA,CA-NL,Rigolet,yes,CCZ2,YRG,CCZ2,nan,https://en.wikipedia.org/wiki/Rigolet_Airport,CZ2,nan,,2500.0,75.0,GRAVEL,0.0,0.0,-6507459.184,7204262.8476,Rigolet,762.0,22.86,small,,3,4074.4854603032445,intercontinental
16099,1139,CJV7,small_airport,Summer Beaver Airport,52.7085990905762,-88.5419006347656,832.0,nan,CA,CA-ON,Summer Beaver,yes,CJV7,SUR,CJV7,nan,https://en.wikipedia.org/wiki/Summer_Beaver_Airport,JV7,nan,,3500.0,100.0,GRVL,0.0,0.0,-9856439.2926,6929277.4903,Summer Beaver,1066.8,30.48,small,,3,5845.397755771162,intercontinental
16118,1162,CKB6,small_airport,Wapekeka Airport,53.8492012023926,-89.5793991088867,712.0,nan,CA,CA-ON,Angling Lake,yes,CKB6,YAX,CKB6,nan,https://en.wikipedia.org/wiki/Angling_Lake/Wapekeka_Airport,KB6,nan,,3600.0,100.0,GRVL,0.0,0.0,-9971933.0944,7141648.3784,Wapekeka,1097.28,30.48,small,,3,5817.226744842788,intercontinental
16147,1200,CKL3,small_airport,Wunnumin Lake Airport,52.8939018249512,-89.2891998291016,819.0,nan,CA,CA-ON,Wunnumin Lake,yes,CKL3,WNN,CKL3,nan,https://en.wikipedia.org/wiki/Wunnummin_Lake_Airport,KL3,nan,,3500.0,100.0,GRVL,0.0,0.0,-9939628.2583,6963396.6923,Wunnumin Lake,1066.8,30.48,small,,3,5870.638609139487,intercontinental
16158,1218,CKQ3,small_airport,North Spirit Lake Airport,52.4900016784668,-92.9710998535156,1082.0,nan,CA,CA-ON,North Spirit Lake,yes,CKQ3,YNO,CKQ3,nan,https://en.wikipedia.org/wiki/North_Spirit_Lake_Airport,KQ3,nan,,3500.0,100.0,GRVL,0.0,0.0,-10349495.4942,6889213.616,North Spirit Lake,1066.8,30.48,small,,3,6086.975353987363,intercontinental
16305,43975,CN-0005,small_airport,Tangshan Sannühe Airport,39.7178001404,118.002624512,50.0,AS,CN,CN-13,Tangshan,yes,ZBTS,TVS,nan,nan,https://en.wikipedia.org/wiki/Tangshan_Air_Base,"Tangshan Air Base, 唐山三女河机场",nan,,8858.0,,Concrete,1.0,0.0,13135992.0729,4825018.1079,Tangshan Sannühe,2699.9184,,medium,Asia,3,7920.209142837626,intercontinental
16307,44100,CN-0024,medium_airport,Zhangjiakou Ningyuan Airport,40.738602,114.93,2347.0,AS,CN,CN-13,Zhangjiakou,yes,ZBZJ,ZQZ,nan,nan,https://en.wikipedia.org/wiki/Zhangjiakou_Ningyuan_Airport,"Zhangjiakou Air Base, 张家口宁远机场, ZZHA",nan,,8202.0,148.0,nan,0.0,0.0,12793949.0769,4973861.639,Zhangjiakou Ningyuan,2499.9696,45.110400000000006,medium,Asia,4,7672.229033676954,intercontinental
16308,44103,CN-0027,medium_airport,Baoshan Yunrui Airport,25.053301,99.168297,5453.0,AS,CN,CN-53,Baoshan (Longyang),yes,ZPBS,BSD,nan,nan,https://en.wikipedia.org/wiki/Baoshan_Yunrui_Airport,Baoshan Yunduan Airport,nan,,7874.0,,nan,0.0,0.0,11039364.3249,2882292.8726,Baoshan Yunrui,2399.9952000000003,,medium,Asia,4,8104.856879159431,global
16310,44116,CN-0040,medium_airport,Lincang Boshang Airport,23.7381,100.025002,6230.0,AS,CN,CN-53,Lincang,yes,ZPLC,LNJ,nan,nan,https://en.wikipedia.org/wiki/Lincang_Airport,Lintsang Airfield,nan,,7874.0,,nan,0.0,0.0,11134732.2892,2721526.7739,Lincang Boshang,2399.9952000000003,,medium,Asia,4,8272.945480371514,global
16311,44122,CN-0046,medium_airport,Xigaze Peace Airport / Shigatse Air Base,29.3519,89.311401,3782.0,AS,CN,CN-54,Xigazê (Samzhubzê),yes,ZURK,RKZ,nan,nan,https://en.wikipedia.org/wiki/Shigatse_Peace_Airport,nan,nan,,9843.0,35.0,CON,0.0,0.0,9942099.6814,3420511.7173,Xigaze Peace / Shigatse Air Base,3000.1464,10.668000000000001,large,Asia,5,7104.526021906119,intercontinental
16312,44126,CN-0050,medium_airport,Panzhihua Bao'anying Airport,26.54,101.79852,1620.0,AS,CN,CN-51,Panzhihua (Renhe),yes,ZUZH,PZI,nan,nan,https://en.wikipedia.org/wiki/Panzhihua_Bao'anying_Airport,"Xining Air Base, 攀枝花保安营机场",nan,,9186.0,,Paved,1.0,0.0,11332159.4099,3066117.4431,Panzhihua Bao'anying,2799.8928,,medium,Asia,4,8144.427217412859,global
16313,44139,CN-0061,medium_airport,Foshan Shadi Airport,23.0833,113.07,6.0,AS,CN,CN-44,Foshan (Nanhai),yes,ZGFS,FUO,nan,nan,https://en.wikipedia.org/wiki/Foshan_Shadi_Airport,Guangzhou Shadi Air Base,nan,,9186.0,180.0,nan,1.0,0.0,12586894.824,2642095.4767,Foshan Shadi,2799.8928,54.864000000000004,medium,Asia,4,9142.419699477705,global
16314,323881,CN-0062,small_airport,Bazhong Enyang Airport,31.73842,106.644872,1804.0,AS,CN,CN-51,Bazhong (Enyang),yes,ZUBZ,BZX,BZX,nan,https://en.wikipedia.org/wiki/Bazhong_Enyang_Airport,nan,nan,,8530.0,,nan,0.0,0.0,11871652.8468,3729022.953,Bazhong Enyang,2599.944,,medium,Asia,3,7993.215171585763,intercontinental
16315,323907,CN-0067,medium_airport,Xinyang Minggang Airport,32.540819,114.079141,312.0,AS,CN,CN-41,Xinyang,yes,ZHXY,XAI,nan,nan,https://en.wikipedia.org/wiki/Xinyang_Minggang_Airport,"Queshan Air Base, 信阳明港机场",nan,,8858.0,164.0,ASP,0.0,0.0,12699231.8863,3834512.7726,Xinyang Minggang,2699.9184,49.9872,medium,Asia,4,8352.143468526721,global
16316,44146,CN-0068,medium_airport,Huizhou Pingtan Airport,23.049999,114.599998,50.0,AS,CN,CN-44,Huizhou (Pingtan),yes,ZGHZ,HUZ,nan,nan,https://en.wikipedia.org/wiki/Huizhou_Airport,"Huiyang Air Base, Pingtan Airport",nan,,7874.0,,nan,1.0,0.0,12757213.4223,2638066.2918,Huizhou Pingtan,2399.9952000000003,,medium,Asia,4,9236.582723586884,global
16317,44157,CN-0079,medium_airport,Shaoguan Danxia Airport,24.9786,113.420998,280.0,AS,CN,CN-44,Shaoguan,yes,ZGSG,HSC,nan,nan,https://en.wikipedia.org/wiki/Shaoguan_Danxia_Airport,"Shaoguan Air Base, Shaoguan Guitou Airport",nan,,9186.0,,nan,1.0,0.0,12625967.7426,2873116.3453,Shaoguan Danxia,2799.8928,,medium,Asia,4,8992.527564560654,global
16318,44159,CN-0081,medium_airport,Jinggangshan Airport,26.856899,114.737,281.0,AS,CN,CN-36,Ji'an,yes,ZSJA,JGS,nan,nan,https://en.wikipedia.org/wiki/Jinggangshan_Airport,"Tiahe Air Base, Ji'an Airport",nan,,8530.0,,Concrete,1.0,0.0,12772464.4151,3105604.518,Jinggangshan,2599.944,,medium,Asia,4,8900.073227034001,global
16319,44160,CN-0082,medium_airport,Baise Youjiang Airport,23.7206,106.959999,490.0,AS,CN,CN-45,Baise (Tianyang),yes,ZGBS,AEB,nan,nan,https://en.wikipedia.org/wiki/Baise_Youjiang_Airport,"Tian Yang Air Base, Bose airport, 百色右江机场",nan,,8202.0,145.0,CON,0.0,0.0,11906732.6239,2719398.7745,Baise Youjiang,2499.9696,44.196000000000005,medium,Asia,4,8712.835246446844,global
16320,44167,CN-0089,medium_airport,Lianyungang Huaguoshan International Airport,34.41406,119.17899,,AS,CN,CN-32,Lianyungang,yes,ZSLG,LYG,nan,nan,https://en.wikipedia.org/wiki/Lianyungang_Huaguoshan_International_Airport,nan,nan,,9186.0,,nan,0.0,0.0,13266944.4801,4084536.6026,Lianyungang Huaguoshan,2799.8928,,medium,Asia,4,8460.185519830418,global
16323,44191,CN-0113,medium_airport,Altay Xuedu Airport,47.749886,88.085808,2460.0,AS,CN,CN-65,Altay,yes,ZWAT,AAT,nan,nan,https://en.wikipedia.org/wiki/Altay_Xuedu_Airport,Altay Air Base,nan,,7218.0,,CON,1.0,0.0,9805667.2927,6065345.1874,Altay Xuedu,2200.0464,,medium,Asia,4,5624.6475129465625,intercontinental
16324,44208,CN-0130,medium_airport,Tianshui Maijishan Airport,34.559399,105.860001,3590.0,AS,CN,CN-62,Tianshui (Maiji),yes,ZLTS,THQ,nan,nan,https://en.wikipedia.org/wiki/Tianshui_Maijishan_Airport,"Tianshui Air Base, 天水麦积山机场, ZBEE",nan,,9186.0,148.0,nan,0.0,0.0,11784281.4067,4104165.2681,Tianshui Maijishan,2799.8928,45.110400000000006,medium,Asia,4,7704.473091094364,intercontinental
16325,44221,CN-0143,small_airport,Zhangye Ganzhou Airport,38.801899,100.675003,5280.0,AS,CN,CN-62,Zhangye (Ganzhou),yes,ZLZY,YZY,nan,nan,https://en.wikipedia.org/wiki/Zhangye_Ganzhou_Airport,"Zhangye Southeast Air Base, 张掖甘州机场",nan,,9843.0,,nan,0.0,0.0,11207090.0696,4693334.8983,Zhangye Ganzhou,3000.1464,,large,Asia,4,7045.126004456738,intercontinental
16330,44267,CN-0189,medium_airport,Dandong Langtou Airport,40.0247,124.286003,30.0,AS,CN,CN-21,"Zhenxing, Dandong",yes,ZYDD,DDG,nan,http://www.ddcei.gov.cn/english/index.html,https://en.wikipedia.org/wiki/Dandong_Airport,nan,nan,,8530.0,,CON,0.0,0.0,13835454.5667,4869532.2656,Dandong Langtou,2599.944,,medium,Asia,4,8200.092967574952,global
16332,350883,CN-0237,medium_airport,Tashikuergan Hongqilafu Airport,37.661333,75.288877,10499.0,AS,CN,CN-65,Tashikuergan,yes,ZWTK,HQL,nan,nan,https://en.wikipedia.org/wiki/Tashkurgan_Airport,nan,nan,,12467.0,148.0,nan,0.0,0.0,8381119.45,4531693.3776,Tashikuergan Hongqilafu,3799.9416,45.110400000000006,large,Asia,5,5531.81510477359,intercontinental
16338,354995,CN-0353,medium_airport,Zhanjiang Wuchuan Airport,21.481667,110.590278,,AS,CN,CN-44,Zhanjiang,yes,ZGZJ,ZHA,nan,nan,https://en.wikipedia.org/wiki/Zhanjiang_Wuchuan_Airport,nan,nan,,10499.0,,nan,1.0,0.0,12310853.4336,2449405.7801,Zhanjiang Wuchuan,3200.0952,,large,Asia,5,9135.85017343875,global
16339,355952,CN-0359,small_airport,Zhaosu Tianma Airport,43.1075,81.160556,,AS,CN,CN-65,Zhaosu,yes,ZWZS,ZFL,nan,nan,https://en.wikipedia.org/wiki/Zhaosu_Tianma_Airport,nan,nan,,9186.0,,nan,0.0,0.0,9034751.7664,5328348.7835,Zhaosu Tianma,2799.8928,,medium,Asia,3,5523.822684729723,intercontinental
16340,32048,CN-NTG,medium_airport,Nantong Xingdong International Airport,32.070801,120.975998,16.0,AS,CN,CN-32,Nantong,yes,ZSNT,NTG,nan,nan,https://en.wikipedia.org/wiki/Nantong_Xingdong_Airport,nan,nan,,11155.0,,concrete,1.0,0.0,13466986.4956,3772607.9509,Nantong Xingdong,3400.0440000000003,,large,Asia,5,8769.563556705538,global
16384,1299,CNE3,small_airport,Bearskin Lake Airport,53.9655990600586,-91.0271987915039,800.0,nan,CA,CA-ON,Bearskin Lake,yes,CNE3,XBE,CNE3,nan,https://en.wikipedia.org/wiki/Bearskin_Lake_Airport,NE3,nan,,3500.0,100.0,GRVL,0.0,0.0,-10133101.4179,7163643.8579,Bearskin Lake,1066.8,30.48,small,,3,5881.48220550139,intercontinental
16389,1324,CNM5,small_airport,Kingfisher Lake Airport,53.0125007629395,-89.8553009033203,866.0,nan,CA,CA-ON,Kingfisher Lake,yes,CNM5,KIF,CNM5,nan,https://en.wikipedia.org/wiki/Kingfisher_Lake_Airport,NM5,nan,,3520.0,100.0,GRVL/CLAY,0.0,0.0,-10002646.3416,6985310.558,Kingfisher Lake,1072.896,30.48,small,,3,5891.068134401051,intercontinental
16394,1343,CNT3,small_airport,Ogoki Post Airport,51.6585998535,-85.9017028809,594.0,nan,CA,CA-ON,Ogoki Post,yes,CYKP,YOG,CYKP,nan,https://en.wikipedia.org/wiki/Ogoki_Post_Airport,NT3,nan,,3500.0,100.0,GRVL,0.0,0.0,-9562533.823,6738629.7707,Ogoki Post,1066.8,30.48,small,,3,5780.874147989616,intercontinental
16511,1465,CPV7,small_airport,Poplar Hill Airport,52.1133,-94.2556,1095.0,nan,CA,CA-ON,Poplar Hill,yes,CYHP,YHP,CPV7,nan,https://en.wikipedia.org/wiki/Poplar_Hill_Airport,nan,nan,,3500.0,100.0,CLAY/GRVL,0.0,0.0,-10492485.3964,6820637.5302,Poplar Hill,1066.8,30.48,small,,3,6179.60392673368,intercontinental
16545,1563,CSU2,small_airport,Chisasibi Airport,53.8055992126465,-78.9169006347656,43.0,nan,CA,CA-QC,Chisasibi,yes,CSU2,YKU,CSU2,nan,https://en.wikipedia.org/wiki/Chisasibi_Airport,SU2,nan,,3792.0,100.0,GRAVEL,0.0,0.0,-8784989.1937,7133424.7427,Chisasibi,1155.8016,30.48,small,,3,5261.566347690804,intercontinental
16645,1590,CTB6,small_airport,Tête-à-la-Baleine Airport,50.6744003295898,-59.3835983276367,107.0,nan,CA,CA-QC,Tête-à-la-Baleine,yes,CTB6,ZTB,CTB6,nan,https://en.wikipedia.org/wiki/T%C3%AAte-%C3%A0-La-Baleine_Airport,TB6,nan,,1640.0,85.0,GRAVEL,0.0,0.0,-6610551.9273,6563899.7535,Tête-à-la-Baleine,499.872,25.908,small,,3,4302.60434158033,intercontinental
18716,874,CEM3,small_airport,Whatì Airport,63.1316986083984,-117.246002197266,882.0,nan,CA,CA-NT,Whatì,yes,CEM3,YLE,CEM3,nan,https://en.wikipedia.org/wiki/What%C3%AC_Airport,EM3,nan,,,,nan,,,-13051765.2621,9132616.7898,Whatì,,,unknown,,2,6223.730898310469,intercontinental
18773,954,CFJ2,small_airport,Wekweètì Airport,64.190804,-114.077002,1208.0,nan,CA,CA-NT,Wekweètì,yes,CYWE,YFJ,CFJ7,nan,https://en.wikipedia.org/wiki/Wekwe%C3%A8t%C3%AC_Airport,"Wekweti, Snare Lake",nan,,,,nan,,,-12698993.7739,9398382.994,Wekweètì,,,unknown,,2,6033.159273744929,intercontinental
19514,1308,CNH2,small_airport,Natuashish Airport,55.913898,-61.184399,30.0,nan,CA,CA-NL,Natuashish,yes,CNH2,YNP,CNH2,nan,https://en.wikipedia.org/wiki/Natuashish_Airport,NH2,nan,,,,nan,,,-6811016.1412,7541294.2424,Natuashish,,,unknown,,2,4156.8754600508,intercontinental
19937,1619,CTU5,small_airport,La Tabatière Airport,50.8307991027832,-58.9756011962891,102.0,nan,CA,CA-QC,La Tabatière,yes,CTU5,ZLT,CTU5,nan,https://en.wikipedia.org/wiki/La_Tabati%C3%A8re_Airport,TU5,nan,,,,nan,,,-6565133.8944,6591418.4411,La Tabatière,,,unknown,,2,4269.091059583135,intercontinental
20010,46596,CYAB,small_airport,Arctic Bay Airport,73.006101,-85.04616,72.0,nan,CA,CA-NU,Arctic Bay,yes,CYAB,YAB,nan,nan,https://en.wikipedia.org/wiki/Arctic_Bay_Airport,CJX7,nan,122.1,3935.0,98.0,Gravel,1.0,0.0,-9467295.2251,12125801.2557,Arctic Bay,1199.3880000000001,29.8704,small,,3,4531.63370937787,intercontinental
20011,1654,CYAG,medium_airport,Fort Frances Municipal Airport,48.655749,-93.44349,1125.0,nan,CA,CA-ON,Fort Frances,yes,CYAG,YAG,nan,nan,https://en.wikipedia.org/wiki/Fort_Frances_Municipal_Airport,nan,AWOS,120.0,2600.0,75.0,ASP,1.0,0.0,-10402081.7247,6216649.794,Fort Frances Municipal,792.48,22.86,small,,4,6403.531672983312,intercontinental
20012,1657,CYAM,medium_airport,Sault Ste Marie Airport,46.483216,-84.508467,630.0,nan,CA,CA-ON,Sault Ste Marie,yes,CYAM,YAM,nan,http://www.saultairport.com/,https://en.wikipedia.org/wiki/Sault_Ste._Marie_Airport,nan,MF,118.8,6000.0,200.0,ASP,1.0,0.0,-9407439.5142,5858125.9698,Sault Ste Marie,1828.8000000000002,60.96,small,,4,6076.51070736691,intercontinental
20017,1665,CYAY,medium_airport,St. Anthony Airport,51.391909,-56.08321,108.0,nan,CA,CA-NL,St. Anthony,yes,CYAY,YAY,nan,nan,https://en.wikipedia.org/wiki/St._Anthony_Airport,nan,ATF,122.3,4000.0,100.0,ASP,1.0,0.0,-6243154.3793,6690912.8773,St. Anthony,1219.2,30.48,small,,4,4060.9451554656025,intercontinental
20018,1666,CYAZ,medium_airport,Tofino / Long Beach Airport,49.079833,-125.775583,80.0,nan,CA,CA-BC,Tofino,yes,CYAZ,YAZ,nan,http://www.acrd.bc.ca/long-beach-airport,https://en.wikipedia.org/wiki/Tofino_Airport,nan,VANCOUVER CNTR,132.9,4999.0,150.0,CON,0.0,0.0,-14001273.8538,6288418.256,Tofino / Long Beach,1523.6952,45.72,small,,4,7812.795343437956,intercontinental
