OBJECTID,id,airport_ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords,description,frequency_mhz,runway_length_ft,runway_width_ft,runway_surface,runway_lighted,runway_closed,x,y,standard_name,runway_length_m,runway_width_m,runway_capacity,continent_name,hub_priority_score,distance_from_ams_km,strategic_distance
40744,4287,LGST,medium_airport,Sitia Airport,35.2160987854004,26.1012992858887,376.0,EU,GR,GR-M,Crete Island,yes,LGST,JSH,nan,nan,https://en.wikipedia.org/wiki/Sitia_Public_Airport,nan,RDO,563.7,6804.0,148.0,ASP,1.0,0.0,2905583.3456,4193287.022,Sitia,2073.8592000000003,45.110400000000006,medium,Europe,6,2536.655909687521,intercontinental
40746,4289,LGSY,small_airport,Skiros Airport,38.9676017761,24.4871997833,44.0,EU,GR,GR-H,Skiros Island,yes,LGSY,SKU,nan,nan,https://en.wikipedia.org/wiki/Skyros_Island_National_Airport,nan,RDO,563.7,9849.0,98.0,ASP,1.0,0.0,2725902.6108,4717031.8669,Skiros,3001.9752000000003,29.8704,large,Europe,6,2116.6767293191374,intercontinental
40750,4293,LGTS,large_airport,Thessaloniki Macedonia International Airport,40.51928,22.970009,22.0,EU,GR,GR-B,Thessaloniki,yes,LGTS,SKG,nan,nan,https://en.wikipedia.org/wiki/Thessaloniki_International_Airport%2C_%22Macedonia%22,Makedonia. Macedonia. Salonica,RDO,563.7,11286.0,164.0,ASP,1.0,0.0,2557009.7054,4941692.0735,Thessaloniki Macedonia,3439.9728,49.9872,large,Europe,8,1901.0341875033507,continental
40752,4295,LGZA,medium_airport,Zakynthos International Airport Dionysios Solomos,37.7509,20.8843,12.0,EU,GR,GR-F,Zakynthos,yes,LGZA,ZTH,nan,https://www.zth-airport.gr,https://en.wikipedia.org/wiki/Zakynthos_International_Airport,Zakinthos,RDO,563.7,7310.0,148.0,ASP,1.0,0.0,2324829.6416,4544295.8565,Zakynthos Dionysios Solomos,2228.088,45.110400000000006,medium,Europe,6,2043.898948361806,intercontinental
40754,4296,LHBP,large_airport,Budapest Liszt Ferenc International Airport,47.43018,19.262393,495.0,EU,HU,HU-BU,Budapest,yes,LHBP,BUD,nan,http://www.bud.hu/english,https://en.wikipedia.org/wiki/Budapest_Ferenc_Liszt_International_Airport,"Ferihegyi nemzetközi repülőtér, Budapest Liszt Ferenc international Airport",BUDAPEST APP,129.7,12162.0,148.0,CON,1.0,0.0,2144279.7802,6012575.2605,Budapest Liszt Ferenc,3706.9776,45.110400000000006,large,Europe,8,1162.921117349795,continental
40755,4297,LHDC,medium_airport,Debrecen International Airport,47.488899,21.615299,359.0,EU,HU,HU-HB,Debrecen,yes,LHDC,DEB,nan,http://www.airportdebrecen.hu/,https://en.wikipedia.org/wiki/Debrecen_International_Airport,Debreceni nemzetközi repülőtér,INFO,125.9,8196.0,131.0,CON,1.0,0.0,2406204.078,6022243.16,Debrecen,2498.1408,39.9288,medium,Europe,6,1309.4787596761985,continental
40769,4305,LHSM,medium_airport,Hévíz–Balaton Airport,46.686391,17.159084,408.0,EU,HU,HU-ZA,Sármellék,yes,LHSM,SOB,nan,http://www.flybalaton.com/?null&lang=en,https://en.wikipedia.org/wiki/S%C3%A1rmell%C3%A9k_International_Airport,"Sármellék International, FlyBatalon Airport, Batalon Airport, Sármellék Nemzetközi Repülőtér",INFO,127.6,8202.0,197.0,CON,1.0,0.0,1910140.4934,5891034.4925,Hévíz–Balaton,2499.9696,60.0456,medium,Europe,6,1084.6287444460481,continental
40779,4309,LIBC,medium_airport,Crotone Airport,38.9972,17.0802,522.0,EU,IT,IT-78,Crotone,yes,LIBC,CRV,KR01,http://www.aeroporto.kr.it/cartaservizi_eng.asp,https://en.wikipedia.org/wiki/Crotone_Airport,Sant'Anna Airport,INFO,119.1,6562.0,148.0,ASP,1.0,0.0,1901359.1666,4721270.5045,Crotone,2000.0976,45.110400000000006,medium,Europe,6,1756.8274867082478,continental
40780,4310,LIBD,large_airport,Bari Karol Wojtyła Airport,41.138901,16.760599,193.0,EU,IT,IT-75,Bari,yes,LIBD,BRI,BA02,http://www.seap-puglia.it/default.asp?idlingua=2&idcontenuto=25,https://en.wikipedia.org/wiki/Bari_Karol_Wojty%C5%82a_Airport,"Bari ""Karol Wojtyla"" International Airport, Palese Macchie Airport, Palese Airport",APP,119.5,9843.0,148.0,ASP,1.0,0.0,1865781.3461,5032851.1681,Bari Karol Wojtyła,3000.1464,45.110400000000006,large,Europe,8,1536.8192791875372,continental
40781,4311,LIBF,medium_airport,"Foggia """"Gino Lisa"""" Airport",41.432899,15.535,265.0,EU,IT,IT-75,Foggia,yes,LIBF,FOG,FG05,nan,https://en.wikipedia.org/wiki/Foggia_%22Gino_Lisa%22_Airport,Foggia Airport,FOGGIA INFO,120.1,5692.0,154.0,ASP,1.0,0.0,1729348.2895,5076405.3914,"Foggia """"Gino Lisa""""",1734.9216000000001,46.9392,small,Europe,5,1456.35295823575,continental
40784,4314,LIBP,medium_airport,Abruzzo Airport,42.431702,14.1811,48.0,EU,IT,IT-65,Pescara,yes,LIBP,PSR,PE01,http://www.abruzzo-airport.it/eng/index.php,https://en.wikipedia.org/wiki/Abruzzo_Airport,"Pescara, Abruzzo Pasquale Liberi International",APP,120.05,7933.0,148.0,ASP,1.0,0.0,1578632.8309,5225867.2809,Abruzzo,2417.9784,45.110400000000006,medium,Europe,6,1304.6170111653623,continental
40785,4315,LIBR,large_airport,Brindisi Airport,40.6576,17.947001,47.0,EU,IT,IT-75,Brindisi,yes,LIBR,BDS,BR03,http://www.seap-puglia.it/default.asp?idlingua=2&idcontenuto=29,https://en.wikipedia.org/wiki/Brindisi_Airport,"Brindisi Papola Casale Airport, Brindisi Salento Airport, Brindisi Casale Antonio Papolo Airport, Salento Airport",BRINDISI APP,36.365,5892.0,148.0,ASP,1.0,0.0,1997851.0126,4961968.1713,Brindisi,1795.8816000000002,45.110400000000006,small,Europe,6,1635.3294815603476,continental
40787,4317,LICA,medium_airport,Lamezia Terme Airport,38.905399,16.2423,39.0,EU,IT,IT-78,Lamezia Terme (CZ),yes,LICA,SUF,CZ02,nan,https://en.wikipedia.org/wiki/Lamezia_Terme_International_Airport,nan,APP,118.8,9898.0,148.0,ASP,1.0,0.0,1808084.5653,4708129.8358,Lamezia Terme,3016.9104,45.110400000000006,large,Europe,7,1732.5559051600728,continental
40788,298716,LICB,medium_airport,Comiso Airport,36.994601,14.607182,623.0,EU,IT,IT-82,Comiso,yes,LICB,CIY,RG06,http://www.aeroportodicomiso.it/,https://en.wikipedia.org/wiki/Comiso_Airport,"Vincenzo Magliocco Airport, Aeroporto di Comiso",ILS pista 09,108.9,8070.0,148.0,asphalt,1.0,0.0,1626064.0622,4438354.263,Comiso,2459.7360000000003,45.110400000000006,medium,Europe,6,1869.7393689482985,continental
40789,4318,LICC,large_airport,Catania-Fontanarossa Airport,37.466801,15.0664,39.0,EU,IT,IT-82,Catania,yes,LICC,CTA,CT03,http://www.aeroporto.catania.it/,https://en.wikipedia.org/wiki/Catania-Fontanarossa_Airport,"Lanza Di Trabie, Catania-Fontanarossa Vincenzo Bellini",APP,119.25,7989.0,148.0,ASP,1.0,0.0,1677183.9761,4504374.1055,Catania-Fontanarossa,2435.0472,45.110400000000006,medium,Europe,7,1835.841578006388,continental
40790,4319,LICD,medium_airport,Lampedusa Airport,35.497898,12.6181,70.0,EU,IT,IT-82,Lampedusa,yes,LICD,LMP,AG01,nan,https://en.wikipedia.org/wiki/Lampedusa_Airport,nan,INFO,122.1,5906.0,148.0,ASP,1.0,0.0,1404640.4668,4231751.0456,Lampedusa,1800.1488000000002,45.110400000000006,small,Europe,5,1972.1885202833712,continental
40791,4320,LICG,medium_airport,Pantelleria Airport,36.816502,11.9689,628.0,EU,IT,IT-82,Pantelleria (TP),yes,LICG,PNL,TP02,nan,https://en.wikipedia.org/wiki/Pantelleria_Airport,I D'Amico,TWR,118.45,4003.0,98.0,ASP,0.0,0.0,1332371.8534,4413560.3029,Pantelleria,1220.1144000000002,29.8704,small,Europe,5,1815.30793852675,continental
40792,4321,LICJ,large_airport,Falcone–Borsellino Airport,38.175999,13.091,65.0,EU,IT,IT-82,Palermo,yes,LICJ,PMO,PA03,http://www.gesap.it/index.php,https://en.wikipedia.org/wiki/Falcone%E2%80%93Borsellino_Airport,"Palermo Airport, Punta Raisi Airport",APP,120.2,6804.0,148.0,ASP,1.0,0.0,1457283.454,4604318.4902,Falcone–Borsellino,2073.8592000000003,45.110400000000006,medium,Europe,7,1700.5061276214608,continental
40794,4323,LICR,medium_airport,Reggio Calabria Airport,38.071201,15.6516,96.0,EU,IT,IT-78,Reggio Calabria,yes,LICR,REG,RC01,nan,https://en.wikipedia.org/wiki/Reggio_Calabria_Airport,Tito Minniti,APP,120.275,5574.0,148.0,ASP,1.0,0.0,1742328.1421,4589489.0147,Reggio Calabria,1698.9552,45.110400000000006,small,Europe,5,1794.3654169768533,continental
40795,4324,LICT,medium_airport,Vincenzo Florio Airport Trapani-Birgi,37.9114,12.488,25.0,EU,IT,IT-82,Trapani (TP),yes,LICT,TPS,TP01,nan,https://en.wikipedia.org/wiki/Vincenzo_Florio_Airport_Trapani%E2%80%93Birgi,"Vincenzo Florio Airport, Trapani Airport, Aeroporto Vincenzo Florio di Trapani-Birgi",APP,119.95,8852.0,148.0,ASP,1.0,0.0,1390157.801,4566917.154,Vincenzo Florio Trapani-Birgi,2698.0896000000002,45.110400000000006,medium,Europe,6,1711.6948805969835,continental
40804,4330,LIEA,medium_airport,Alghero-Fertilia Airport,40.632099,8.29077,87.0,EU,IT,IT-88,Alghero,yes,LIEA,AHO,SS02,http://www.aeroportodialghero.it/home_en.asp,https://en.wikipedia.org/wiki/Alghero-Fertilia_Airport,"Alghero Airport, Sardinia, Alghero - Riviera del Corallo Airport",APP,128.55,9843.0,148.0,ASP,1.0,0.0,922924.2947,4958226.8669,Alghero-Fertilia,3000.1464,45.110400000000006,large,Europe,7,1330.038615921238,continental
40806,4332,LIEE,large_airport,Cagliari Elmas Airport,39.251499,9.05428,13.0,EU,IT,IT-88,Cagliari,yes,LIEE,CAG,CA07,http://www.cagliariairport.it/en/,https://en.wikipedia.org/wiki/Cagliari_Elmas_Airport,"Cagliari Airport,Elmas",CAGLIARI APP,118.75,9196.0,148.0,ASP,1.0,0.0,1007917.8391,4757760.9409,Cagliari Elmas,2802.9408000000003,45.110400000000006,medium,Europe,7,1492.8547253896902,continental
40807,4333,LIEO,medium_airport,Olbia Costa Smeralda Airport,40.898701,9.51763,37.0,EU,IT,IT-88,Olbia (SS),yes,LIEO,OLB,SS03,nan,https://en.wikipedia.org/wiki/Olbia_Costa_Smeralda_Airport,nan,OLBIA RADAR,125.95,9006.0,148.0,ASP,1.0,0.0,1059497.7252,4997411.5468,Olbia Costa Smeralda,2745.0288,45.110400000000006,medium,Europe,6,1322.3417576016504,continental
40820,4340,LIMC,large_airport,Milan Malpensa International Airport,45.6306,8.72811,768.0,EU,IT,IT-25,Ferno (VA),yes,LIMC,MXP,MI12,http://www.sea-aeroportimilano.it/en/malpensa/index.phtml,https://en.wikipedia.org/wiki/Malpensa_Airport,MIL,MILANO APP,132.7,12861.0,197.0,ASP,1.0,0.0,971608.7608,5721348.9372,Milan Malpensa,3920.0328000000004,60.0456,large,Europe,8,799.0881806992616,continental
40821,4341,LIME,large_airport,Milan Bergamo Airport / Antonio Locatelli Air Base,45.670725,9.709223,782.0,EU,IT,IT-25,Orio al Serio (BG),yes,LIME,BGY,BG01,http://www.sacbo.it/,https://en.wikipedia.org/wiki/Orio_al_Serio_International_Airport,"Bergamo Orio al Serio Airport, Il Caravaggio International Airport",MILANO APP,126.75,9429.0,148.0,ASP,1.0,0.0,1080825.7604,5727738.7723,Milan Bergamo / Antonio Locatelli Air Base,2873.9592000000002,45.110400000000006,medium,Europe,7,822.532712453995,continental
40822,4342,LIMF,large_airport,Turin Airport,45.200802,7.64963,989.0,EU,IT,IT-21,Caselle Torinese (TO),yes,LIMF,TRN,TO11,http://www.aeroportoditorino.it/,https://en.wikipedia.org/wiki/Turin_International_Airport,"Torino-Caselle Airport, Sandro Pertini Airport, Turin-Caselle Airport",APP,23.44,10827.0,197.0,ASP,1.0,0.0,851552.9164,5653189.2411,Turin,3300.0696000000003,60.0456,large,Europe,8,821.7464871236876,continental
40824,4344,LIMJ,medium_airport,Genoa Cristoforo Colombo Airport,44.412039,8.840732,13.0,EU,IT,IT-42,Genova (GE),yes,LIMJ,GOA,GE01,http://www.aeroportodigenova.com/en/home/index.php,https://en.wikipedia.org/wiki/Genoa_Cristoforo_Colombo_Airport,"Genova Sestri, Sestri Cristoforo Colombo Airport, Cristoforo Colombo Airport",APP,119.6,9564.0,148.0,ASP,1.0,0.0,984145.784499999,5529429.163,Genoa Cristoforo Colombo,2915.1072,45.110400000000006,medium,Europe,6,930.7915930913159,continental
40825,4345,LIML,medium_airport,Milano Linate Airport,45.445099,9.27674,353.0,EU,IT,IT-25,Segrate (MI),yes,LIML,LIN,MI11,http://www.sea-aeroportimilano.it/en/,https://en.wikipedia.org/wiki/Linate_Airport,E Forlanini,MILANO APP,132.7,8012.0,197.0,ASP,1.0,0.0,1032681.973,5691867.5178,Milano Linate,2442.0576,60.0456,medium,Europe,6,833.0679762705132,continental
40827,4347,LIMP,medium_airport,Parma Airport,44.826351,10.29705,161.0,EU,IT,IT-45,Parma (PR),yes,LIMP,PMF,PR03,nan,https://en.wikipedia.org/wiki/Parma_Airport,nan,APP,126.55,6962.0,148.0,ASP,1.0,0.0,1146262.3627,5594225.3064,Parma,2122.0176,45.110400000000006,medium,Europe,6,926.9730432207098,continental
40830,4350,LIMZ,medium_airport,Cuneo International Airport,44.547001,7.62322,1267.0,EU,IT,IT-21,Levaldigi (CN),yes,LIMZ,CUF,CN03,http://www.aeroporto.cuneo.it/,https://en.wikipedia.org/wiki/Cuneo_International_Airport,"Cuneo Levaldigi Airport, Turin Cuneo Airport",CUNEO INFO,119.55,6903.0,148.0,ASP,1.0,0.0,848612.968600001,5550485.7734,Cuneo,2104.0344,45.110400000000006,medium,Europe,6,892.2573910750151,continental
40833,4352,LIPB,medium_airport,Bolzano Airport,46.460201,11.3264,789.0,EU,IT,IT-32,Bolzano (BZ),yes,LIPB,BZO,BZ01,http://www.abd-airport.it/en/home.htm,https://en.wikipedia.org/wiki/Bolzano_Airport,G Sabelli,INFO,120.6,4698.0,148.0,ASP,1.0,0.0,1260849.0805,5854405.9596,Bolzano,1431.9504000000002,45.110400000000006,small,Europe,5,803.8874238872945,continental
40835,4354,LIPE,large_airport,Bologna Guglielmo Marconi Airport,44.5354,11.2887,123.0,EU,IT,IT-45,Bologna,yes,LIPE,BLQ,BO08,http://www.bologna-airport.it/?LN=UK,https://en.wikipedia.org/wiki/Bologna_Airport,"Guglielmo Marconi Airport, Borgo Panigale Airport",Approach East,118.15,9196.0,148.0,ASP,1.0,0.0,1256652.3357,5548673.8839,Bologna Guglielmo Marconi,2802.9408000000003,45.110400000000006,medium,Europe,7,989.1359399112823,continental
40836,4355,LIPH,medium_airport,Treviso Antonio Canova Airport,45.648399,12.1944,59.0,EU,IT,IT-34,Treviso (TV),yes,LIPH,TSF,TV01,http://www.trevisoairport.it/tsf/index.jsp?_requestid=677517&language=en,https://en.wikipedia.org/wiki/Treviso_Airport,"Venice-Treviso, Treviso-Sant'Angelo",APP,36.23,7941.0,144.0,ASP,1.0,0.0,1357474.3985,5724182.8315,Treviso Antonio Canova,2420.4168,43.891200000000005,medium,Europe,6,916.0474116401509,continental
40838,4357,LIPK,medium_airport,Forlì Airport,44.194801,12.0701,97.0,EU,IT,IT-45,Forlì (FC),yes,LIPK,FRL,FC03,nan,https://en.wikipedia.org/wiki/Forl%C3%AC_Airport,"L Ridolfi, Ronco di Forlì",ROMAGNA APP,37.975,7907.0,148.0,ASP,1.0,0.0,1343637.3858,5495637.7421,Forlì,2410.0536,45.110400000000006,medium,Europe,6,1050.9846047505646,continental
40841,4360,LIPO,medium_airport,Brescia Gabriele d'Annunzio Airport,45.428902,10.3306,355.0,EU,IT,IT-25,Montichiari (BS),yes,LIPO,VBS,BS04,http://www.aeroportobrescia.it/en/business_t6/,https://en.wikipedia.org/wiki/Brescia_Airport,Brescia-Montichiari,GARDA APP,124.45,9810.0,148.0,ASP,1.0,0.0,1149997.1316,5689297.9588,Brescia Gabriele d'Annunzio,2990.088,45.110400000000006,medium,Europe,6,866.95925676551,continental
40842,4361,LIPQ,medium_airport,Trieste–Friuli Venezia Giulia Airport,45.827499,13.4722,39.0,EU,IT,IT-36,Ronchi dei Legionari (GO),yes,LIPQ,TRS,GO02,http://www.aeroporto.fvg.it/,https://en.wikipedia.org/wiki/Trieste_%E2%80%93_Friuli_Venezia_Giulia_Airport,"Ronchi Dei Legionari Airport, Trieste-Ronchi dei Legionari Airport",APP,119.175,9843.0,148.0,ASP,1.0,0.0,1499718.4439,5752748.7748,Trieste–Friuli Venezia Giulia,3000.1464,45.110400000000006,large,Europe,7,956.8091895358766,continental
40843,4362,LIPR,medium_airport,Federico Fellini International Airport,44.020302,12.6117,40.0,EU,IT,IT-45,Rimini,yes,LIPR,RMI,RN01,http://www.riminiairport.com/english/,https://en.wikipedia.org/wiki/Federico_Fellini_International_Airport,"Rimini Miramare Airport, Rimini San Marino International Airport",ROMAGNA APP,36.23,9828.0,148.0,ASP,1.0,0.0,1403928.022,5468584.5023,Federico Fellini,2995.5744,45.110400000000006,medium,Europe,6,1088.5290817467164,continental
40848,4366,LIPX,large_airport,Verona Villafranca Valerio Catullo Airport,45.394955,10.887303,239.0,EU,IT,IT-34,Caselle (VR),yes,LIPX,VRN,VR10,http://www.aeroportoverona.it/,https://en.wikipedia.org/wiki/Verona_Airport,"Valerio Catullo, Villafranca International Airport, Valerio Catullo Airport, Villafranca Airport",GARDA APP,36.23,10064.0,148.0,ASP,1.0,0.0,1211969.0261,5683914.8576,Verona Villafranca Valerio Catullo,3067.5072,45.110400000000006,large,Europe,8,889.5393259162589,continental
40849,4367,LIPY,medium_airport,Marche Airport,43.616299,13.3623,49.0,EU,IT,IT-57,Ancona,yes,LIPY,AOI,AN01,http://www.aeroportomarche.com/index.php?lang=english,https://en.wikipedia.org/wiki/Marche_Airport,"Ancona Falconara Airport, Falconara, Raffaello Sanzio Airport",ROMAGNA APP,37.975,9718.0,148.0,ASP,1.0,0.0,1487484.4318,5406254.3086,Marche,2962.0464,45.110400000000006,medium,Europe,6,1157.1840230416196,continental
40850,4368,LIPZ,large_airport,Venice Marco Polo Airport,45.505299,12.3519,7.0,EU,IT,IT-34,Venezia (VE),yes,LIPZ,VCE,VE05,http://www.veniceairport.com/core/index.jsp?_requestid=37300&language=en,https://en.wikipedia.org/wiki/Venice_Marco_Polo_Airport,"Venezia-Tessera, Venice-Tessera",APP,118.9,9121.0,148.0,ASP,1.0,0.0,1375007.2183,5701424.3674,Venice Marco Polo,2780.0808,45.110400000000006,medium,Europe,7,936.0609139762131,continental
40853,4370,LIRA,medium_airport,Ciampino–G. B. Pastine International Airport,41.7994,12.5949,427.0,EU,IT,IT-62,Rome,yes,LIRA,CIA,RM12,nan,https://en.wikipedia.org/wiki/Ciampino%E2%80%93G._B._Pastine_International_Airport,"ROM, Giovan Battista Pastine Airport",ROMA ARR,119.2,7226.0,147.0,ASP,1.0,0.0,1402057.8546,5130977.74,Ciampino–G. B. Pastine,2202.4848,44.805600000000005,medium,Europe,6,1309.750129564988,continental
40855,4372,LIRF,large_airport,Rome–Fiumicino Leonardo da Vinci International Airport,41.804532,12.251998,13.0,EU,IT,IT-62,Rome,yes,LIRF,FCO,RM11,http://www.adr.it/portal/portal/adr/Fiumicino/Leonardo_da_vinci/Header_Window?action=2,https://en.wikipedia.org/wiki/Leonardo_da_Vinci%E2%80%93Fiumicino_Airport,"ROM, Rome Fiumicino Airport, Fiumicino Airport",ROMA DIRECTOR ARR,120.175,10849.0,147.0,ASP,1.0,0.0,1363886.1786,5131744.1083,Rome–Fiumicino Leonardo da Vinci,3306.7752,44.805600000000005,large,Europe,8,1298.0507420748852,continental
40858,4375,LIRJ,medium_airport,Marina Di Campo Airport,42.7603,10.2394,31.0,EU,IT,IT-52,Marina  Di Campo,yes,LIRJ,EBA,LI04,nan,https://en.wikipedia.org/wiki/Marina_di_Campo_Airport,nan,AFIS,123.7,3114.0,75.0,ASP,0.0,0.0,1139844.794,5275557.94,Marina Di Campo,949.1472,22.86,small,Europe,5,1140.0387478109694,continental
40861,4378,LIRN,large_airport,Naples International Airport,40.886002,14.2908,294.0,EU,IT,IT-72,Napoli,yes,LIRN,NAP,NA01,http://www.portal.gesac.it/,https://en.wikipedia.org/wiki/Naples_International_Airport,"Capodichino Airport, Aeroporto Internazionale di Napoli-Capodichino Ugo Niutta, Ariopuorto 'nternazziunale 'e Napule-Capodichino Ugo Niutta",NAPOLI RADAR,124.35,8622.0,148.0,ASP,1.0,0.0,1590844.579,4995541.4981,Naples,2627.9856,45.110400000000006,medium,Europe,7,1461.3769416278578,continental
40862,4379,LIRP,large_airport,Pisa International Airport,43.683899,10.3927,6.0,EU,IT,IT-52,Pisa,yes,LIRP,PSA,PI05,http://www.pisa-airport.com/,https://en.wikipedia.org/wiki/Pisa_International_Airport,"Galileo Galilei Airport, San Giusto Airport",APP,122.1,9160.0,141.0,ASP,1.0,0.0,1156910.072,5416654.4268,Pisa,2791.9680000000003,42.976800000000004,medium,Europe,7,1047.559125825444,continental
40863,4380,LIRQ,medium_airport,Peretola Airport,43.810001,11.2051,142.0,EU,IT,IT-52,Firenze,yes,LIRQ,FLR,FI04,http://www.aeroporto.firenze.it/,"https://en.wikipedia.org/wiki/Florence_Airport,_Peretola","Florence, Firenze, Amerigo Vespucci Airport",APP,126.075,5118.0,148.0,ASP,1.0,0.0,1247346.0263,5436086.3252,Peretola,1559.9664,45.110400000000006,small,Europe,5,1059.460281430715,continental
40867,4384,LIRZ,medium_airport,Perugia San Francesco d'Assisi – Umbria International Airport,43.095901,12.5132,697.0,EU,IT,IT-55,Perugia,yes,LIRZ,PEG,PG10,http://www.airport.umbria.it/,https://en.wikipedia.org/wiki/San_Egidio_Airport,"Perugia San Francesco d'Assisi, Perugia Sant'Egidio Airport, Umbria International Airport",INFO,118.1,7215.0,148.0,ASP,1.0,0.0,1392963.0522,5326580.3675,Perugia San Francesco d'Assisi – Umbria,2199.132,45.110400000000006,medium,Europe,6,1176.0990292959154,continental
40874,4386,LJLJ,large_airport,Ljubljana Jože Pučnik Airport,46.223701,14.4576,1273.0,EU,SI,SI-012,Zgornji Brnik,yes,LJLJ,LJU,nan,http://www.lju-airport.si/,https://en.wikipedia.org/wiki/Ljubljana_Jo%C5%BEe_Pu%C4%8Dnik_Airport,"Ljubljana, Kranj",APP,135.275,10827.0,148.0,ASP,1.0,0.0,1609412.6701,5816270.2177,Ljubljana Jože Pučnik,3300.0696000000003,45.110400000000006,large,Europe,8,971.4471383814906,continental
40918,4399,LKKV,medium_airport,Karlovy Vary Airport,50.202999,12.915,1989.0,EU,CZ,CZ-KA,Karlovy Vary,yes,LKKV,KLV,nan,http://www.airport-k-vary.cz/indexEN.php,https://en.wikipedia.org/wiki/Karlovy_Vary_Airport,Karlovy Vary International,INFO,121.225,7054.0,98.0,ASP,1.0,0.0,1437691.2236,6481506.1961,Karlovy Vary,2150.0592,29.8704,medium,Europe,6,606.4700093988996,continental
40928,4402,LKMT,medium_airport,Ostrava Leos Janáček Airport,49.696301,18.111099,844.0,EU,CZ,CZ-MO,Mošnov,yes,LKMT,OSR,nan,http://www.airport-ostrava.cz/en/,https://en.wikipedia.org/wiki/Ostrava_Leos_Janacek_Airport,Ostrava-Mošnov International Airport,nan,118.375,11484.0,207.0,CON,1.0,0.0,2016118.3184,6393845.7044,Ostrava Leos Janáček,3500.3232000000003,63.0936,large,Europe,7,968.5204779589405,continental
40934,4405,LKPD,medium_airport,Pardubice Airport,50.0134010314941,15.7385997772217,741.0,EU,CZ,CZ-PA,Pardubice,yes,LKPD,PED,nan,http://www.airport-pardubice.cz/?lang=en,https://en.wikipedia.org/wiki/Pardubice_Airport,Letiště Pardubice,APP,128.365,8203.0,246.0,CON,1.0,0.0,1752012.913,6448596.9871,Pardubice,2500.2744000000002,74.9808,medium,Europe,6,798.2132474472648,continental
40941,4408,LKPR,large_airport,Václav Havel Airport Prague,50.103514,14.256992,1247.0,EU,CZ,CZ-PR,Prague,yes,LKPR,PRG,nan,http://www.prg.aero,https://en.wikipedia.org/wiki/Václav_Havel_Airport_Prague,"Letiště Praha-Ruzyně, Ruzyně International Airport, Letiště Václava Havla Praha",Praha Approach,120.53,6955.0,197.0,ASP,1.0,1.0,1587081.0897,6464221.9789,Václav Havel Prague,2119.884,60.0456,medium,Europe,7,697.5005017315793,continental
40957,4409,LKTB,medium_airport,Brno-Tuřany Airport,49.1512985229492,16.6944007873535,778.0,EU,CZ,CZ-JM,Brno,yes,LKTB,BRQ,nan,http://www.airport-brno.cz/index.php?id=0&lang=en,https://en.wikipedia.org/wiki/Brno-Tu%C5%99any_Airport,nan,Brno Radar,127.35,2624.0,98.0,nan,0.0,0.0,1858412.1947,6300572.6895,Brno-Tuřany,799.7952,29.8704,small,Europe,5,901.7932835713798,continental
40996,4427,LMML,large_airport,Malta International Airport,35.857498,14.4775,300.0,EU,MT,MT-25,Valletta,yes,LMML,MLA,nan,http://www.maltairport.com/en/home.htm,https://en.wikipedia.org/wiki/Malta_International_Airport,"Luqa Airport,Valletta,Gudja,RAF Luqa",APP,128.15,7799.0,148.0,ASP,1.0,0.0,1611627.928,4281030.991,Malta,2377.1352,45.110400000000006,medium,Europe,7,1984.5075342845453,continental
41008,4430,LOWG,medium_airport,Graz Airport,46.9911,15.4396,1115.0,EU,AT,AT-6,Feldkirchen bei Graz,yes,LOWG,GRZ,nan,http://www.flughafen-graz.at/,https://en.wikipedia.org/wiki/Graz_Airport,"Thalerhof Airport, Fliegerhorst Nittner, Nittner Air Base, Christophorus 12",APP,119.3,9842.0,148.0,ASP,1.0,0.0,1718728.4101,5940621.4869,Graz,2999.8416,45.110400000000006,medium,Europe,6,963.7974544321634,continental
41009,4431,LOWI,medium_airport,Innsbruck Airport,47.260201,11.344,1907.0,EU,AT,AT-7,Innsbruck,yes,LOWI,INN,nan,http://www.innsbruck-airport.com/,https://en.wikipedia.org/wiki/Innsbruck_Airport,Kranebitten Airport,APP,119.275,6562.0,148.0,ASP,1.0,0.0,1262808.3036,5984649.4005,Innsbruck,2000.0976,45.110400000000006,medium,Europe,6,731.5533500301581,continental
41010,4435,LOWK,medium_airport,Klagenfurt Airport,46.642502,14.3377,1472.0,EU,AT,AT-2,Klagenfurt am Wörthersee,yes,LOWK,KLU,nan,http://www.klagenfurt-airport.com/,https://en.wikipedia.org/wiki/Klagenfurt_Airport,"Kärnten Airport, Christophorus 11",APP,126.825,8924.0,148.0,CON,1.0,0.0,1596065.4631,5883915.2788,Klagenfurt,2720.0352000000003,45.110400000000006,medium,Europe,6,930.9602729690718,continental
41011,4432,LOWL,medium_airport,Linz-Hörsching Airport / Vogler Air Base,48.2332,14.1875,980.0,EU,AT,AT-4,Linz,yes,LOWL,LNZ,nan,http://www.flughafen-linz.at/,https://en.wikipedia.org/wiki/Linz_Airport,"Blue Danube Airport, Vogler Air Base, Fliegerhorst Vogler, Christophorus 10",RADAR,129.625,,,GRS,0.0,0.0,1579345.2756,6145739.0639,Linz-Hörsching / Vogler Air Base,,,unknown,Europe,4,802.8366615000718,continental
