iata_code,name,standard_name,type,latitude_deg,longitude_deg,elevation_ft,continent_name,iso_country,iso_region,municipality,runway_length_m,runway_width_m,runway_capacity,hub_priority_score,distance_from_ams_km,strategic_distance
MOL,"Molde Airport, Årø","Molde, Årø",medium_airport,62.744701,7.2625,10.0,Europe,NO,NO-15,Årø,2109.8256,45.110400000000006,medium,6,1162.2284465437085,continental
BIO,Bilbao Airport,Bilbao,medium_airport,43.301102,-2.91061,138.0,Europe,ES,ES-PV,Bilbao,2000.0976,45.110400000000006,medium,6,1163.1904993584292,continental
GRO,Girona-Costa Brava Airport,Girona-Costa Brava,medium_airport,41.904639,2.761774,468.0,Europe,ES,ES-CT,Girona,2399.9952000000003,45.110400000000006,medium,6,1174.519174776872,continental
PEG,Perugia San Francesco d'Assisi – Umbria International Airport,Perugia San Francesco d'Assisi – Umbria,medium_airport,43.095901,12.5132,697.0,Europe,IT,IT-55,Perugia,2199.132,45.110400000000006,medium,6,1176.0990292959154,continental
SDR,Seve Ballesteros-Santander Airport,Seve Ballesteros-Santander,medium_airport,43.427101,-3.82001,16.0,Europe,ES,ES-CB,Santander,2320.1376,45.110400000000006,medium,6,1186.1120095623326,continental
AJA,Ajaccio-Napoléon Bonaparte Airport,Ajaccio-Napoléon Bonaparte,medium_airport,41.9235992431641,8.8029203414917,18.0,Europe,FR,FR-COR,Ajaccio/Napoléon Bonaparte,2407.0056,45.110400000000006,medium,6,1197.7085628181264,continental
KSU,"Kristiansund Airport, Kvernberget","Kristiansund, Kvernberget",medium_airport,63.111801,7.82452,204.0,Europe,NO,NO-15,Kvernberget,2389.9368,45.110400000000006,medium,6,1206.8953802414571,continental
LUZ,Lublin Airport,Lublin,medium_airport,51.240278,22.713611,633.0,Europe,PL,PL-LU,Lublin,2520.0864,45.110400000000006,medium,6,1227.7905197980024,continental
ILD,Lleida-Alguaire Airport,Lleida-Alguaire,medium_airport,41.728185,0.535023,1152.0,Europe,ES,ES-CT,Lleida,2499.9696,60.96,medium,6,1227.9046135445724,continental
FSC,Figari Sud-Corse Airport,Figari Sud-Corse,medium_airport,41.500599,9.09778,85.0,Europe,FR,FR-COR,Figari Sud-Corse,2479.8528,45.110400000000006,medium,6,1249.0548994331373,continental
OSI,Osijek Airport,Osijek,medium_airport,45.4627,18.8102,290.0,Europe,HR,HR-14,Osijek,2499.0552000000002,45.110400000000006,medium,6,1270.0644707653705,continental
OVD,Asturias Airport,Asturias,medium_airport,43.563599,-6.03462,416.0,Europe,ES,ES-AS,Ranón,2200.0464,45.110400000000006,medium,6,1270.594953490726,continental
REU,Reus Airport,Reus,medium_airport,41.1474,1.16717,233.0,Europe,ES,ES-CT,Reus,2454.8592000000003,45.110400000000006,medium,6,1279.2427321271293,continental
RGS,Burgos Airport,Burgos,medium_airport,42.357601,-3.62076,2962.0,Europe,ES,ES-CL,Burgos,2100.072,45.110400000000006,medium,6,1282.9624108328376,continental
OLA,Ørland Airport,Ørland,medium_airport,63.6988983154297,9.60400009155273,28.0,Europe,NO,NO-50,Ørland,2713.9392000000003,45.110400000000006,medium,6,1289.1474251775498,continental
SPU,Split Airport,Split,medium_airport,43.5388984680176,16.2980003356934,79.0,Europe,HR,HR-17,Split,2549.9568,45.110400000000006,medium,6,1294.5026179534427,continental
PSR,Abruzzo Airport,Abruzzo,medium_airport,42.431702,14.1811,48.0,Europe,IT,IT-65,Pescara,2417.9784,45.110400000000006,medium,6,1304.6170111653623,continental
DEB,Debrecen International Airport,Debrecen,medium_airport,47.488899,21.615299,359.0,Europe,HU,HU-HB,Debrecen,2498.1408,39.9288,medium,6,1309.4787596761985,continental
CIA,Ciampino–G. B. Pastine International Airport,Ciampino–G. B. Pastine,medium_airport,41.7994,12.5949,427.0,Europe,IT,IT-62,Rome,2202.4848,44.805600000000005,medium,6,1309.750129564988,continental
OLB,Olbia Costa Smeralda Airport,Olbia Costa Smeralda,medium_airport,40.898701,9.51763,37.0,Europe,IT,IT-88,Olbia (SS),2745.0288,45.110400000000006,medium,6,1322.3417576016504,continental
OSD,Åre Östersund Airport,Åre Östersund,medium_airport,63.194400787354,14.50030040741,1233.0,Europe,SE,SE-Z,Östersund,2499.9696,45.110400000000006,medium,6,1328.2316388725487,continental
LEN,León Airport,León,medium_airport,42.589001,-5.65556,3006.0,Europe,ES,ES-CL,León,2100.072,45.110400000000006,medium,6,1343.173533681456,continental
SDL,Sundsvall-Härnösand Airport,Sundsvall-Härnösand,medium_airport,62.5280990600586,17.4438991546631,16.0,Europe,SE,SE-Y,Sundsvall/ Härnösand,2090.0136,45.110400000000006,medium,6,1351.070161709542,continental
OMR,Oradea International Airport,Oradea,medium_airport,47.0252990722656,21.9025001525879,465.0,Europe,RO,RO-BH,Oradea,2100.072,45.110400000000006,medium,6,1354.8699028142596,continental
ARW,Arad International Airport,Arad,medium_airport,46.1766014099121,21.261999130249,352.0,Europe,RO,RO-AR,Arad,2000.0976,45.110400000000006,medium,6,1367.4586552262958,continental
SUJ,Satu Mare Airport,Satu Mare,medium_airport,47.7033004760742,22.8857002258301,405.0,Europe,RO,RO-SM,Satu Mare,2487.168,45.110400000000006,medium,6,1380.4383855272104,continental
MAH,Menorca Airport,Menorca,medium_airport,39.862598,4.21865,302.0,Europe,ES,ES-IB,Mahón (Maó),2549.9568,45.110400000000006,medium,6,1391.4792800084683,continental
TKU,Turku Airport,Turku,medium_airport,60.514099,22.2628,161.0,Europe,FI,FI-19,Turku,2499.9696,60.0456,medium,6,1392.13994732133,continental
CDT,Castellón-Costa Azahar Airport,Castellón-Costa Azahar,medium_airport,40.213889,0.073333,1182.0,Europe,ES,ES-VC,Castellón de la Plana,2699.9184,44.805600000000005,medium,6,1400.6693955471003,continental
KRF,Kramfors-Sollefteå Höga Kusten Airport,Kramfors-Sollefteå Höga Kusten,medium_airport,63.048599,17.7689,34.0,Europe,SE,SE-Y,Nyland,2001.0120000000002,45.110400000000006,medium,6,1406.5704032821877,continental
LCG,A Coruña Airport,A Coruña,medium_airport,43.302101,-8.37726,326.0,Europe,ES,ES-GA,Culleredo,2187.8544,45.110400000000006,medium,6,1409.5830576495996,continental
BAY,Maramureș International Airport,Maramureș,medium_airport,47.660598,23.467252,605.0,Europe,RO,RO-MM,Baia Mare,2150.0592,45.110400000000006,medium,6,1420.9295925796478,continental
POR,Pori Airport,Pori,medium_airport,61.4617,21.799999,44.0,Europe,FI,FI-17,Pori,2350.9224,60.0456,medium,6,1432.2121093524806,continental
OER,Örnsköldsvik Airport,Örnsköldsvik,medium_airport,63.4082984924316,18.9899997711182,354.0,Europe,SE,SE-Y,Örnsköldsvik,2013.8136000000002,45.110400000000006,medium,6,1476.2776386428272,continental
CLJ,Cluj Avram Iancu International Airport,Cluj Avram Iancu,medium_airport,46.787425,23.684292,1039.0,Europe,RO,RO-CJ,Cluj-Napoca,2040.0264000000002,45.110400000000006,medium,6,1483.7574786249918,continental
SLM,Salamanca Airport,Salamanca,medium_airport,40.952099,-5.50199,2595.0,Europe,ES,ES-CL,Salamanca,2513.076,45.110400000000006,medium,6,1493.9427423095726,continental
TMP,Tampere-Pirkkala Airport,Tampere-Pirkkala,medium_airport,61.414101,23.604401,390.0,Europe,FI,FI-11,Tampere / Pirkkala,2699.9184,45.110400000000006,medium,6,1507.4523811068373,continental
VGO,Vigo Airport,Vigo,medium_airport,42.2318,-8.62677,856.0,Europe,ES,ES-GA,Vigo,2399.9952000000003,45.110400000000006,medium,6,1515.3945639019785,continental
TGM,Transilvania Târgu Mureş International Airport,Transilvania Târgu Mureş,medium_airport,46.467700958252,24.4125003814697,963.0,Europe,RO,RO-MS,Târgu Mureş,2000.0976,29.8704,medium,6,1549.7526485689637,continental
UME,Umeå Airport,Umeå,medium_airport,63.791801452637,20.282800674438,24.0,Europe,SE,SE-AC,Umeå,2301.5448,45.110400000000006,medium,6,1550.488948083866,continental
SJY,Seinäjoki Airport,Seinäjoki,medium_airport,62.692101,22.8323,302.0,Europe,FI,FI-03,Seinäjoki / Ilmajoki,2000.0976,45.110400000000006,medium,6,1559.075516899157,continental
LYC,Lycksele Airport,Lycksele,medium_airport,64.548302,18.7162,705.0,Europe,SE,SE-AC,Lycksele,2000.7072,29.8704,medium,6,1567.133257202033,continental
SBZ,Sibiu International Airport,Sibiu,medium_airport,45.785841,24.086666,1496.0,Europe,RO,RO-SB,Sibiu,2630.1192,45.110400000000006,medium,6,1570.572096593159,continental
SQO,Storuman Airport,Storuman,medium_airport,64.960899,17.6966,915.0,Europe,SE,SE-AC,Storuman,2282.952,39.9288,medium,6,1576.8271906236364,continental
SCV,Suceava Stefan cel Mare Airport,Suceava Stefan cel Mare,medium_airport,47.6875,26.3540992736816,1375.0,Europe,RO,RO-SV,Suceava,2459.7360000000003,45.110400000000006,medium,6,1611.0886302142887,continental
BDS,Brindisi Airport,Brindisi,large_airport,40.6576,17.947001,47.0,Europe,IT,IT-75,Brindisi,1795.8816000000002,45.110400000000006,small,6,1635.3294815603476,continental
SFT,Skellefteå Airport,Skellefteå,medium_airport,64.6248016357422,21.0769004821777,157.0,Europe,SE,SE-AC,Skellefteå,2520.0864,45.110400000000006,medium,6,1645.0394691987262,continental
KOK,Kokkola-Pietarsaari Airport,Kokkola-Pietarsaari,medium_airport,63.721199,23.143101,84.0,Europe,FI,FI-07,Kokkola / Kruunupyy,2499.9696,60.0456,medium,6,1645.0421923530819,continental
CRA,Craiova International Airport,Craiova,medium_airport,44.3181,23.888599,626.0,Europe,RO,RO-DJ,Craiova,2500.2744000000002,45.110400000000006,medium,6,1656.582234585806,continental
JYV,Jyväskylä Airport,Jyväskylä,medium_airport,62.399502,25.678301,459.0,Europe,FI,FI-08,Jyväskylän Maalaiskunta,2600.8584,60.0456,medium,6,1658.219270589724,continental
GHV,Brașov-Ghimbav International Airport,Brașov-Ghimbav,medium_airport,45.70558,25.522871,1740.0,Europe,RO,RO-BV,Brașov (Ghimbav),2820.0096000000003,45.110400000000006,medium,6,1667.7211136823703,continental
AJR,Arvidsjaur Airport,Arvidsjaur,medium_airport,65.5903015136719,19.2819004058838,1245.0,Europe,SE,SE-BD,Arvidsjaur,2499.6648,45.110400000000006,medium,6,1676.289479252962,continental
RMU,Región de Murcia International Airport,Región de Murcia,medium_airport,37.803,-1.125,644.0,Europe,ES,ES-MC,Corvera,2999.8416,44.805600000000005,medium,6,1685.791260446577,continental
LPP,Lappeenranta Airport,Lappeenranta,medium_airport,61.044601,28.144743,349.0,Europe,FI,FI-02,Lappeenranta,2499.9696,60.0456,medium,6,1701.0316110693195,continental
BCM,Bacău Airport,Bacău,medium_airport,46.521900177002,26.9102993011475,607.0,Europe,RO,RO-BC,Bacău,2500.2744000000002,79.8576,medium,6,1710.127823025905,continental
TPS,Vincenzo Florio Airport Trapani-Birgi,Vincenzo Florio Trapani-Birgi,medium_airport,37.9114,12.488,25.0,Europe,IT,IT-82,Trapani (TP),2698.0896000000002,45.110400000000006,medium,6,1711.6948805969835,continental
IAS,Iaşi Airport,Iaşi,medium_airport,47.180278,27.620833,411.0,Europe,RO,RO-IS,Iaşi,2399.9952000000003,45.110400000000006,medium,6,1721.6315913551393,continental
VRK,Varkaus Airport,Varkaus,medium_airport,62.171101,27.868601,286.0,Europe,FI,FI-04,Varkaus / Joroinen,2000.0976,45.110400000000006,medium,6,1743.0502107999073,continental
BJZ,Badajoz Airport,Badajoz,medium_airport,38.8913,-6.82133,609.0,Europe,ES,ES-EX,Badajoz,2849.88,60.0456,medium,6,1749.1119045701928,continental
CRV,Crotone Airport,Crotone,medium_airport,38.9972,17.0802,522.0,Europe,IT,IT-78,Crotone,2000.0976,45.110400000000006,medium,6,1756.8274867082478,continental
SVL,Savonlinna Airport,Savonlinna,medium_airport,61.9431,28.945101,311.0,Europe,FI,FI-04,Savonlinna,2300.0208000000002,45.110400000000006,medium,6,1781.5924479300347,continental
OUL,Oulu Airport,Oulu,medium_airport,64.930099,25.354601,47.0,Europe,FI,FI-14,Oulu / Oulunsalo,2500.884,60.0456,medium,6,1813.6599961786526,continental
GRX,F.G.L. Airport Granada-Jaén Airport,F.G.L. Granada-Jaén,medium_airport,37.188702,-3.77736,1860.0,Europe,ES,ES-AN,Granada,2899.8672,45.110400000000006,medium,6,1818.4924184643462,continental
CFU,Corfu Ioannis Kapodistrias International Airport,Corfu Ioannis Kapodistrias,medium_airport,39.601898,19.911699,6.0,Europe,GR,GR-F,Kerkyra (Corfu),2375.0016,45.110400000000006,medium,6,1825.3732945321206,continental
JOE,Joensuu Airport,Joensuu,medium_airport,62.662899,29.6075,398.0,Europe,FI,FI-13,Joensuu / Liperi,2499.9696,52.1208,medium,6,1847.710048996163,continental
KEM,Kemi-Tornio Airport,Kemi-Tornio,medium_airport,65.778701782227,24.582099914551,61.0,Europe,FI,FI-10,Kemi / Tornio,2503.0176,47.8536,medium,6,1850.75841491714,continental
KAJ,Kajaani Airport,Kajaani,medium_airport,64.2855,27.6924,483.0,Europe,FI,FI-05,Kajaani,2499.0552000000002,47.8536,medium,6,1858.2339942965943,continental
IOA,Ioannina King Pyrrhus National Airport,Ioannina King Pyrrhus National,medium_airport,39.6964,20.8225,1558.0,Europe,GR,GR-D,Ioannina,2399.9952000000003,45.110400000000006,medium,6,1861.238623137602,continental
CIY,Comiso Airport,Comiso,medium_airport,36.994601,14.607182,623.0,Europe,IT,IT-82,Comiso,2459.7360000000003,45.110400000000006,medium,6,1869.7393689482985,continental
PDV,Plovdiv International Airport,Plovdiv,medium_airport,42.067799,24.8508,597.0,Europe,BG,BG-16,Plovdiv,2499.9696,45.110400000000006,medium,6,1881.8166574166328,continental
EVE,"Harstad/Narvik Airport, Evenes","Harstad/Narvik, Evenes",medium_airport,68.491302490234,16.678100585938,84.0,Europe,NO,NO-18,Evenes,2815.1328000000003,45.110400000000006,medium,6,1897.9386239528474,continental
KRN,Kiruna Airport,Kiruna,medium_airport,67.821998596191,20.336799621582,1508.0,Europe,SE,SE-BD,Kiruna,2502.1032,45.110400000000006,medium,6,1907.075654965314,continental
PVK,Aktion National Airport,Aktion National,medium_airport,38.925499,20.765301,11.0,Europe,GR,GR-D,Aktio-Vonitsa,2870.9112,45.110400000000006,medium,6,1928.8301541428511,continental
XRY,Jerez Airport,Jerez,medium_airport,36.744598,-6.06011,93.0,Europe,ES,ES-AN,Jerez de la Frontera,2300.0208000000002,45.110400000000006,medium,6,1937.2812933519417,continental
BDU,Bardufoss Airport,Bardufoss,medium_airport,69.055801391602,18.540399551392,252.0,Europe,NO,NO-54,Målselv,2442.972,45.110400000000006,medium,6,1987.5921246876326,continental
EFL,Kefallinia Airport,Kefallinia,medium_airport,38.1200981140137,20.5004997253418,59.0,Europe,GR,GR-F,Kefallinia Island,2435.9616,45.110400000000006,medium,6,1991.21932438362,continental
VOL,Nea Anchialos National Airport,Nea Anchialos National,medium_airport,39.219601,22.7943,83.0,Europe,GR,GR-E,Nea Anchialos,2759.0496000000003,45.110400000000006,medium,6,2004.4726521733908,intercontinental
KTT,Kittilä Airport,Kittilä,medium_airport,67.700996398926,24.846799850464,644.0,Europe,FI,FI-10,Kittilä,2499.9696,45.110400000000006,medium,6,2012.73826846801,intercontinental
KAO,Kuusamo Airport,Kuusamo,medium_airport,65.987602,29.239401,866.0,Europe,FI,FI-14,Kuusamo,2499.9696,45.110400000000006,medium,6,2027.2120609575252,intercontinental
ENF,Enontekio Airport,Enontekio,medium_airport,68.362602233887,23.424299240112,1005.0,Europe,FI,FI-10,Enontekio,2001.0120000000002,45.110400000000006,medium,6,2030.7970961780418,intercontinental
AXD,Alexandroupoli Democritus Airport,Alexandroupoli Democritus,medium_airport,40.8559,25.956301,24.0,Europe,GR,GR-A,Alexandroupolis,2581.9608000000003,45.110400000000006,medium,6,2042.2963178345008,intercontinental
ZTH,Zakynthos International Airport Dionysios Solomos,Zakynthos Dionysios Solomos,medium_airport,37.7509,20.8843,12.0,Europe,GR,GR-F,Zakynthos,2228.088,45.110400000000006,medium,6,2043.898948361806,intercontinental
LXS,Limnos Airport,Limnos,small_airport,39.917098999,25.2362995148,14.0,Europe,GR,GR-K,Limnos Island,3015.996,45.110400000000006,large,6,2077.4801225855185,intercontinental
SKU,Skiros Airport,Skiros,small_airport,38.9676017761,24.4871997833,44.0,Europe,GR,GR-H,Skiros Island,3001.9752000000003,29.8704,large,6,2116.6767293191374,intercontinental
IVL,Ivalo Airport,Ivalo,medium_airport,68.607299804688,27.405300140381,481.0,Europe,FI,FI-10,Ivalo,2499.0552000000002,45.110400000000006,medium,6,2158.6725363141345,intercontinental
KLX,Kalamata Airport,Kalamata,medium_airport,37.0682983398438,22.0254993438721,26.0,Europe,GR,GR-J,Kalamata,2702.9664000000002,45.110400000000006,medium,6,2162.035399548276,intercontinental
ALF,Alta Airport,Alta,medium_airport,69.976097106934,23.371700286865,9.0,Europe,NO,NO-54,Alta,2183.8920000000003,44.805600000000005,medium,6,2173.3036371292874,intercontinental
LKL,"Lakselv Airport, Banak","Lakselv, Banak",medium_airport,70.068802,24.973499,25.0,Europe,NO,NO-54,Lakselv,2788.0056,45.110400000000006,medium,6,2217.867079061726,intercontinental
MJT,Mytilene International Airport,Mytilene,medium_airport,39.057272,26.598887,60.0,Europe,GR,GR-K,Mytilene,2406.0912000000003,45.110400000000006,medium,6,2226.505963075992,intercontinental
SAW,Istanbul Sabiha Gökçen International Airport,Istanbul Sabiha Gökçen,large_airport,40.898602,29.3092,312.0,Asia,TR,TR-34,"Pendik, Istanbul",3000.1464,45.110400000000006,large,6,2240.5885290493525,intercontinental
KKN,"Kirkenes Airport, Høybuktmoen","Kirkenes, Høybuktmoen",medium_airport,69.7258,29.8913,283.0,Europe,NO,NO-54,Kirkenes,2115.0072,45.110400000000006,medium,6,2315.915716559844,intercontinental
ADB,Adnan Menderes International Airport,Adnan Menderes,large_airport,38.2924,27.157,412.0,Asia,TR,TR-35,Gaziemir,3240.0240000000003,44.805600000000005,large,6,2322.535082525914,intercontinental
SMI,Samos Airport,Samos,medium_airport,37.689999,26.911699,19.0,Europe,GR,GR-K,Samos Island,2043.9888,45.110400000000006,medium,6,2360.225203745605,intercontinental
JTR,Santorini Airport,Santorini,medium_airport,36.3992004394531,25.4792995452881,127.0,Europe,GR,GR-L,Santorini Island,2125.0656,29.8704,medium,6,2396.834667797797,intercontinental
BJV,Milas Bodrum International Airport,Milas Bodrum,large_airport,37.250599,27.664301,21.0,Asia,TR,TR-48,Bodrum,3000.1464,45.110400000000006,large,6,2440.06737047512,intercontinental
KGS,Kos Airport,Kos,medium_airport,36.7933006286621,27.0916996002197,412.0,Europe,GR,GR-L,Kos Island,2389.9368,45.110400000000006,medium,6,2448.1140472574853,intercontinental
ESB,Esenboğa International Airport,Esenboğa,large_airport,40.1281013489,32.995098114,3125.0,Asia,TR,TR-06,Ankara,3749.9544,45.110400000000006,large,6,2528.482101629838,intercontinental
JSH,Sitia Airport,Sitia,medium_airport,35.2160987854004,26.1012992858887,376.0,Europe,GR,GR-M,Crete Island,2073.8592000000003,45.110400000000006,medium,6,2536.655909687521,intercontinental
AOK,Karpathos Airport,Karpathos,medium_airport,35.421398,27.146,66.0,Europe,GR,GR-L,Karpathos Island,2399.0808,29.8704,medium,6,2572.9109114423995,intercontinental
AYT,Antalya International Airport,Antalya,large_airport,36.898701,30.800501,177.0,Asia,TR,TR-07,Antalya,3400.0440000000003,45.110400000000006,large,6,2649.845025655124,intercontinental
LYR,"Svalbard Airport, Longyear","Svalbard, Longyear",medium_airport,78.246101379395,15.465600013733,88.0,Europe,NO,NO-21,Longyearbyen,2318.9184,45.110400000000006,medium,6,2908.1651576419845,intercontinental
FUE,Fuerteventura Airport,Fuerteventura,large_airport,28.4527,-13.8638,85.0,Africa,ES,ES-CN,El Matorral,3535.0704,45.110400000000006,large,6,3077.2066483660055,intercontinental
LPA,Gran Canaria Airport,Gran Canaria,large_airport,27.9319,-15.3866,78.0,Africa,ES,ES-CN,Gran Canaria Island,3100.1208,45.110400000000006,large,6,3193.8972516078748,intercontinental
TFS,Tenerife Sur Airport,Tenerife Sur,large_airport,28.0445,-16.5725,209.0,Africa,ES,ES-CN,Tenerife,3200.0952,45.110400000000006,large,6,3235.1462080911274,intercontinental
CAI,Cairo International Airport,Cairo,large_airport,30.111534,31.396694,322.0,Africa,EG,EG-C,Cairo,3998.976,60.0456,large,6,3284.3861657676916,intercontinental
SSH,Sharm El Sheikh International Airport,Sharm El Sheikh,large_airport,27.977272,34.394717,191.0,Africa,EG,EG-JS,Sharm El Sheikh,3080.9184,45.110400000000006,large,6,3643.4111353891076,intercontinental
HRG,Hurghada International Airport,Hurghada,large_airport,27.176776,33.796692,32.0,Africa,EG,EG-BA,Hurghada,4014.5208000000002,45.110400000000006,large,6,3685.6272992471477,intercontinental
YQX,Gander International Airport / CFB Gander,Gander / CFB Gander,medium_airport,48.936258,-54.567719,496.0,,CA,CA-NL,Gander,3108.96,60.96,large,6,4090.6896552211015,intercontinental
YYR,Goose Bay Airport,Goose Bay,medium_airport,53.3191986084,-60.4258003235,160.0,,CA,CA-NL,Goose Bay,3366.8208,63.7032,large,6,4232.1268541810305,intercontinental
YQM,Greater Moncton Roméo LeBlanc International Airport,Greater Moncton Roméo LeBlanc,medium_airport,46.112202,-64.678596,232.0,,CA,CA-NB,Moncton,3048.3048000000003,60.96,large,6,4900.995699934628,intercontinental
YBG,CFB Bagotville / Saguenay-Bagotville Airport,CFB Bagotville / Saguenay-Bagotville,medium_airport,48.331908,-70.992909,522.0,,CA,CA-QC,La Baie,3048.0,45.72,large,6,5151.687522568836,intercontinental
RKT,Ras Al Khaimah International Airport,Ras Al Khaimah,medium_airport,25.6135005950928,55.9388008117676,102.0,Asia,AE,AE-RK,Ras Al Khaimah,3760.0128,45.110400000000006,large,6,5168.453484018114,intercontinental
FJR,Fujairah International Airport,Fujairah,medium_airport,25.1122,56.324001,152.0,Asia,AE,AE-FU,Fujairah,3050.1336,45.110400000000006,large,6,5235.941713361756,intercontinental
BGR,Bangor International Airport,Bangor,medium_airport,44.8074,-68.828102,192.0,,US,US-ME,Bangor,3486.9120000000003,60.96,large,6,5248.274471767077,intercontinental
AAN,Al Ain International Airport,Al Ain,medium_airport,24.2616996765137,55.6091995239258,869.0,Asia,AE,AE-AZ,Al Ain,3999.8904,45.110400000000006,large,6,5261.283666046855,intercontinental
YQB,Quebec Jean Lesage International Airport,Quebec Jean Lesage,large_airport,46.7911,-71.393303,244.0,,CA,CA-QC,Quebec,2743.2000000000003,45.72,medium,6,5276.082935229274,intercontinental
PWM,Portland International Jetport,Portland Jetport,large_airport,43.646198,-70.309303,76.0,,US,US-ME,Portland,2194.56,45.72,medium,6,5420.568897311537,intercontinental
PSM,Portsmouth International at Pease Airport,Portsmouth at Pease,medium_airport,43.0778999329,-70.8233032227,100.0,,US,US-NH,Portsmouth,3450.6408,45.72,large,6,5492.436086952634,intercontinental
PBG,Plattsburgh International Airport,Plattsburgh,medium_airport,44.6509017944336,-73.4681015014648,234.0,,US,US-NY,Plattsburgh,3583.8384,60.96,large,6,5548.681535156197,intercontinental
BOS,Logan International Airport,Logan,large_airport,42.3643,-71.005203,20.0,,US,US-MA,Boston,2396.0328,45.72,medium,6,5553.9693617064195,intercontinental
YVO,Val-d'Or Airport,Val-d'Or,medium_airport,48.0532989502,-77.7827987671,1107.0,,CA,CA-QC,Val-d'Or,3048.0,45.72,large,6,5574.803118416025,intercontinental
PVD,Theodore Francis Green State Airport,Theodore Francis Green State,large_airport,41.725038,-71.425668,55.0,,US,US-RI,Warwick,2651.76,45.72,medium,6,5626.018941660589,intercontinental
YYB,North Bay Jack Garland Airport,North Bay Jack Garland,medium_airport,46.363602,-79.422798,1215.0,,CA,CA-ON,North Bay,3048.0,60.96,large,6,5789.0241467167725,intercontinental
SWF,New York Stewart International Airport,New York Stewart,medium_airport,41.504101,-74.104797,491.0,,US,US-NY,Newburgh,3602.1264,45.72,large,6,5811.81562058417,intercontinental
LGA,La Guardia Airport,La Guardia,large_airport,40.777199,-73.872597,21.0,,US,US-NY,New York,2133.6,45.72,medium,6,5850.040728717823,intercontinental
URC,Ürümqi Diwopu International Airport,Ürümqi Diwopu,large_airport,43.9071006774902,87.4741973876953,2125.0,Asia,CN,CN-65,Ürümqi,3599.9928,45.110400000000006,large,6,5859.13687080578,intercontinental
BUF,Buffalo Niagara International Airport,Buffalo Niagara,large_airport,42.94049835,-78.73220062,728.0,,US,US-NY,Buffalo,2469.4896000000003,45.72,medium,6,5994.581717768845,intercontinental
MDT,Harrisburg International Airport,Harrisburg,medium_airport,40.193501,-76.763397,310.0,,US,US-PA,Harrisburg,3048.3048000000003,60.96,large,6,6075.866289945265,intercontinental
DCA,Ronald Reagan Washington National Airport,Ronald Reagan Washington National,large_airport,38.8521,-77.037697,15.0,,US,US-DC,Washington,2185.1112000000003,45.72,medium,6,6194.120785823334,intercontinental
MQT,Marquette/Sawyer International Airport,Marquette/Sawyer,medium_airport,46.3536,-87.395401,1221.0,,US,US-MI,Gwinn,3770.376,45.72,large,6,6250.2545555254155,intercontinental
PIT,Pittsburgh International Airport,Pittsburgh,large_airport,40.49150085,-80.23290253,1203.0,,US,US-PA,Pittsburgh,2958.9984,45.72,medium,6,6269.77901990388,intercontinental
CLE,Cleveland Hopkins International Airport,Cleveland Hopkins,large_airport,41.411701,-81.8498,791.0,,US,US-OH,Cleveland,2162.8608,45.72,medium,6,6299.026163078646,intercontinental
RIC,Richmond International Airport,Richmond,large_airport,37.505199432373,-77.3197021484375,167.0,,US,US-VA,Richmond,2013.8136000000002,45.72,medium,6,6314.821782192149,intercontinental
DTW,Detroit Metropolitan Wayne County Airport,Detroit Metropolitan Wayne County,large_airport,42.2123985290527,-83.353401184082,645.0,,US,US-MI,Detroit,2591.1048,60.96,medium,6,6328.953276657304,intercontinental
TOL,Eugene F. Kranz Toledo Express Airport,Eugene F. Kranz Toledo Express,medium_airport,41.5868,-83.8078,683.0,,US,US-OH,Toledo,3230.88,45.72,large,6,6404.104923805805,intercontinental
CMH,John Glenn Columbus International Airport,John Glenn Columbus,large_airport,39.998001,-82.891899,815.0,,US,US-OH,Columbus,2438.4,45.72,medium,6,6471.065881992835,intercontinental
LCK,Rickenbacker International Airport,Rickenbacker,medium_airport,39.813801,-82.927803,744.0,,US,US-OH,Columbus,3638.3976000000002,45.72,large,6,6487.532524083247,intercontinental
FWA,Fort Wayne International Airport,Fort Wayne,medium_airport,40.9785,-85.195099,814.0,,US,US-IN,Fort Wayne,3657.6000000000004,45.72,large,6,6534.440729230406,intercontinental
MKE,General Mitchell International Airport,General Mitchell,large_airport,42.9472007751465,-87.896598815918,723.0,,US,US-WI,Milwaukee,2953.512,60.96,medium,6,6540.4560548086565,intercontinental
DAY,James M Cox Dayton International Airport,James M Cox Dayton,medium_airport,39.902401,-84.219398,1009.0,,US,US-OH,Dayton,3322.32,45.72,large,6,6559.420965945771,intercontinental
ORD,Chicago O'Hare International Airport,Chicago O'Hare,large_airport,41.9786,-87.9048,672.0,,US,US-IL,Chicago,2286.0,45.72,medium,6,6616.74750355493,intercontinental
CLT,Charlotte Douglas International Airport,Charlotte Douglas,large_airport,35.2140007019043,-80.9430999755859,748.0,,US,US-NC,Charlotte,2286.6096000000002,45.72,medium,6,6724.639414433686,intercontinental
SDF,Louisville Muhammad Ali International Airport,Louisville Muhammad Ali,large_airport,38.1744,-85.736,501.0,,US,US-KY,Louisville,2209.8,45.72,medium,6,6788.025407446483,intercontinental
GSP,Greenville Spartanburg International Airport,Greenville Spartanburg,medium_airport,34.895699,-82.218903,964.0,,US,US-SC,Greer,3352.8,45.72,large,6,6830.970310861612,intercontinental
