iata_code,name,standard_name,type,latitude_deg,longitude_deg,elevation_ft,continent_name,iso_country,iso_region,municipality,runway_length_m,runway_width_m,runway_capacity,hub_priority_score,distance_from_ams_km,strategic_distance
EIN,Eindhoven Airport,Eindhoven,large_airport,51.4500999451,5.37452983856,74.0,Europe,NL,NL-NB,Eindhoven,3000.1464,45.110400000000006,large,8,107.00281259604537,regional
LUX,Luxembourg-Findel International Airport,Luxembourg-Findel,large_airport,49.6233333,6.2044444,1234.0,Europe,LU,LU-L,Luxembourg,4002.0240000000003,45.110400000000006,large,8,318.41514744294324,regional
STN,London Stansted Airport,London Stansted,large_airport,51.884998,0.235,348.0,Europe,GB,GB-ENG,London,3048.9144,46.0248,large,8,323.1627256805366,regional
FRA,Frankfurt Airport,Frankfurt,large_airport,50.036521,8.561268,364.0,Europe,DE,DE-HE,Frankfurt am Main,3999.8904,60.0456,large,8,363.3829080705203,regional
HAM,Hamburg Helmut Schmidt Airport,Hamburg Helmut Schmidt,large_airport,53.630402,9.98823,53.0,Europe,DE,DE-HH,Hamburg,3250.0824000000002,45.72,large,8,367.9628567534633,regional
LHR,London Heathrow Airport,London Heathrow,large_airport,51.4706,-0.461941,83.0,Europe,GB,GB-ENG,London,3901.1352,49.9872,large,8,381.18935273136555,regional
CDG,Charles de Gaulle International Airport,Charles de Gaulle,large_airport,49.012798,2.55,392.0,Europe,FR,FR-IDF,Paris,4215.0792,45.110400000000006,large,8,408.18027533115725,regional
BHX,Birmingham International Airport,Birmingham,large_airport,52.453899,-1.74803,327.0,Europe,GB,GB-ENG,Birmingham,3051.9624000000003,45.110400000000006,large,8,451.1467352394729,regional
BLL,Billund Airport,Billund,large_airport,55.740496,9.160452,247.0,Europe,DK,DK-83,Billund,3100.4256,45.110400000000006,large,8,466.5593172458192,regional
MAN,Manchester Airport,Manchester,large_airport,53.349375,-2.279521,257.0,Europe,GB,GB-ENG,Manchester,3048.0,45.110400000000006,large,8,494.26251756719705,regional
STR,Stuttgart Airport,Stuttgart,large_airport,48.689899,9.22196,1276.0,Europe,DE,DE-BW,Stuttgart,3344.8752,45.110400000000006,large,8,510.0853066741097,continental
LEJ,Leipzig/Halle Airport,Leipzig/Halle,large_airport,51.420657,12.232705,465.0,Europe,DE,DE-SN,Schkeuditz,3599.9928,45.110400000000006,large,8,513.5548708050744,continental
BER,Berlin Brandenburg Airport,Berlin Brandenburg,large_airport,52.362247,13.500672,157.0,Europe,DE,DE-BR,Berlin,3599.9928,45.110400000000006,large,8,583.3550891360493,continental
CPH,Copenhagen Kastrup Airport,Copenhagen Kastrup,large_airport,55.617900848389,12.656000137329,17.0,Europe,DK,DK-84,Copenhagen,3599.9928,45.110400000000006,large,8,621.8472814360058,continental
MUC,Munich Airport,Munich,large_airport,48.353802,11.7861,1487.0,Europe,DE,DE-BY,Munich,3999.8904,60.0456,large,8,660.9319222086473,continental
GVA,Geneva Cointrin International Airport,Geneva Cointrin,large_airport,46.238098,6.10895,1411.0,Europe,CH,CH-GE,Geneva,3899.916,49.9872,large,8,687.1183049633123,continental
GOT,Gothenburg-Landvetter Airport,Gothenburg-Landvetter,large_airport,57.662799835205,12.279800415039,506.0,Europe,SE,SE-Q,Gothenburg,3298.8504000000003,45.110400000000006,large,8,752.6480032592237,continental
DUB,Dublin Airport,Dublin,large_airport,53.428713,-6.262121,242.0,Europe,IE,IE-D,Dublin,3109.8744,45.110400000000006,large,8,757.4163371522595,continental
MXP,Milan Malpensa International Airport,Milan Malpensa,large_airport,45.6306,8.72811,768.0,Europe,IT,IT-25,Ferno (VA),3920.0328000000004,60.0456,large,8,799.0881806992616,continental
TRN,Turin Airport,Turin,large_airport,45.200802,7.64963,989.0,Europe,IT,IT-21,Caselle Torinese (TO),3300.0696000000003,60.0456,large,8,821.7464871236876,continental
VRN,Verona Villafranca Valerio Catullo Airport,Verona Villafranca Valerio Catullo,large_airport,45.394955,10.887303,239.0,Europe,IT,IT-34,Caselle (VR),3067.5072,45.110400000000006,large,8,889.5393259162589,continental
BOD,Bordeaux-Mérignac Airport,Bordeaux-Mérignac,large_airport,44.8283,-0.715556,162.0,Europe,FR,FR-NAQ,Bordeaux/Mérignac,3100.1208,45.110400000000006,large,8,933.9725934004048,continental
SNN,Shannon Airport,Shannon,large_airport,52.702,-8.92482,46.0,Europe,IE,IE-CE,Shannon,3198.876,45.110400000000006,large,8,934.6538874398213,continental
OSL,"Oslo Airport, Gardermoen","Oslo, Gardermoen",large_airport,60.193901,11.1004,681.0,Europe,NO,NO-30,Oslo,3599.9928,45.110400000000006,large,8,949.6086086163439,continental
VIE,Vienna International Airport,Vienna,large_airport,48.110298,16.5697,600.0,Europe,AT,AT-9,Vienna,3500.0184000000004,45.110400000000006,large,8,953.57919307154,continental
LJU,Ljubljana Jože Pučnik Airport,Ljubljana Jože Pučnik,large_airport,46.223701,14.4576,1273.0,Europe,SI,SI-012,Zgornji Brnik,3300.0696000000003,45.110400000000006,large,8,971.4471383814906,continental
MRS,Marseille Provence Airport,Marseille Provence,large_airport,43.438088,5.2125,74.0,Europe,FR,FR-PAC,Marseille,3500.0184000000004,45.110400000000006,large,8,993.1800141111322,continental
TLS,Toulouse-Blagnac Airport,Toulouse-Blagnac,large_airport,43.629101,1.36382,499.0,Europe,FR,FR-OCC,Toulouse/Blagnac,3000.1464,45.110400000000006,large,8,1006.4293441751386,continental
ZAG,Zagreb Airport,Zagreb,large_airport,45.742901,16.0688,353.0,Europe,HR,HR-21,Zagreb,3251.9112,45.110400000000006,large,8,1095.2827267557664,continental
ARN,Stockholm-Arlanda Airport,Stockholm-Arlanda,large_airport,59.651901245117,17.918600082397,137.0,Europe,SE,SE-AB,Stockholm,3300.9840000000004,45.110400000000006,large,8,1141.0353230237697,continental
BUD,Budapest Liszt Ferenc International Airport,Budapest Liszt Ferenc,large_airport,47.43018,19.262393,495.0,Europe,HU,HU-BU,Budapest,3706.9776,45.110400000000006,large,8,1162.921117349795,continental
FCO,Rome–Fiumicino Leonardo da Vinci International Airport,Rome–Fiumicino Leonardo da Vinci,large_airport,41.804532,12.251998,13.0,Europe,IT,IT-62,Rome,3306.7752,44.805600000000005,large,8,1298.0507420748852,continental
RIX,Riga International Airport,Riga,large_airport,56.923599,23.9711,36.0,Europe,LV,LV-062,Riga,3200.0952,45.110400000000006,large,8,1321.7057800756602,continental
PMI,Palma de Mallorca Airport,Palma de Mallorca,large_airport,39.551701,2.73881,27.0,Europe,ES,ES-IB,Palma de Mallorca,3269.8944,45.110400000000006,large,8,1434.685921987548,continental
SCQ,Santiago-Rosalía de Castro Airport,Santiago-Rosalía de Castro,large_airport,42.896301,-8.41514,1213.0,Europe,ES,ES-GA,Santiago de Compostela,3200.0952,45.110400000000006,large,8,1446.4942562465217,continental
TLL,Lennart Meri Tallinn Airport,Lennart Meri Tallinn,large_airport,59.4132995605,24.8327999115,131.0,Europe,EE,EE-37,Tallinn,3479.9016,45.110400000000006,large,8,1460.37435009575,continental
MAD,Adolfo Suárez Madrid–Barajas Airport,Adolfo Suárez Madrid–Barajas,large_airport,40.471926,-3.56264,1998.0,Europe,ES,ES-MD,Madrid,3500.0184000000004,60.0456,large,8,1471.0234061712451,continental
HEL,Helsinki Vantaa Airport,Helsinki Vantaa,large_airport,60.3172,24.963301,179.0,Europe,FI,FI-18,Helsinki,3059.8872,60.0456,large,8,1509.8839163265998,continental
BRI,Bari Karol Wojtyła Airport,Bari Karol Wojtyła,large_airport,41.138901,16.760599,193.0,Europe,IT,IT-75,Bari,3000.1464,45.110400000000006,large,8,1536.8192791875372,continental
OPO,Francisco de Sá Carneiro Airport,Francisco de Sá Carneiro,large_airport,41.2481002808,-8.68138980865,228.0,Europe,PT,PT-13,Porto,3479.9016,45.110400000000006,large,8,1606.3465753995008,continental
SOF,Sofia Airport,Sofia,large_airport,42.696357,23.417671,1742.0,Europe,BG,BG-22,Sofia,3599.9928,44.805600000000005,large,8,1748.768078943832,continental
OTP,Bucharest Henri Coandă International Airport,Bucharest Henri Coandă,large_airport,44.572127,26.103396,314.0,Europe,RO,RO-IF,Otopeni,3500.3232000000003,45.110400000000006,large,8,1777.6874324818816,continental
LIS,Humberto Delgado Airport (Lisbon Portela Airport),Humberto Delgado (Lisbon Portela),large_airport,38.7813,-9.13592,374.0,Europe,PT,PT-11,Lisbon,3706.9776,45.110400000000006,large,8,1857.5000769740986,continental
SKG,Thessaloniki Macedonia International Airport,Thessaloniki Macedonia,large_airport,40.51928,22.970009,22.0,Europe,GR,GR-B,Thessaloniki,3439.9728,49.9872,large,8,1901.0341875033507,continental
BOJ,Burgas Airport,Burgas,large_airport,42.5695991516113,27.5151996612549,135.0,Europe,BG,BG-02,Burgas,3200.0952,45.110400000000006,large,8,2005.764032406624,intercontinental
IST,İstanbul Airport,İstanbul,large_airport,41.261297,28.741951,325.0,Europe,TR,TR-34,"Arnavutköy, Istanbul",3749.9544,44.805600000000005,large,8,2178.299524348537,intercontinental
ATH,Athens Eleftherios Venizelos International Airport,Athens Eleftherios Venizelos,large_airport,37.936401,23.9445,308.0,Europe,GR,GR-I,Spata-Artemida,3799.9416,45.110400000000006,large,8,2178.6072731518752,intercontinental
AMS,Amsterdam Airport Schiphol,Amsterdam Schiphol,large_airport,52.308601,4.76389,-11.0,Europe,NL,NL-NH,Amsterdam,2019.9096000000002,45.110400000000006,medium,7,11.56638559559053,regional
BRU,Brussels Airport,Brussels,large_airport,50.901402,4.48444,175.0,Europe,BE,BE-BRU,Zaventem,2987.04,49.9872,medium,7,165.5856753344714,regional
DUS,Düsseldorf Airport,Düsseldorf,large_airport,51.289501,6.76678,147.0,Europe,DE,DE-NW,Düsseldorf,2699.9184,45.110400000000006,medium,7,175.36334614681058,regional
OST,Oostende-Brugge International Airport,Oostende-Brugge,medium_airport,51.1998,2.874673,13.0,Europe,BE,BE-VWV,Oostende,3200.0952,45.110400000000006,large,7,190.64457901215687,regional
CRL,Brussels South Charleroi Airport,Brussels South Charleroi,medium_airport,50.460982,4.457158,614.0,Europe,BE,BE-WHT,Charleroi,3055.0104,45.110400000000006,large,7,214.25889084197226,regional
CGN,Cologne Bonn Airport,Cologne Bonn,large_airport,50.865898,7.14274,302.0,Europe,DE,DE-NW,Köln (Cologne),2458.8216,45.110400000000006,medium,7,227.5140456783911,regional
HHN,Frankfurt-Hahn Airport,Frankfurt-Hahn,medium_airport,49.9487,7.26389,1649.0,Europe,DE,DE-RP,Frankfurt am Main (Lautzenhausen),3799.9416,45.110400000000006,large,7,315.28120287731906,regional
LTN,London Luton Airport,London Luton,large_airport,51.874699,-0.368333,526.0,Europe,GB,GB-ENG,"Luton, Bedfordshire",2161.9464000000003,45.72,medium,7,364.0286834674987,regional
LGW,London Gatwick Airport,London Gatwick,large_airport,51.148771,-0.192089,202.0,Europe,GB,GB-ENG,"Gatwick, Surrey",2560.9296,45.110400000000006,medium,7,375.92851520833716,regional
XCR,Châlons-Vatry Airport,Châlons-Vatry,medium_airport,48.77333,4.20611,587.0,Europe,FR,FR-GES,Bussy-Lettrée,3859.9872,45.110400000000006,large,7,402.68766009448296,regional
ORY,Paris-Orly Airport,Paris-Orly,large_airport,48.72333,2.37944,291.0,Europe,FR,FR-IDF,Paris,2399.9952000000003,60.0456,medium,7,442.6847786641978,regional
NUE,Nuremberg Airport,Nuremberg,large_airport,49.498699,11.078056,1046.0,Europe,DE,DE-BY,Nuremberg,2699.9184,45.110400000000006,medium,7,537.2454441838419,continental
ZRH,Zürich Airport,Zürich,large_airport,47.458056,8.548056,1417.0,Europe,CH,CH-ZH,Zurich,2499.9696,60.0456,medium,7,604.8749977895422,continental
EDI,Edinburgh Airport,Edinburgh,large_airport,55.950145,-3.372288,135.0,Europe,GB,GB-SCT,Edinburgh,2556.0528,45.72,medium,7,669.4023469240998,continental
PRG,Václav Havel Airport Prague,Václav Havel Prague,large_airport,50.103514,14.256992,1247.0,Europe,CZ,CZ-PR,Prague,2119.884,60.0456,medium,7,697.5005017315793,continental
GLA,Glasgow International Airport,Glasgow,large_airport,55.871899,-4.43306,26.0,Europe,GB,GB-SCT,"Paisley, Renfrewshire",2664.8664000000003,46.0248,medium,7,721.6663230599786,continental
SVG,"Stavanger Airport, Sola","Stavanger, Sola",large_airport,58.876701,5.63778,29.0,Europe,NO,NO-11,Stavanger,2449.068,45.110400000000006,medium,7,725.2317388253798,continental
LYS,Lyon Saint-Exupéry Airport,Lyon Saint-Exupéry,large_airport,45.725556,5.081111,821.0,Europe,FR,FR-ARA,Lyon,2670.0480000000002,45.110400000000006,medium,7,738.6736321767556,continental
BFS,Belfast International Airport,Belfast,large_airport,54.6575012207,-6.21582984924,268.0,Europe,GB,GB-NIR,Belfast,2780.0808,45.110400000000006,medium,7,777.1038464765737,continental
GNB,Grenoble-Isère Airport,Grenoble-Isère,medium_airport,45.3629,5.32937,1302.0,Europe,FR,FR-ARA,Saint-Étienne-de-Saint-Geoirs,3050.1336,45.110400000000006,large,7,779.5042272266747,continental
BGY,Milan Bergamo Airport / Antonio Locatelli Air Base,Milan Bergamo / Antonio Locatelli Air Base,large_airport,45.670725,9.709223,782.0,Europe,IT,IT-25,Orio al Serio (BG),2873.9592000000002,45.110400000000006,medium,7,822.532712453995,continental
BGO,"Bergen Airport, Flesland","Bergen, Flesland",large_airport,60.2934,5.21814,170.0,Europe,NO,NO-46,Bergen,2990.088,45.110400000000006,medium,7,881.5187220386182,continental
GDN,Gdańsk Lech Wałęsa Airport,Gdańsk Lech Wałęsa,large_airport,54.377602,18.4662,489.0,Europe,PL,PL-PM,Gdańsk,2799.8928,44.805600000000005,medium,7,925.4503627682958,continental
VCE,Venice Marco Polo Airport,Venice Marco Polo,large_airport,45.505299,12.3519,7.0,Europe,IT,IT-34,Venezia (VE),2780.0808,45.110400000000006,medium,7,936.0609139762131,continental
TRS,Trieste–Friuli Venezia Giulia Airport,Trieste–Friuli Venezia Giulia,medium_airport,45.827499,13.4722,39.0,Europe,IT,IT-36,Ronchi dei Legionari (GO),3000.1464,45.110400000000006,large,7,956.8091895358766,continental
OSR,Ostrava Leos Janáček Airport,Ostrava Leos Janáček,medium_airport,49.696301,18.111099,844.0,Europe,CZ,CZ-MO,Mošnov,3500.3232000000003,63.0936,large,7,968.5204779589405,continental
NCE,Nice-Côte d'Azur Airport,Nice-Côte d'Azur,large_airport,43.658401,7.21587,12.0,Europe,FR,FR-PAC,Nice,2627.9856,45.110400000000006,medium,7,983.4302917654055,continental
ORB,Örebro Airport,Örebro,medium_airport,59.2237014770508,15.0380001068115,188.0,Europe,SE,SE-T,Örebro,3269.8944,45.110400000000006,large,7,989.0151718530944,continental
BLQ,Bologna Guglielmo Marconi Airport,Bologna Guglielmo Marconi,large_airport,44.5354,11.2887,123.0,Europe,IT,IT-45,Bologna,2802.9408000000003,45.110400000000006,medium,7,989.1359399112823,continental
BTS,M. R. Štefánik Airport,M. R. Štefánik,large_airport,48.1702,17.2127,436.0,Europe,SK,SK-BL,Bratislava,2900.172,60.0456,medium,7,989.7385994073583,continental
KTW,Katowice Wojciech Korfanty International Airport,Katowice Wojciech Korfanty,medium_airport,50.476015,19.080705,995.0,Europe,PL,PL-SL,Ożarowice,3200.0952,44.805600000000005,large,7,1003.4942543677615,continental
PSA,Pisa International Airport,Pisa,large_airport,43.683899,10.3927,6.0,Europe,IT,IT-52,Pisa,2791.9680000000003,42.976800000000004,medium,7,1047.559125825444,continental
KRK,Kraków John Paul II International Airport,Kraków John Paul II,large_airport,50.077702,19.7848,791.0,Europe,PL,PL-MA,Balice,2549.9568,59.7408,medium,7,1065.027202436221,continental
LDE,Tarbes-Lourdes-Pyrénées Airport,Tarbes-Lourdes-Pyrénées,medium_airport,43.1786994934082,-0.006438999902457,1260.0,Europe,FR,FR-OCC,Tarbes/Lourdes/Pyrénées,3000.1464,45.110400000000006,large,7,1085.0203991308692,continental
WAW,Warsaw Chopin Airport,Warsaw Chopin,large_airport,52.1656990051,20.9671001434,362.0,Europe,PL,PL-MZ,Warsaw,2799.8928,49.9872,medium,7,1091.0689804452131,continental
VIT,Vitoria Airport,Vitoria,medium_airport,42.882801,-2.72447,1682.0,Europe,ES,ES-PV,Alava,3500.0184000000004,45.110400000000006,large,7,1198.1042804776257,continental
KSC,Košice Airport,Košice,medium_airport,48.6631011962891,21.2411003112793,755.0,Europe,SK,SK-KI,Košice,3100.1208,45.110400000000006,large,7,1223.1390603072864,continental
BCN,Josep Tarradellas Barcelona-El Prat Airport,Josep Tarradellas Barcelona-El Prat,large_airport,41.2971,2.07846,12.0,Europe,ES,ES-CT,Barcelona,2528.0112,44.805600000000005,medium,7,1249.3536848167273,continental
ZAZ,Zaragoza Airport,Zaragoza,medium_airport,41.666199,-1.04155,863.0,Europe,ES,ES-AR,Zaragoza,3000.1464,45.110400000000006,large,7,1271.3760252097698,continental
TRD,"Trondheim Airport, Værnes","Trondheim, Værnes",large_airport,63.457802,10.924,56.0,Europe,NO,NO-50,Trondheim,2759.0496000000003,45.110400000000006,medium,7,1282.0526227338544,continental
KUN,Kaunas International Airport,Kaunas,medium_airport,54.9639015197754,24.0848007202148,256.0,Europe,LT,LT-KU,Kaunas,3150.108,45.110400000000006,large,7,1291.794833025645,continental
AHO,Alghero-Fertilia Airport,Alghero-Fertilia,medium_airport,40.632099,8.29077,87.0,Europe,IT,IT-88,Alghero,3000.1464,45.110400000000006,large,7,1330.038615921238,continental
VNO,Vilnius International Airport,Vilnius,large_airport,54.634102,25.285801,648.0,Europe,LT,LT-VL,Vilnius,2514.9048000000003,49.9872,medium,7,1366.3109271071392,continental
VLL,Valladolid Airport,Valladolid,medium_airport,41.7061,-4.85194,2776.0,Europe,ES,ES-CL,Valladolid,3000.1464,60.0456,large,7,1394.37636523676,continental
TSR,Timişoara Traian Vuia Airport,Timişoara Traian Vuia,medium_airport,45.8098983764648,21.3379001617432,348.0,Europe,RO,RO-TM,Timişoara,3500.0184000000004,45.110400000000006,large,7,1396.5717005369625,continental
NAP,Naples International Airport,Naples,large_airport,40.886002,14.2908,294.0,Europe,IT,IT-72,Napoli,2627.9856,45.110400000000006,medium,7,1461.3769416278578,continental
DBV,Dubrovnik Ruđer Bošković Airport,Dubrovnik Ruđer Bošković,medium_airport,42.562247,18.265543,527.0,Europe,HR,HR-19,Čilipi,3229.9656,45.110400000000006,large,7,1477.7924942051293,continental
CAG,Cagliari Elmas Airport,Cagliari Elmas,large_airport,39.251499,9.05428,13.0,Europe,IT,IT-88,Cagliari,2802.9408000000003,45.110400000000006,medium,7,1492.8547253896902,continental
IBZ,Ibiza Airport,Ibiza,large_airport,38.872898,1.37312,24.0,Europe,ES,ES-IB,Ibiza (Eivissa),2799.8928,45.110400000000006,medium,7,1524.9847919245967,continental
ALC,Alicante-Elche Miguel Hernández Airport,Alicante-Elche Miguel Hernández,large_airport,38.2822,-0.558156,142.0,Europe,ES,ES-VC,Alicante,2999.8416,45.110400000000006,medium,7,1622.2205775884547,continental
PMO,Falcone–Borsellino Airport,Falcone–Borsellino,large_airport,38.175999,13.091,65.0,Europe,IT,IT-82,Palermo,2073.8592000000003,45.110400000000006,medium,7,1700.5061276214608,continental
SUF,Lamezia Terme Airport,Lamezia Terme,medium_airport,38.905399,16.2423,39.0,Europe,IT,IT-78,Lamezia Terme (CZ),3016.9104,45.110400000000006,large,7,1732.5559051600728,continental
BOO,Bodø Airport,Bodø,medium_airport,67.269203,14.3653,42.0,Europe,NO,NO-18,Bodø,3394.2528,45.110400000000006,large,7,1734.7134038908282,continental
LLA,Luleå Airport,Luleå,medium_airport,65.5438,22.122,65.0,Europe,SE,SE-BD,Luleå,3349.752,45.110400000000006,large,7,1753.8963864924838,continental
BBU,Bucharest Băneasa Aurel Vlaicu International Airport,Bucharest Băneasa Aurel Vlaicu,medium_airport,44.503201,26.1021,297.0,Europe,RO,RO-B,Bucharest,3200.0952,45.110400000000006,large,7,1782.1969229677563,continental
LEI,Almería Airport,Almería,medium_airport,36.843899,-2.3701,70.0,Europe,ES,ES-AN,Almería,3200.0952,45.110400000000006,large,7,1817.4251984339576,continental
CTA,Catania-Fontanarossa Airport,Catania-Fontanarossa,large_airport,37.466801,15.0664,39.0,Europe,IT,IT-82,Catania,2435.0472,45.110400000000006,medium,7,1835.841578006388,continental
SVQ,Sevilla Airport,Sevilla,medium_airport,37.417999,-5.89311,112.0,Europe,ES,ES-AN,Sevilla,3361.944,45.110400000000006,large,7,1862.5940230998349,continental
AGP,Málaga-Costa del Sol Airport,Málaga-Costa del Sol,large_airport,36.6749,-4.49911,53.0,Europe,ES,ES-AN,Málaga,2749.9056,45.110400000000006,medium,7,1893.7728599681323,continental
CND,Mihail Kogălniceanu International Airport,Mihail Kogălniceanu,medium_airport,44.3622016906738,28.4883003234863,353.0,Europe,RO,RO-CT,Constanţa,3500.0184000000004,45.110400000000006,large,7,1944.3071321357866,continental
RVN,Rovaniemi Airport,Rovaniemi,medium_airport,66.564796447754,25.830400466919,642.0,Europe,FI,FI-10,Rovaniemi,3001.9752000000003,60.0456,large,7,1951.7751208352245,continental
KVA,Kavala Alexander the Great International Airport,Kavala Alexander the Great,medium_airport,40.9133,24.6192,18.0,Europe,GR,GR-A,Kavala,3000.4512,45.110400000000006,large,7,1960.2998912996768,continental
VAR,Varna Airport,Varna,large_airport,43.232101,27.8251,230.0,Europe,BG,BG-03,Varna,2517.0384,45.110400000000006,medium,7,1978.0065101868688,continental
FAO,Faro Airport,Faro,large_airport,37.0144004822,-7.96590995789,24.0,Europe,PT,PT-08,Faro,2489.9112,45.110400000000006,medium,7,1980.6373264034378,continental
MLA,Malta International Airport,Malta,large_airport,35.857498,14.4775,300.0,Europe,MT,MT-25,Valletta,2377.1352,45.110400000000006,medium,7,1984.5075342845453,continental
GPA,Patras Araxos Agamemnon Airport,Patras Araxos Agamemnon,medium_airport,38.1511,21.4256,46.0,Europe,GR,GR-G,Patras,3352.4952000000003,21.336000000000002,large,7,2032.332789920314,intercontinental
TOS,"Tromsø Airport, Langnes","Tromsø, Langnes",large_airport,69.683296,18.9189,31.0,Europe,NO,NO-54,Tromsø,2392.0704,45.110400000000006,medium,7,2056.202827431984,intercontinental
TEQ,Tekirdağ Çorlu Airport,Tekirdağ Çorlu,medium_airport,41.1381988525391,27.9190998077393,574.0,Europe,TR,TR-59,Çorlu,3000.4512,45.110400000000006,large,7,2137.346242225798,intercontinental
ISL,İstanbul Atatürk Airport,İstanbul Atatürk,large_airport,40.971913,28.823714,163.0,Europe,TR,TR-34,"Bakırköy, Istanbul",2599.944,60.0456,medium,7,2205.212403828513,intercontinental
CHQ,Chania International Airport,Chania,medium_airport,35.5317,24.1497,490.0,Europe,GR,GR-M,Souda,3347.3136,45.110400000000006,large,7,2408.8564626622156,intercontinental
HER,Heraklion International Nikos Kazantzakis Airport,Heraklion Nikos Kazantzakis,large_airport,35.339699,25.1803,115.0,Europe,GR,GR-M,Heraklion,2682.2400000000002,45.110400000000006,medium,7,2478.172304071054,intercontinental
RHO,Diagoras Airport,Diagoras,medium_airport,36.405399,28.086201,17.0,Europe,GR,GR-L,Rhodes,3305.8608000000004,45.110400000000006,large,7,2536.8642417391543,intercontinental
FNC,Madeira International Airport Cristiano Ronaldo,Madeira Cristiano Ronaldo,large_airport,32.697899,-16.7745,192.0,Europe,PT,PT-30,Funchal,2776.728,45.110400000000006,medium,7,2794.9430696380764,intercontinental
PDL,João Paulo II Airport,João Paulo II,large_airport,37.7411994934,-25.6979007721,259.0,Europe,PT,PT-20,Ponta Delgada,2496.9216,45.110400000000006,medium,7,2868.459172741755,intercontinental
TER,Lajes Airport,Lajes,medium_airport,38.761799,-27.090799,180.0,Europe,PT,PT-20,Praia da Vitória,3313.1760000000004,60.0456,large,7,2879.138449681029,intercontinental
YHZ,Halifax / Stanfield International Airport,Halifax / Stanfield,large_airport,44.8807983398,-63.5085983276,477.0,,CA,CA-NS,Halifax,3200.4,60.96,large,7,4904.8187642732155,intercontinental
DXB,Dubai International Airport,Dubai,large_airport,25.2527999878,55.3643989563,62.0,Asia,AE,AE-DU,Dubai,4351.02,60.0456,large,7,5161.220677890838,intercontinental
SHJ,Sharjah International Airport,Sharjah,large_airport,25.3285999298096,55.5172004699707,111.0,Asia,AE,AE-SH,Sharjah,4059.936,60.0456,large,7,5164.814494148232,intercontinental
DWC,Al Maktoum International Airport,Al Maktoum,large_airport,24.896356,55.161389,114.0,Asia,AE,AE-DU,Jebel Ali,4500.0672,60.0456,large,7,5178.143197360391,intercontinental
AUH,Abu Dhabi International Airport,Abu Dhabi,large_airport,24.443764,54.651718,88.0,Asia,AE,AE-AZ,Abu Dhabi,4099.8648,60.0456,large,7,5183.4900285271915,intercontinental
YUL,Montreal / Pierre Elliott Trudeau International Airport,Montreal / Pierre Elliott Trudeau,large_airport,45.4706,-73.740799,118.0,,CA,CA-QC,Montréal,3352.8,60.96,large,7,5508.935600484821,intercontinental
JFK,John F Kennedy International Airport,John F Kennedy,large_airport,40.639447,-73.779317,13.0,,US,US-NY,New York,3681.6792,60.96,large,7,5854.186817224995,intercontinental
EWR,Newark Liberty International Airport,Newark Liberty,large_airport,40.692501,-74.168701,18.0,,US,US-NJ,Newark,3352.8,45.72,large,7,5875.025153056233,intercontinental
YYZ,Toronto Lester B. Pearson International Airport,Toronto Lester B. Pearson,large_airport,43.6772,-79.6306,569.0,,CA,CA-ON,Toronto,3389.376,60.96,large,7,5995.171286937162,intercontinental
IAD,Washington Dulles International Airport,Washington Dulles,large_airport,38.9445,-77.455803,312.0,,US,US-VA,Dulles,3505.5048,45.72,large,7,6213.577828089512,intercontinental
RDU,Raleigh Durham International Airport,Raleigh Durham,large_airport,35.877602,-78.787498,435.0,,US,US-NC,Raleigh/Durham,3048.0,45.72,large,7,6534.840651188457,intercontinental
CVG,Cincinnati Northern Kentucky International Airport,Cincinnati Northern Kentucky,large_airport,39.048801,-84.667801,896.0,,US,US-KY,Cincinnati / Covington,3657.6000000000004,45.72,large,7,6653.628796473688,intercontinental
MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,Minneapolis–Saint Paul / Wold–Chamberlain Field,large_airport,44.882,-93.221802,841.0,,US,US-MN,Minneapolis,3354.6288,45.72,large,7,6688.74014744603,intercontinental
IND,Indianapolis International Airport,Indianapolis,large_airport,39.7173,-86.294403,797.0,,US,US-IN,Indianapolis,3413.76,45.72,large,7,6699.404070848282,intercontinental
YEG,Edmonton International Airport,Edmonton,large_airport,53.3097,-113.580002,2373.0,,CA,CA-AB,Edmonton,3352.8,60.96,large,7,6954.682175186523,intercontinental
JAX,Jacksonville International Airport,Jacksonville,large_airport,30.4941005706787,-81.6878967285156,30.0,,US,US-FL,Jacksonville,3048.0,45.72,large,7,7153.442836954865,intercontinental
ANC,Ted Stevens Anchorage International Airport,Ted Stevens Anchorage,large_airport,61.1744,-149.996002,152.0,,US,US-AK,Anchorage,3230.88,45.72,large,7,7195.276139279524,intercontinental
MCI,Kansas City International Airport,Kansas City,large_airport,39.2976,-94.713898,1026.0,,US,US-MO,Kansas City,3292.1448,45.72,large,7,7227.5927055075845,intercontinental
PBI,Palm Beach International Airport,Palm Beach,large_airport,26.6832008361816,-80.0955963134766,19.0,,US,US-FL,West Palm Beach,3050.4384,45.72,large,7,7363.644670398623,intercontinental
RSW,Southwest Florida International Airport,Southwest Florida,large_airport,26.5361995697021,-81.7552032470703,30.0,,US,US-FL,Fort Myers,3657.6000000000004,45.72,large,7,7485.225456322043,intercontinental
YVR,Vancouver International Airport,Vancouver,large_airport,49.193901062,-123.183998108,14.0,,CA,CA-BC,Vancouver,3029.712,60.96,large,7,7707.022934960111,intercontinental
