iata_code,month,monthly_flights
DE_EDDF_IT_LIRP,2024-02,11333388
DE_EDDF_IT_LIRP,2024-03,603030484922452604484922452604690434643440
DE_EDDF_IT_LIRQ,2024-01,1316665105785382519610578538251961453372217312
DE_EDDF_IT_LIRQ,2024-02,1447272113895508588111389550858811637581578218
DE_EDDF_IT_LIRQ,2024-03,1658283153497018833115349701883311859891659433
DE_EDDF_JO_OJAI,2024-01,924646106266542408410626654240841497374987475
DE_EDDF_JO_OJAI,2024-02,8041399712497647369712497647361244263876055
DE_EDDF_JO_OJAI,2024-03,1195960128465828701812846582870181731385488765
DE_EDDF_JP_RJAA,2024-01,6231316275338728886275338728881209060456045
DE_EDDF_JP_RJAA,2024-02,5628286170281433566170281433561092054605460
DE_EDDF_JP_RJAA,2024-03,6231319236411251249236411251241209060456045
DE_EDDF_JP_RJTT,2024-01,1798990330121746615546333641781815546469922331423678
DE_EDDF_JP_RJTT,2024-02,1688484346531650318150346531650318150438692193421935
DE_EDDF_JP_RJTT,2024-03,1809090403871807622311403871807622311470712352223549
DE_EDDF_KE_HKJK,2024-01,603030137937705608813793770560881597379877986
DE_EDDF_KE_HKJK,2024-02,512526124506497595312450649759531370467146990
DE_EDDF_KE_HKJK,2024-03,552827116876689499811862668951731463074577173
DE_EDDF_KE_HKMO,2024-01,60303016269806882019487470047871770788678840
DE_EDDF_KE_HKMO,2024-02,55282715094783972558455453039251617982347945
DE_EDDF_KE_HKMO,2024-03,64313316058860474549452514143111890891759733
DE_EDDF_KR_RKSI,2024-01,1809090425102392618584425102392618584569402847028470
DE_EDDF_KR_RKSI,2024-02,1597980361541579020364365031613920364496412459025051
DE_EDDF_KR_RKSI,2024-03,1728686446412079423847446412079423847538282691426914
DE_EDDF_KW_OKKK,2024-01,723636127017318538310953644445091688884448444
DE_EDDF_KW_OKKK,2024-02,7035359806492848788272415641161400369897014
DE_EDDF_KW_OKKK,2024-03,6432328836388149557505320543001355867916767
DE_EDDF_KZ_UAAA,2024-01,20119373323521381456827081860510028052295
DE_EDDF_KZ_UAAA,2024-02,311417424621072139438221482234752536183907
DE_EDDF_KZ_UAAA,2024-03,241311468025432137579230402752612033152805
DE_EDDF_KZ_UACC,2024-01,7034368701464840537866429235741304462676777
DE_EDDF_KZ_UACC,2024-02,452322488825332355475224922260785739383919
DE_EDDF_KZ_UACC,2024-03,6834349459473247278347423541121236060626298
DE_EDDF_LB_OLBA,2024-01,924646103246055426910324605542691467973387341
DE_EDDF_LB_OLBA,2024-02,8040408408404643628408404643621167658395837
DE_EDDF_LB_OLBA,2024-03,8643439143397451699143397451691250862496259
DE_EDDF_LT_EYVI,2024-01,693534108735723515010873572351501311165606551
DE_EDDF_LT_EYVI,2024-02,854243147057160754514705716075451680683108496
DE_EDDF_LT_EYVI,2024-03,111565518416869197251841686919725212211063310588
DE_EDDF_LU_ELLX,2024-01,1658382110715298577311071529857731599679588038
DE_EDDF_LU_ELLX,2024-02,21911210715001775972421500177597242212501078510465
DE_EDDF_LU_ELLX,2024-03,26113113017075883382421707588338242245291219912330
DE_EDDF_LV_EVRA,2024-01,136676916185883673491618588367349215421057810964
DE_EDDF_LV_EVRA,2024-02,134686618049911289371804991128937213111082610485
DE_EDDF_LV_EVRA,2024-03,1618081212831000411279212831000411279253701273212638
DE_EDDF_MA_GMMN,2024-01,8744439525585236739525585236731377869886790
DE_EDDF_MA_GMMN,2024-02,7939408831423745948831423745941169057685922
DE_EDDF_MA_GMMN,2024-03,884444106265010561610626501056161400370086995
DE_EDDF_MD_LUKK,2024-01,271314411024361674411024361674542126602761
DE_EDDF_MD_LUKK,2024-02,241212325417611493325417611493417620882088
DE_EDDF_MD_LUKK,2024-03,261313407520712004407520712004500025002500
DE_EDDF_MK_LWSK,2024-01,6733347135435727787135435727781098354265557
DE_EDDF_MK_LWSK,2024-02,6331326348299433546269299432751007549365139
DE_EDDF_MK_LWSK,2024-03,6734337288309541937288309541931039652075189
DE_EDDF_MN_ZMCK,2024-01,281414499626902306499626902306793639683968
DE_EDDF_MN_ZMCK,2024-02,241212404419502094404419502094660833043304
DE_EDDF_MN_ZMCK,2024-03,261313455420162538455420162538759237963796
DE_EDDF_MT_LMML,2024-01,783939108735576529710873557652971377668896887
DE_EDDF_MT_LMML,2024-02,874443135436342720113543634272011526376397624
DE_EDDF_MT_LMML,2024-03,1025052169707775919516970777591951860891339475
DE_EDDF_MU_FIMP,2024-01,572928143557553680214355755368021721787508467
DE_EDDF_MU_FIMP,2024-02,542826142447259698514361725971021633384647869
DE_EDDF_MU_FIMP,2024-03,633132161678167800016167816780001885192849567
DE_EDDF_MV_VRMM,2024-01,512427137476737701014009699970101541772708147
DE_EDDF_MV_VRMM,2024-02,472423125306390614012530639061401423372576976
DE_EDDF_MV_VRMM,2024-03,532726144607576688414460757668841598481487836
DE_EDDF_MX_MMMX,2024-01,59302919189957996101950895799929214771092010557
DE_EDDF_MX_MMMX,2024-02,502525160177750826716017775082671820191009101
DE_EDDF_MX_MMMX,2024-03,56282818155938687691815593868769203851019210193
DE_EDDF_MX_MMUN,2024-01,1025151268311344913382268311344913382303781515215226
DE_EDDF_MX_MMUN,2024-02,964848247751253612239247751253612239286531432014333
DE_EDDF_MX_MMUN,2024-03,1065353286331492713706286331492713706316871585315834
DE_EDDF_NA_FYWH,2024-01,85424317933924686871728388828401241251192112204
DE_EDDF_NA_FYWH,2024-02,78393917946850794391714480289116218691093110938
DE_EDDF_NA_FYWH,2024-03,8945442097610978999820163104549709253031278212521
DE_EDDF_NG_DNAA,2024-01,4422229342522141211122056105610
DE_EDDF_NG_DNAA,2024-02,1679298414451539408017852295
DE_EDDF_NG_DNAA,2024-03,27198513238351297690948452064
DE_EDDF_NG_DNMM,2024-01,45222310388590144879792569640961228961386151
DE_EDDF_NG_DNMM,2024-02,251312490131371764494130601881708436273457
DE_EDDF_NG_DNMM,2024-03,281315567829022776571429852729776436274137
DE_EDDF_NL_EHAM,2024-01,606302304478682411423754478682411423754737623670937053
DE_EDDF_NL_EHAM,2024-02,591300291433162169121625433092169121618737723717736595
DE_EDDF_NL_EHAM,2024-03,656330326503932409326300502532409326160807924069540097
DE_EDDF_NO_ENBR,2024-01,844242101255188493710125518849371275263946358
DE_EDDF_NO_ENBR,2024-02,794039101775352482510177535248251230462036101
DE_EDDF_NO_ENBR,2024-03,954748116785828585011678582858501438971217268
DE_EDDF_NO_ENGM,2024-01,228115113317931668815105314411633615105390291970519324
DE_EDDF_NO_ENGM,2024-02,247122125355111821917292355111821917292422892106921220
DE_EDDF_NO_ENGM,2024-03,251125126363381867417664365341887017664429052134021565
DE_EDDF_NO_ENZV,2024-01,693435679634153381679634153381962547434882
DE_EDDF_NO_ENZV,2024-02,7739388705471339928705471339921131657245592
DE_EDDF_NO_ENZV,2024-03,8341429816485449629816485449621204959536096
DE_EDDF_OM_OOMS,2024-01,5628289118525938599118525938591287664386438
DE_EDDF_OM_OOMS,2024-02,4422227882391739657882391739651003250165016
DE_EDDF_OM_OOMS,2024-03,442222661136782933661136782933996849844984
DE_EDDF_PL_EPGD,2024-01,1095455800444603544800444603544927645834693
DE_EDDF_PL_EPGD,2024-02,1055451767638073869767638073869866544454220
DE_EDDF_PL_EPGD,2024-03,10753549110436447469110436447461030551545151
DE_EDDF_PL_EPKK,2024-01,220110110270011592611075270011592611075357911791417877
DE_EDDF_PL_EPKK,2024-02,1959798278521412813724278521412813724338681687616992
DE_EDDF_PL_EPKK,2024-03,206103103278531410213751278531410213751337441688216862
DE_EDDF_PL_EPKT,2024-01,11356578176456336138176456336131244262566186
DE_EDDF_PL_EPKT,2024-02,10251517988381841707988381841701142157655656
DE_EDDF_PL_EPKT,2024-03,11257557608360040087608360040081201461375877
DE_EDDF_PL_EPPO,2024-01,15175769730517845529730517845521281363676446
DE_EDDF_PL_EPPO,2024-02,1527775104745332514210474533251421286764636404
DE_EDDF_PL_EPPO,2024-03,1457273101134833528010113483352801228061106170
DE_EDDF_PL_EPWA,2024-01,365182183387682216616602387682216616602520972621025887
DE_EDDF_PL_EPWA,2024-02,353178175371291874218387371281874218386491152462224493
DE_EDDF_PL_EPWA,2024-03,368185183380201830019720380191830019719498672504124826
DE_EDDF_PL_EPWR,2024-01,1376869107125871484110712587148411375368096944
DE_EDDF_PL_EPWR,2024-02,1588078120276141588612027614158861610781977910
DE_EDDF_PL_EPWR,2024-03,1648282125486098645012548609864501681483908424
DE_EDDF_PT_LPFR,2024-01,20128283818071031215211211031307218761196
DE_EDDF_PT_LPFR,2024-02,311714485123662485414618732273543728162621
DE_EDDF_PT_LPFR,2024-03,633231100804731534910080473153491107255295543
DE_EDDF_PT_LPMA,2024-01,532726831443793935831443793935954848684680
DE_EDDF_PT_LPMA,2024-02,482424793940003939793940003939898344934490
DE_EDDF_PT_LPMA,2024-03,542826949649674529992549674958998252064776
DE_EDDF_PT_LPPR,2024-01,12462622016911317885220169113178852241761210712069
DE_EDDF_PT_LPPR,2024-02,1467373245131184712666245131184712666277231385613867
DE_EDDF_PT_LPPR,2024-03,1658283314711521916252314711521916252328861634916537
DE_EDDF_PT_LPPT,2024-01,313157156419292326718662419292326718662549082761427294
DE_EDDF_PT_LPPT,2024-02,301150151456222156124061456222156124061541402704027100
DE_EDDF_PT_LPPT,2024-03,344173171576372822029417576372822029417626243128931335
DE_EDDF_QA_OTBD,2024-01,1869492514522829323159511902803123159621033137030733
DE_EDDF_QA_OTBD,2024-02,1728785500342469425340500342469425340575432897828565
DE_EDDF_QA_OTBD,2024-03,1849391569353013426801569353013426801630723153631536
DE_EDDF_RO_LROP,2024-01,214107107246501432410326246501432410326351761759617580
DE_EDDF_RO_LROP,2024-02,1638182219641126010704219641126010704267721339513377
DE_EDDF_RO_LROP,2024-03,19910099263361275313583263361275313583325031630016203
DE_EDDF_RS_LYBE,2024-01,17487871937611578779819386115787808262991324613053
DE_EDDF_RS_LYBE,2024-02,175878817579916584141757991658414258501285512995
DE_EDDF_RS_LYBE,2024-03,1738687216881015711531216881015711531279051387414031
DE_EDDF_SA_OERK,2024-01,844242133146638667611612571358991726585478718
DE_EDDF_SA_OERK,2024-02,793940127086060664810745525254931599479778017
DE_EDDF_SA_OERK,2024-03,6734339690466650247878348643921387170306841
DE_EDDF_SE_ESGG,2024-01,1768789238971143412463237841143412350300791484215237
DE_EDDF_SE_ESGG,2024-02,1889494228481128711561228481128711561306991540015299
DE_EDDF_SE_ESGG,2024-03,209105104247501272212028247501272212028324501630416146
DE_EDDF_SE_ESSA,2024-01,247123124370921731419778370921731419778444612222722234
DE_EDDF_SE_ESSA,2024-02,245123122350091780017209348201780017020431992154921650
DE_EDDF_SE_ESSA,2024-03,282140142391351943719698391351943719698491362457024566
DE_EDDF_SG_WSSS,2024-01,1899495484782276625712474162276624650560562781228244
DE_EDDF_SG_WSSS,2024-02,1979998489772409624881482712409624175571492878928360
DE_EDDF_SG_WSSS,2024-03,206104102526932677325920519182677325145603173015930158
DE_EDDF_SI_LJLJ,2024-01,1045153688737343153688737343153860641994407
DE_EDDF_SI_LJLJ,2024-02,1105555788640493837788640493837919845854613
DE_EDDF_SI_LJLJ,2024-03,1115556767936044075767936044075915344954658
DE_EDDF_TH_VTBS,2024-01,1246262399211930320618399211930320618431522157621576
DE_EDDF_TH_VTBS,2024-02,1155857374771882718650374771882718650400202018419836
DE_EDDF_TH_VTBS,2024-03,1236162408752083320042408752083320042428042122821576
DE_EDDF_TN_DTTA,2024-01,125636214966887160951488988266063208201053110289
DE_EDDF_TN_DTTA,2024-02,1145757145937220737314463714073231926096149646
DE_EDDF_TN_DTTA,2024-03,1356768178637829100341760277399863232571155511702
DE_EDDF_TR_LTAC,2024-01,783939109976507449011085650745781452273517171
DE_EDDF_TR_LTAC,2024-02,6231319875468051959875468051951168258415841
DE_EDDF_TR_LTAC,2024-03,703535101774508566910177450856691312865646564
DE_EDDF_TR_LTAI,2024-01,12061591713510562657317135105626573226321149611136
DE_EDDF_TR_LTAI,2024-02,854243139106342756814067649975681601379118102
DE_EDDF_TR_LTAI,2024-03,1849391279511135116600279511135116600340091698917020
DE_EDDF_TR_LTBJ,2024-01,110555515012878062321492487806144207481037410374
DE_EDDF_TR_LTBJ,2024-02,874443132796325695413122616869541642783078120
DE_EDDF_TR_LTBJ,2024-03,112565617251746297891725174629789211351056310572
DE_EDDF_TR_LTFJ,2024-01,1829191321161740314713321161740314713386861934319343
DE_EDDF_TR_LTFJ,2024-02,1668383307341482515909307341482515909347921739617396
DE_EDDF_TR_LTFJ,2024-03,1809090335541573417820335541573417820374891874418745
DE_EDDF_TR_LTFM,2024-01,349176173574273351823909574273351823909748773761937258
DE_EDDF_TR_LTFM,2024-02,320161159565042675929745564152675929656677143398833726
DE_EDDF_TR_LTFM,2024-03,343171172607192907331646607192907331646733903674736643
DE_EDDF_TW_RCTP,2024-01,58292913168766055081316876605508207641038210382
DE_EDDF_TW_RCTP,2024-02,56282813043600670371304360067037200481002410024
DE_EDDF_TW_RCTP,2024-03,60303016894826786271689482678627214801074010740
DE_EDDF_TZ_HTZA,2024-01,633432783056
DE_EDDF_TZ_HTZA,2024-02,610532192886
DE_EDDF_TZ_HTZA,2024-03,643134632968
DE_EDDF_UK_EGBB,2024-01,1216061141836709747414183670974741951396909823
DE_EDDF_UK_EGBB,2024-02,154777714303714771561430371477156211941058310611
DE_EDDF_UK_EGBB,2024-03,180899117584946181231758494618123234241160511819
DE_EDDF_UK_EGCC,2024-01,222110112293471383115516293471383115516377481868319065
DE_EDDF_UK_EGCC,2024-02,215108107275761352714049274021335314049363771833518042
DE_EDDF_UK_EGCC,2024-03,221110111279981457913419279981457913419348111742517386
DE_EDDF_UK_EGLC,2024-01,26313213115182647687061518264768706254241269812726
DE_EDDF_UK_EGLC,2024-02,30515415116656755291041665675529104296511491714734
DE_EDDF_UK_EGLC,2024-03,3181601582020894271078120208942710781309401552415416
DE_EDDF_UK_EGLL,2024-01,8424214219167543652480239167543652480231439237216871755
DE_EDDF_UK_EGLL,2024-02,8824434398204041140409008204041140409001506197605374566
DE_EDDF_UK_EGLL,2024-03,909457452104153548014935210379954447493521548297811076719
DE_EDDF_UK_EGPF,2024-01,6733346307299233156307299233151066952745395
DE_EDDF_UK_EGPF,2024-02,7337367495357839177495357839171202360825941
DE_EDDF_UK_EGPF,2024-03,8542439775479849779775479849771398969127077
DE_EDDF_UK_EGPH,2024-01,974849115625513604911562551360491573278007932
DE_EDDF_UK_EGPH,2024-02,1125656139846849713513984684971351891395049409
DE_EDDF_UK_EGPH,2024-03,130666417389861487751738986148775221541118010974
DE_EDDF_US_KATL,2024-01,1135756216621009111571216621009111571292441473214512
DE_EDDF_US_KATL,2024-02,87444314692744972431469274497243220001112410876
DE_EDDF_US_KATL,2024-03,1135756237521149312259237521149312259290181462614392
DE_EDDF_US_KAUS,2024-01,241212460520242581460520242581658832943294
DE_EDDF_US_KAUS,2024-02,251213400418522152400418522152735035283822
DE_EDDF_US_KAUS,2024-03,251312584527813064584527813064735138233528
DE_EDDF_US_KBOS,2024-01,492425103894462592710389446259271333663986938
DE_EDDF_US_KBOS,2024-02,4321228297409242058471426642051200058626138
DE_EDDF_US_KBOS,2024-03,562828125666071649512566607164951543577187717
DE_EDDF_US_KCLT,2024-01,321616701334863527701334863527924846244624
DE_EDDF_US_KCLT,2024-02,5427279452461348399452461348391557277867786
DE_EDDF_US_KCLT,2024-03,593029132086401680713208640168071698386368347
DE_EDDF_US_KDEN,2024-01,1175958253621139813964253621139813964313251580115524
DE_EDDF_US_KDEN,2024-02,10351522154696521189421546965211894275051361313892
DE_EDDF_US_KDEN,2024-03,1125656262861246413822262861246413822299451496414981
DE_EDDF_US_KDFW,2024-01,1195960254981104214456252761104214234335371664716890
DE_EDDF_US_KDFW,2024-02,82414113805600977961380560097796228421142111421
DE_EDDF_US_KDFW,2024-03,1055352224751043812037227291043812291283671432214045
DE_EDDF_US_KDTW,2024-01,103515216695717095251669571709525270951343013665
DE_EDDF_US_KDTW,2024-02,88434511853585759961193459385996233511138211969
DE_EDDF_US_KDTW,2024-03,11357562006594681059720065946810597295871491814669
DE_EDDF_US_KEWR,2024-01,1326666343991719517204343991719517204417842089220892
DE_EDDF_US_KEWR,2024-02,1025151257981304012758257981304012758345521727617276
DE_EDDF_US_KEWR,2024-03,1105555320481524016808320481524016808373031864818655
DE_EDDF_US_KIAD,2024-01,1748787441842133422850441842133422850575522877628776
DE_EDDF_US_KIAD,2024-02,1597980351331776817365351331776817365524742605126423
DE_EDDF_US_KIAD,2024-03,1778988479952452823467479952452823467577712894028831
DE_EDDF_US_KIAH,2024-01,1125755253961238913007256181238913229298211516614655
DE_EDDF_US_KIAH,2024-02,1055253229751136911606229751136911606291731444614727
DE_EDDF_US_KIAH,2024-03,1145757276611377113890276611377113890318201586515955
DE_EDDF_US_KJFK,2024-01,250125125454522127224180440202127222748652023264632556
DE_EDDF_US_KJFK,2024-02,231116115410881863422454404571863421823633083157531733
DE_EDDF_US_KJFK,2024-03,254128126586472758431063579632758430379730053665136354
DE_EDDF_US_KLAS,2024-01,211110473823162422473823162422593031002830
DE_EDDF_US_KLAS,2024-02,1899389418172077389418172077506825342534
DE_EDDF_US_KLAS,2024-03,231112566826473021566826473021673732273510
DE_EDDF_US_KLAX,2024-01,592930191829366981619528936610162211301055610574
DE_EDDF_US_KLAX,2024-02,532726164308104832616430810483261894894839465
DE_EDDF_US_KLAX,2024-03,542727189709511945918970951194591965998319828
DE_EDDF_US_KMCO,2024-01,582929138026821698113802682169811663183258306
DE_EDDF_US_KMCO,2024-02,502525113195504581511319550458151432671637163
DE_EDDF_US_KMCO,2024-03,623131151317434769715131743476971769188368855
DE_EDDF_US_KMIA,2024-01,60303019487969897891948796989789218411092110920
DE_EDDF_US_KMIA,2024-02,522626168788299857916878829985791893094669464
DE_EDDF_US_KMIA,2024-03,61303120073977610297204271013010297218801075811122
DE_EDDF_US_KORD,2024-01,206102104474132218525228474132218525228645213197832543
DE_EDDF_US_KORD,2024-02,1587979301741508415090301741508415090527762634326433
DE_EDDF_US_KORD,2024-03,204102102528492556827281528492556827281665713314833423
DE_EDDF_US_KPHL,2024-01,351718572223533369572223533369972247264996
DE_EDDF_US_KPHL,2024-02,221111221110471164221110471164616730743093
DE_EDDF_US_KPHL,2024-03,3618185473273827355473273827351016250815081
DE_EDDF_US_KSEA,2024-01,82414117353759697571735375969757235761178711789
DE_EDDF_US_KSEA,2024-02,74373714636700076361463670007636214221069510727
DE_EDDF_US_KSEA,2024-03,8141401980496551014919804965510149234371187311564
DE_EDDF_US_KSFO,2024-01,1155758331431523317910331431523317910410482034220706
DE_EDDF_US_KSFO,2024-02,1035152261181296313155261181296313155365601809818462
DE_EDDF_US_KSFO,2024-03,974849290141423914775290141423914775342941689017404
DE_EDDF_US_KTPA,2024-01,4221219497465448439497465448431171058405870
DE_EDDF_US_KTPA,2024-02,331716709936333466709936333466938748284559
DE_EDDF_US_KTPA,2024-03,442222102795107517210534510754271239861996199
DE_EDDF_VN_VVNB,2024-01,623131149337014791914933701479191705085258525
DE_EDDF_VN_VVNB,2024-02,582929137316577715413731657771541589279467946
DE_EDDF_VN_VVNB,2024-03,633132160478179786816047817978681700784948513
DE_EDDF_VN_VVTS,2024-01,4020209188432248669188432248661096054805480
DE_EDDF_VN_VVTS,2024-02,361818822640704156822640704156986449324932
DE_EDDF_VN_VVTS,2024-03,422121103235449487410323544948741150857545754
DE_EDDF_ZA_FACT,2024-01,1045252282811397114310282811397114310304121520515207
DE_EDDF_ZA_FACT,2024-02,954748261011307213029261011307213029278431378614057
DE_EDDF_ZA_FACT,2024-03,1025151276201444913171276201444913171298471493314914
DE_EDDF_ZA_FAOR,2024-01,783939240641205012014240641205012014274471372613721
DE_EDDF_ZA_FAOR,2024-02,673334209291067410255209291067410255235541159111963
DE_EDDF_ZA_FAOR,2024-03,763838231831258010603231831258010603267021335613346
DE_EDDG_DE_EDDF,2024-01,14271716789308837016789308837011105955535506
DE_EDDG_DE_EDDF,2024-02,16280827543376237817542376237801283963656474
DE_EDDG_DE_EDDF,2024-03,15979808739422845118739422845111300764696538
DE_EDDG_DE_EDDM,2024-01,1658382121485834631412148583463141841292999113
DE_EDDG_DE_EDDM,2024-02,1999810112938614867901293861486790213631041010953
DE_EDDG_DE_EDDM,2024-03,194979715179740777721517974077772218401091910921
DE_EDDG_EG_HEGN,2024-01,2111961781819617818378189189
DE_EDDG_EG_HEGN,2024-02,844117451466011745146601495747748
DE_EDDG_EG_HEGN,2024-03,1055157269288015726928801891945946
DE_EDDG_ES_GCFV,2024-01,11111188
DE_EDDG_ES_LEAL,2024-01,1127272727150150
DE_EDDG_ES_LEAL,2024-03,211355170185355170185378189189
DE_EDDG_ES_LEPA,2024-01,191091900123966119001239661272314541269
DE_EDDG_ES_LEPA,2024-02,16791630631999163063199920589371121
DE_EDDG_ES_LEPA,2024-03,432122474319422801474319422801568328312852
DE_EDDG_TR_LTAI,2024-01,5325704779357047793945567378
DE_EDDG_TR_LTAI,2024-02,13671979710126921208511269245711341323
DE_EDDG_TR_LTAI,2024-03,834043121354013812212315419381221586076368224
DE_EDDG_XK_BKPR,2024-01,442222551436451869551436451869741537313684
DE_EDDG_XK_BKPR,2024-02,361818567728542823567728542823596929922977
DE_EDDG_XK_BKPR,2024-03,402020578924843305578924843305665933163343
DE_EDDH_AE_OMDB,2024-01,1256362415032041821085415032041821085464152321723198
DE_EDDH_AE_OMDB,2024-02,1155857412292038320846412292038320846433042183221472
DE_EDDH_AE_OMDB,2024-03,1226260442602307321187442602307321187471162394823168
DE_EDDH_AL_LATI,2024-01,6231318602488737158602488737151228661436143
DE_EDDH_AL_LATI,2024-02,482424649233963096649233963096996850044964
DE_EDDH_AL_LATI,2024-03,5628289276431849589276431849581210260526050
DE_EDDH_AT_LOWS,2024-01,8040408161409040718161409040711122356575566
DE_EDDH_AT_LOWS,2024-02,6835337054350235527054350235521056253505212
DE_EDDH_AT_LOWS,2024-03,7036347467376637017467376637011075655455211
DE_EDDH_AT_LOWW,2024-01,276139137305891609814491305891609814491412952079020505
DE_EDDH_AT_LOWW,2024-02,278141137306401552515115306401552515115433162197521341
DE_EDDH_AT_LOWW,2024-03,316164152412912061720674412912061720674539702821525755
DE_EDDH_BE_EBBR,2024-01,10252508631456240698631456240691548478867598
DE_EDDH_BE_EBBR,2024-02,10553529536488346539536488346531586880847784
DE_EDDH_BE_EBBR,2024-03,12867611441471927222144147192722219969104369533
DE_EDDH_BG_LBWN,2024-01,281414439323742019422722082019514825742574
DE_EDDH_BG_LBWN,2024-02,1688275013591391275013591391288014401440
DE_EDDH_BG_LBWN,2024-03,1899313215521580313215521580331216561656
DE_EDDH_CH_LFSB,2024-01,341816477223162456477223162456592329712952
DE_EDDH_CH_LFSB,2024-02,773839106215554506710621555450671410470497055
DE_EDDH_CH_LFSB,2024-03,864343129036563634012903656363401580979057904
DE_EDDH_CH_LSZH,2024-01,390196194394721910920363394721910920363576172877328844
DE_EDDH_CH_LSZH,2024-02,398202196389861952819458389861952819458589612979729164
DE_EDDH_CH_LSZH,2024-03,416216200479902404623944479902404623944644143327831136
DE_EDDH_DE_EDDF,2024-01,605303302740183641137607740183641137607978934931848575
DE_EDDH_DE_EDDF,2024-02,540274266696423474934893696423474934893891554528943866
DE_EDDH_DE_EDDF,2024-03,6173143038343641610418268343641610418261051825342651756
DE_EDDH_DE_EDDL,2024-01,10050508885426046258556408044761537976797700
DE_EDDH_DE_EDDL,2024-02,11155568038382342158038382342151682483828442
DE_EDDH_DE_EDDL,2024-03,10053479293457047239293457047231521879547264
DE_EDDH_DE_EDDM,2024-01,6563273298211640714414028181240792410201038495146852381
DE_EDDH_DE_EDDM,2024-02,7153603558332841600417288300041600414001153295803957290
DE_EDDH_DE_EDDM,2024-03,7303723589793249370485629793249370485621210736176559308
DE_EDDH_DE_EDDS,2024-01,215107108219951092111074219951092111074329541645616498
DE_EDDH_DE_EDDS,2024-02,249124125233831178511598233831178511598372541859218662
DE_EDDH_DE_EDDS,2024-03,236121115254501301312437254501301312437354581822317235
DE_EDDH_DK_EKCH,2024-01,210107103107365461527510736546152751831892569062
DE_EDDH_DK_EKCH,2024-02,24412412011961596759941196159675994212511076910482
DE_EDDH_DK_EKCH,2024-03,214109105138856979690613885697969061902097689252
DE_EDDH_EG_HEGN,2024-01,703733116316610502112218671255061349471626332
DE_EDDH_EG_HEGN,2024-02,653431120676025604212395602563701329869726326
DE_EDDH_EG_HEGN,2024-03,1226260225431074711796225431074711796246211251512106
DE_EDDH_EL_LGAV,2024-01,351817502726562371502726562371573028702860
DE_EDDH_EL_LGAV,2024-02,331716521126982513521126982513555228602692
DE_EDDH_EL_LGAV,2024-03,351817526126192642526126192642574030302710
DE_EDDH_EL_LGIR,2024-03,261313328211642118328211642118429021422148
DE_EDDH_EL_LGRP,2024-02,11172172172172186186
DE_EDDH_EL_LGRP,2024-03,1257202283311892022833118921869121274
DE_EDDH_EL_LGTS,2024-01,422623302321623302321680340340
DE_EDDH_EL_LGTS,2024-03,16882200963123722009631237273413661368
DE_EDDH_ES_GCFV,2024-01,924646163658438792716365843879271812190729049
DE_EDDH_ES_GCFV,2024-02,985048175768665891117576866589111940498839521
DE_EDDH_ES_GCFV,2024-03,11660562046610698976820466106989768232891208311206
DE_EDDH_ES_GCLP,2024-01,1035251180529118893418052911889341939597579638
DE_EDDH_ES_GCLP,2024-02,10553521838590759310183859075931019869100109859
DE_EDDH_ES_GCLP,2024-03,1256461219321127110661219321127110661237161213511581
DE_EDDH_ES_GCTS,2024-01,894445144647163730114338716371751689383178576
DE_EDDH_ES_GCTS,2024-02,934746154507759769115450775976911780989658844
DE_EDDH_ES_GCTS,2024-03,10454501712787618366171278761836619735101789557
DE_EDDH_ES_LEAL,2024-01,261313451823442174451823442174504225212521
DE_EDDH_ES_LEAL,2024-02,261412470924442265470924442265509827422356
DE_EDDH_ES_LEAL,2024-03,241311438422692115438422692115472825612167
DE_EDDH_ES_LEBL,2024-01,1015051155997955764415599795576441841592039212
DE_EDDH_ES_LEBL,2024-02,120625818483904894351848390489435209401077310167
DE_EDDH_ES_LEBL,2024-03,1387068230211103411987230211103411987258441309012754
DE_EDDH_ES_LEIB,2024-01,11222277
DE_EDDH_ES_LEIB,2024-02,2288881616
DE_EDDH_ES_LEIB,2024-03,21151451417116
DE_EDDH_ES_LEMD,2024-01,11558571665288907762166528890776220029100939936
DE_EDDH_ES_LEMD,2024-02,1105753167448303844116744830384411897297809192
DE_EDDH_ES_LEMD,2024-03,121645719544991796271954499179627212451106510180
DE_EDDH_ES_LEMG,2024-01,371819625032762974625032762974698834893499
DE_EDDH_ES_LEMG,2024-02,472423814839454203814839454203889845184380
DE_EDDH_ES_LEMG,2024-03,683632118095910589911809591058991256964756094
DE_EDDH_ES_LEPA,2024-01,1879592256701376811902256701376811902338331697016863
DE_EDDH_ES_LEPA,2024-02,1909694298701418515685298701418515685336151704616569
DE_EDDH_ES_LEPA,2024-03,318159159495882233027258495882233027258563212847927842
DE_EDDH_FI_EFHK,2024-01,14472727678409235867678409235861448672437243
DE_EDDH_FI_EFHK,2024-02,12261617901393839637901393839631245862296229
DE_EDDH_FI_EFHK,2024-03,1387266104245414501010424541450101459275927000
DE_EDDH_FR_LFMN,2024-01,734679407272679407272888432456
DE_EDDH_FR_LFMN,2024-02,32186286224186
DE_EDDH_FR_LFMN,2024-03,331716421118782333421118782333515526522503
DE_EDDH_FR_LFPG,2024-01,220110110266711353313138266711353313138324941622516269
DE_EDDH_FR_LFPG,2024-02,210107103250061287312133250061287312133301911538414807
DE_EDDH_FR_LFPG,2024-03,249129120316121572515887316121572515887363181883517483
