flight_number,flight_date,flight_id,airline_code,airline_name,status,origin,destination,leg_status,departure_airport_code,departure_airport_name,departure_city,departure_country,departure_latitude,departure_longitude,scheduled_departure_time,latest_departure_time,arrival_airport_code,arrival_airport_name,arrival_city,arrival_country,arrival_latitude,arrival_longitude,scheduled_arrival_time,latest_arrival_time,estimated_arrival_time,aircraft_type,aircraft_code,scheduled_duration
1015,2025-05-18,20250518+DL+1015,DL,DELTA AIR LINES INC.,ON_TIME,IAD,SEA,CANCELLED,BDL,BRADLEY INTERNATIONAL AIRPORT,HARTFORD,UNITED STATES,41.9386,-72.6833,2025-05-18T16:25:00.000-04:00,2025-05-18T16:25:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T19:00:00.000-04:00,2025-05-18T19:00:00.000-04:00,2025-05-18T19:00:00.000-04:00,BOEING 737-900 PASSENGER,739,PT2H35M
1015,2025-05-18,20250518+DL+1015,DL,DELTA AIR LINES INC.,ON_TIME,IAD,SEA,ARRIVED,IAD,DULLES INTERNATIONAL AIRPORT,WASHINGTON,UNITED STATES,38.95,-77.45,2025-05-18T07:30:00.000-04:00,2025-05-18T07:30:00.000-04:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T10:24:00.000-07:00,2025-05-18T10:24:00.000-07:00,2025-05-18T10:24:00.000-07:00,AIRBUS A220-300 PASSENGER,223,PT5H54M
2428,2025-05-18,20250518+DL+2428,DL,DELTA AIR LINES INC.,ON_TIME,MIA,JFK,CANCELLED,SAN,SAN DIEGO INTERNATIONAL AIRPORT,SAN DIEGO,UNITED STATES,32.7328,-117.1872,2025-05-18T19:20:00.000-07:00,2025-05-18T19:20:00.000-07:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T22:15:00.000-07:00,2025-05-18T22:15:00.000-07:00,2025-05-18T22:15:00.000-07:00,AIRBUS A320,320,PT2H55M
2428,2025-05-18,20250518+DL+2428,DL,DELTA AIR LINES INC.,ON_TIME,MIA,JFK,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T19:53:00.000-04:00,2025-05-18T19:53:00.000-04:00,IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,29.9833,-95.34,2025-05-18T21:01:00.000-05:00,2025-05-18T21:01:00.000-05:00,2025-05-18T21:01:00.000-05:00,AIRBUS A321,321,PT2H8M
2428,2025-05-18,20250518+DL+2428,DL,DELTA AIR LINES INC.,ON_TIME,MIA,JFK,CANCELLED,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T15:20:00.000-07:00,2025-05-18T15:20:00.000-07:00,SAN,SAN DIEGO INTERNATIONAL AIRPORT,SAN DIEGO,UNITED STATES,32.7328,-117.1872,2025-05-18T18:11:00.000-07:00,2025-05-18T18:11:00.000-07:00,2025-05-18T18:11:00.000-07:00,AIRBUS A320,320,PT2H51M
2428,2025-05-18,20250518+DL+2428,DL,DELTA AIR LINES INC.,ON_TIME,MIA,JFK,ARRIVED,MIA,MIAMI INTERNATIONAL AIRPORT,MIAMI,UNITED STATES,25.7925,-80.2861,2025-05-18T07:30:00.000-04:00,2025-05-18T07:30:00.000-04:00,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,40.6386,-73.7769,2025-05-18T10:31:00.000-04:00,2025-05-18T10:31:00.000-04:00,2025-05-18T10:31:00.000-04:00,AIRBUS A321,321,PT3H1M
2481,2025-05-18,20250518+DL+2481,DL,DELTA AIR LINES INC.,ON_TIME,DTW,DTW,CANCELLED,MSY,LOUIS ARMSTRONG INTERNATIONAL AIRPORT,NEW ORLEANS,UNITED STATES,29.9911,-90.2514,2025-05-18T19:40:00.000-05:00,2025-05-18T19:40:00.000-05:00,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T21:45:00.000-07:00,2025-05-18T21:45:00.000-07:00,2025-05-18T21:45:00.000-07:00,BOEING 737-800 PASSENGER,738,PT4H5M
2481,2025-05-18,20250518+DL+2481,DL,DELTA AIR LINES INC.,ON_TIME,DTW,DTW,CANCELLED,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T13:00:00.000-07:00,2025-05-18T13:00:00.000-07:00,MSY,LOUIS ARMSTRONG INTERNATIONAL AIRPORT,NEW ORLEANS,UNITED STATES,29.9911,-90.2514,2025-05-18T18:48:00.000-05:00,2025-05-18T18:48:00.000-05:00,2025-05-18T18:48:00.000-05:00,BOEING 737-800 PASSENGER,738,PT3H48M
2481,2025-05-18,20250518+DL+2481,DL,DELTA AIR LINES INC.,ON_TIME,DTW,DTW,ARRIVED,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T07:30:00.000-04:00,2025-05-18T07:30:00.000-04:00,CLT,DOUGLAS INTERNATIONAL AIRPORT,CHARLOTTE,UNITED STATES,35.2192,-80.9358,2025-05-18T09:35:00.000-04:00,2025-05-18T09:35:00.000-04:00,2025-05-18T09:35:00.000-04:00,BOEING 717-200,717,PT2H5M
2481,2025-05-18,20250518+DL+2481,DL,DELTA AIR LINES INC.,ON_TIME,DTW,DTW,ARRIVED,CLT,DOUGLAS INTERNATIONAL AIRPORT,CHARLOTTE,UNITED STATES,35.2192,-80.9358,2025-05-18T09:45:00.000-04:00,2025-05-18T09:45:00.000-04:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T11:45:00.000-04:00,2025-05-18T11:45:00.000-04:00,2025-05-18T11:45:00.000-04:00,BOEING 717-200,717,PT2H
2534,2025-05-18,20250518+DL+2534,DL,DELTA AIR LINES INC.,ON_TIME,SAT,LAX,CANCELLED,PDX,PORTLAND INTERNATIONAL AIRPORT,PORTLAND,UNITED STATES,45.5892,-122.595,2025-05-18T19:15:00.000-07:00,2025-05-18T19:15:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T22:06:00.000-06:00,2025-05-18T22:06:00.000-06:00,2025-05-18T22:06:00.000-06:00,BOEING 737-900 PASSENGER,739,PT1H51M
2534,2025-05-18,20250518+DL+2534,DL,DELTA AIR LINES INC.,ON_TIME,SAT,LAX,CANCELLED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T17:15:00.000-06:00,2025-05-18T17:15:00.000-06:00,PDX,PORTLAND INTERNATIONAL AIRPORT,PORTLAND,UNITED STATES,45.5892,-122.595,2025-05-18T18:10:00.000-07:00,2025-05-18T18:10:00.000-07:00,2025-05-18T18:10:00.000-07:00,BOEING 737-900 PASSENGER,739,PT1H55M
2534,2025-05-18,20250518+DL+2534,DL,DELTA AIR LINES INC.,ON_TIME,SAT,LAX,ARRIVED,SAT,SAN ANTONIO INTERNATIONAL AIRPORT,SAN ANTONIO,UNITED STATES,29.5383,-98.4719,2025-05-18T06:30:00.000-05:00,2025-05-18T06:30:00.000-05:00,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T07:48:00.000-07:00,2025-05-18T07:48:00.000-07:00,2025-05-18T07:48:00.000-07:00,AIRBUS A220-300 PASSENGER,223,PT3H18M
767,2025-05-18,20250518+KL+0767,KL,KLM ROYAL DUTCH AIRLINES,ARRIVED,AMS,AMS,ARRIVED,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,52.3083,4.7681,2025-05-18T13:55:00.000+02:00,2025-05-18T14:14:00.000+02:00,AUA,REINA BEATRIX AIRPORT,ARUBA,ARUBA,12.5022,-70.0139,2025-05-18T17:55:00.000-04:00,2025-05-18T18:15:00.000-04:00,2025-05-18T18:15:00.000-04:00,AIRBUS A330-300,333,PT10H
767,2025-05-18,20250518+KL+0767,KL,KLM ROYAL DUTCH AIRLINES,ARRIVED,AMS,AMS,ARRIVED,AUA,REINA BEATRIX AIRPORT,ARUBA,ARUBA,12.5022,-70.0139,2025-05-18T19:15:00.000-04:00,2025-05-18T19:23:00.000-04:00,BON,FLAMINGO INTERNATIONAL AIRPORT,BONAIRE,BONAIRE ST EUSTATIUS SABA,12.1342,-68.2733,2025-05-18T20:05:00.000-04:00,2025-05-18T20:04:00.000-04:00,2025-05-18T20:04:00.000-04:00,AIRBUS A330-300,333,PT50M
767,2025-05-18,20250518+KL+0767,KL,KLM ROYAL DUTCH AIRLINES,ARRIVED,AMS,AMS,ARRIVED,BON,FLAMINGO INTERNATIONAL AIRPORT,BONAIRE,BONAIRE ST EUSTATIUS SABA,12.1342,-68.2733,2025-05-18T21:15:00.000-04:00,2025-05-18T21:14:00.000-04:00,AMS,SCHIPHOL AIRPORT,AMSTERDAM,NETHERLANDS,52.3083,4.7681,2025-05-19T12:45:00.000+02:00,2025-05-19T12:43:00.000+02:00,2025-05-19T12:43:00.000+02:00,AIRBUS A330-300,333,PT9H30M
1656,2025-05-18,20250518+DL+1656,DL,DELTA AIR LINES INC.,CANCELLED,BOS,DTW,CANCELLED,BOS,EDWARD L. LOGAN INTERNATIONAL AIRPORT,BOSTON,UNITED STATES,42.365,-71.0053,2025-05-18T17:05:00.000-04:00,2025-05-18T17:05:00.000-04:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T19:20:00.000-04:00,2025-05-18T19:20:00.000-04:00,2025-05-18T19:20:00.000-04:00,AIRBUS A321,321,PT2H15M
1656,2025-05-18,20250518+DL+1656,DL,DELTA AIR LINES INC.,CANCELLED,BOS,DTW,CANCELLED,RSW,SOUTHWEST FLORIDA INTERNATIONAL AIRPORT,FORT MYERS,UNITED STATES,26.5333,-81.75,2025-05-18T12:29:00.000-04:00,2025-05-18T12:29:00.000-04:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T15:27:00.000-04:00,2025-05-18T15:27:00.000-04:00,2025-05-18T15:27:00.000-04:00,BOEING 737-900 PASSENGER,739,PT2H58M
1656,2025-05-18,20250518+DL+1656,DL,DELTA AIR LINES INC.,CANCELLED,BOS,DTW,CANCELLED,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T18:10:00.000-04:00,2025-05-18T18:10:00.000-04:00,ORD,O HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,41.9781,-87.9061,2025-05-18T18:40:00.000-05:00,2025-05-18T18:40:00.000-05:00,2025-05-18T18:40:00.000-05:00,BOEING 717-200,717,PT1H30M
1656,2025-05-18,20250518+DL+1656,DL,DELTA AIR LINES INC.,CANCELLED,BOS,DTW,CANCELLED,ORD,O HARE INTERNATIONAL AIRPORT,CHICAGO,UNITED STATES,41.9781,-87.9061,2025-05-18T19:35:00.000-05:00,2025-05-18T19:35:00.000-05:00,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T21:58:00.000-04:00,2025-05-18T21:58:00.000-04:00,2025-05-18T21:58:00.000-04:00,BOEING 717-200,717,PT1H23M
1656,2025-05-18,20250518+DL+1656,DL,DELTA AIR LINES INC.,CANCELLED,BOS,DTW,CANCELLED,SAT,SAN ANTONIO INTERNATIONAL AIRPORT,SAN ANTONIO,UNITED STATES,29.5383,-98.4719,2025-05-18T18:22:00.000-05:00,2025-05-18T18:22:00.000-05:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T20:15:00.000-06:00,2025-05-18T20:15:00.000-06:00,2025-05-18T20:15:00.000-06:00,AIRBUS A220-100 PASSENGER,221,PT2H53M
1656,2025-05-18,20250518+DL+1656,DL,DELTA AIR LINES INC.,CANCELLED,BOS,DTW,CANCELLED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T13:40:00.000-06:00,2025-05-18T13:40:00.000-06:00,SAT,SAN ANTONIO INTERNATIONAL AIRPORT,SAN ANTONIO,UNITED STATES,29.5383,-98.4719,2025-05-18T17:22:00.000-05:00,2025-05-18T17:22:00.000-05:00,2025-05-18T17:22:00.000-05:00,AIRBUS A220-100 PASSENGER,221,PT2H42M
1656,2025-05-18,20250518+DL+1656,DL,DELTA AIR LINES INC.,CANCELLED,BOS,DTW,CANCELLED,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T08:00:00.000-04:00,2025-05-18T08:00:00.000-04:00,RSW,SOUTHWEST FLORIDA INTERNATIONAL AIRPORT,FORT MYERS,UNITED STATES,26.5333,-81.75,2025-05-18T10:47:00.000-04:00,2025-05-18T10:47:00.000-04:00,2025-05-18T10:47:00.000-04:00,BOEING 737-900 PASSENGER,739,PT2H47M
3001,2025-05-18,20250518+DL+3001,DL,DELTA AIR LINES INC.,ON_TIME,BNA,ATL,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T18:19:00.000-04:00,2025-05-18T18:19:00.000-04:00,VPS,FT. WALTON BEACH AIRPORT,DESTIN/FT WALTON BEACH,UNITED STATES,30.4894,-86.5272,2025-05-18T18:36:00.000-05:00,2025-05-18T18:36:00.000-05:00,2025-05-18T18:36:00.000-05:00,BOEING 717-200,717,PT1H17M
3001,2025-05-18,20250518+DL+3001,DL,DELTA AIR LINES INC.,ON_TIME,BNA,ATL,CANCELLED,SAV,HILTON HEAD INTERNATIONAL AIRPORT,SAVANNAH,UNITED STATES,32.1272,-81.1994,2025-05-18T19:59:00.000-04:00,2025-05-18T19:59:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T21:12:00.000-04:00,2025-05-18T21:12:00.000-04:00,2025-05-18T21:12:00.000-04:00,BOEING 757 PASSENGER,757,PT1H13M
3001,2025-05-18,20250518+DL+3001,DL,DELTA AIR LINES INC.,ON_TIME,BNA,ATL,CANCELLED,VPS,FT. WALTON BEACH AIRPORT,DESTIN/FT WALTON BEACH,UNITED STATES,30.4894,-86.5272,2025-05-18T19:31:00.000-05:00,2025-05-18T19:31:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T21:48:00.000-04:00,2025-05-18T21:48:00.000-04:00,2025-05-18T21:48:00.000-04:00,BOEING 717-200,717,PT1H17M
3001,2025-05-18,20250518+DL+3001,DL,DELTA AIR LINES INC.,ON_TIME,BNA,ATL,ARRIVED,BNA,NASHVILLE INTERNATIONAL AIRPORT,NASHVILLE,UNITED STATES,36.1267,-86.6819,2025-05-18T07:00:00.000-05:00,2025-05-18T07:00:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T09:14:00.000-04:00,2025-05-18T09:14:00.000-04:00,2025-05-18T09:14:00.000-04:00,BOEING 737-900 PASSENGER,739,PT1H14M
965,2025-05-18,20250518+DL+0965,DL,DELTA AIR LINES INC.,ON_TIME,DTW,ATL,CANCELLED,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,40.6386,-73.7769,2025-05-18T17:45:00.000-04:00,2025-05-18T17:45:00.000-04:00,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,37.6194,-122.3728,2025-05-18T21:37:00.000-07:00,2025-05-18T21:37:00.000-07:00,2025-05-18T21:37:00.000-07:00,BOEING 757-200 WINGLETS PASSENGER,75W,PT6H52M
965,2025-05-18,20250518+DL+0965,DL,DELTA AIR LINES INC.,ON_TIME,DTW,ATL,CANCELLED,SFO,SAN FRANCISCO INTERNATIONAL AIRPORT,SAN FRANCISCO,UNITED STATES,37.6194,-122.3728,2025-05-18T22:45:00.000-07:00,2025-05-18T22:45:00.000-07:00,JFK,JOHN F. KENNEDY INTERNATIONAL AIRPORT,NEW YORK,UNITED STATES,40.6386,-73.7769,2025-05-19T07:35:00.000-04:00,2025-05-19T07:35:00.000-04:00,2025-05-19T07:35:00.000-04:00,BOEING 757-200 WINGLETS PASSENGER,75W,PT5H50M
965,2025-05-18,20250518+DL+0965,DL,DELTA AIR LINES INC.,ON_TIME,DTW,ATL,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T08:10:00.000-04:00,2025-05-18T08:10:00.000-04:00,SEA,SEATTLE-TACOMA INTERNATIONAL AIRPORT,SEATTLE,UNITED STATES,47.4472,-122.3056,2025-05-18T10:36:00.000-07:00,2025-05-18T10:36:00.000-07:00,2025-05-18T10:36:00.000-07:00,BOEING 737-900 PASSENGER,739,PT5H26M
965,2025-05-18,20250518+DL+0965,DL,DELTA AIR LINES INC.,ON_TIME,DTW,ATL,ARRIVED,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T08:25:00.000-04:00,2025-05-18T08:25:00.000-04:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T10:46:00.000-04:00,2025-05-18T10:46:00.000-04:00,2025-05-18T10:46:00.000-04:00,BOEING 737-900 PASSENGER,739,PT2H21M
1536,2025-05-18,20250518+DL+1536,DL,DELTA AIR LINES INC.,ON_TIME,STL,ATL,CANCELLED,IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,29.9833,-95.34,2025-05-18T19:20:00.000-05:00,2025-05-18T19:20:00.000-05:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T21:28:00.000-06:00,2025-05-18T21:28:00.000-06:00,2025-05-18T21:28:00.000-06:00,AIRBUS A319,319,PT3H8M
1536,2025-05-18,20250518+DL+1536,DL,DELTA AIR LINES INC.,ON_TIME,STL,ATL,CANCELLED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T14:19:00.000-06:00,2025-05-18T14:19:00.000-06:00,IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,29.9833,-95.34,2025-05-18T18:20:00.000-05:00,2025-05-18T18:20:00.000-05:00,2025-05-18T18:20:00.000-05:00,AIRBUS A319,319,PT3H1M
1536,2025-05-18,20250518+DL+1536,DL,DELTA AIR LINES INC.,ON_TIME,STL,ATL,CANCELLED,TPA,TAMPA INTERNATIONAL AIRPORT,TAMPA,UNITED STATES,27.9731,-82.5353,2025-05-18T18:10:00.000-04:00,2025-05-18T18:10:00.000-04:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T20:34:00.000-05:00,2025-05-18T20:34:00.000-05:00,2025-05-18T20:34:00.000-05:00,BOEING 737-900 PASSENGER,739,PT3H24M
1536,2025-05-18,20250518+DL+1536,DL,DELTA AIR LINES INC.,ON_TIME,STL,ATL,CANCELLED,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T12:45:00.000-05:00,2025-05-18T12:45:00.000-05:00,TPA,TAMPA INTERNATIONAL AIRPORT,TAMPA,UNITED STATES,27.9731,-82.5353,2025-05-18T16:58:00.000-04:00,2025-05-18T16:58:00.000-04:00,2025-05-18T16:58:00.000-04:00,BOEING 737-900 PASSENGER,739,PT3H13M
1536,2025-05-18,20250518+DL+1536,DL,DELTA AIR LINES INC.,ON_TIME,STL,ATL,ARRIVED,STL,LAMBERT-ST. LOUIS INTERNATIONAL AIRPORT,SAINT LOUIS,UNITED STATES,38.7472,-90.3644,2025-05-18T07:20:00.000-05:00,2025-05-18T07:20:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T09:57:00.000-04:00,2025-05-18T09:57:00.000-04:00,2025-05-18T09:57:00.000-04:00,BOEING 737-900 PASSENGER,739,PT1H37M
2666,2025-05-18,20250518+DL+2666,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,CANCELLED,MCI,KANSAS CITY INTERNATIONAL AIRPORT,KANSAS CITY,UNITED STATES,39.2928,-94.7267,2025-05-18T10:27:00.000-05:00,2025-05-18T10:27:00.000-05:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T11:51:00.000-05:00,2025-05-18T11:51:00.000-05:00,2025-05-18T11:51:00.000-05:00,BOEING 717-200,717,PT1H24M
2666,2025-05-18,20250518+DL+2666,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,CANCELLED,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T07:20:00.000-05:00,2025-05-18T07:20:00.000-05:00,MCI,KANSAS CITY INTERNATIONAL AIRPORT,KANSAS CITY,UNITED STATES,39.2928,-94.7267,2025-05-18T08:49:00.000-05:00,2025-05-18T08:49:00.000-05:00,2025-05-18T08:49:00.000-05:00,BOEING 717-200,717,PT1H29M
2666,2025-05-18,20250518+DL+2666,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,ARRIVED,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T17:50:00.000-06:00,2025-05-18T17:50:00.000-06:00,SAN,SAN DIEGO INTERNATIONAL AIRPORT,SAN DIEGO,UNITED STATES,32.7328,-117.1872,2025-05-18T18:45:00.000-07:00,2025-05-18T18:45:00.000-07:00,2025-05-18T18:45:00.000-07:00,AIRBUS A321,321,PT1H55M
2666,2025-05-18,20250518+DL+2666,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,ARRIVED,SAN,SAN DIEGO INTERNATIONAL AIRPORT,SAN DIEGO,UNITED STATES,32.7328,-117.1872,2025-05-18T19:19:00.000-07:00,2025-05-18T19:19:00.000-07:00,SLC,SALT LAKE CITY INTERNATIONAL AIRPORT,SALT LAKE CITY,UNITED STATES,40.7842,-111.9669,2025-05-18T22:10:00.000-06:00,2025-05-18T22:10:00.000-06:00,2025-05-18T22:10:00.000-06:00,AIRBUS A321,321,PT1H51M
1115,2025-05-18,20250518+DL+1115,DL,DELTA AIR LINES INC.,ON_TIME,FCA,MSP,CANCELLED,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T18:40:00.000-05:00,2025-05-18T18:40:00.000-05:00,SAN,SAN DIEGO INTERNATIONAL AIRPORT,SAN DIEGO,UNITED STATES,32.7328,-117.1872,2025-05-18T20:29:00.000-07:00,2025-05-18T20:29:00.000-07:00,2025-05-18T20:29:00.000-07:00,AIRBUS A321,321,PT3H49M
1115,2025-05-18,20250518+DL+1115,DL,DELTA AIR LINES INC.,ON_TIME,FCA,MSP,CANCELLED,MSY,LOUIS ARMSTRONG INTERNATIONAL AIRPORT,NEW ORLEANS,UNITED STATES,29.9911,-90.2514,2025-05-18T19:50:00.000-05:00,2025-05-18T19:50:00.000-05:00,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T21:55:00.000-07:00,2025-05-18T21:55:00.000-07:00,2025-05-18T21:55:00.000-07:00,BOEING 737-800 PASSENGER,738,PT4H5M
1115,2025-05-18,20250518+DL+1115,DL,DELTA AIR LINES INC.,ON_TIME,FCA,MSP,CANCELLED,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T10:00:00.000-04:00,2025-05-18T10:00:00.000-04:00,DAL,LOVE FIELD,DALLAS,UNITED STATES,32.8469,-96.8533,2025-05-18T11:22:00.000-05:00,2025-05-18T11:22:00.000-05:00,2025-05-18T11:22:00.000-05:00,AIRBUS A319,319,PT2H22M
1115,2025-05-18,20250518+DL+1115,DL,DELTA AIR LINES INC.,ON_TIME,FCA,MSP,CANCELLED,LAX,LOS ANGELES INTERNATIONAL AIRPORT,LOS ANGELES,UNITED STATES,33.9422,-118.4072,2025-05-18T13:10:00.000-07:00,2025-05-18T13:10:00.000-07:00,MSY,LOUIS ARMSTRONG INTERNATIONAL AIRPORT,NEW ORLEANS,UNITED STATES,29.9911,-90.2514,2025-05-18T18:58:00.000-05:00,2025-05-18T18:58:00.000-05:00,2025-05-18T18:58:00.000-05:00,BOEING 737-800 PASSENGER,738,PT3H48M
1115,2025-05-18,20250518+DL+1115,DL,DELTA AIR LINES INC.,ON_TIME,FCA,MSP,CANCELLED,DAL,LOVE FIELD,DALLAS,UNITED STATES,32.8469,-96.8533,2025-05-18T12:22:00.000-05:00,2025-05-18T12:22:00.000-05:00,ATL,HARTSFIELD-JACKSON INTERNATIONAL AIRPORT,ATLANTA,UNITED STATES,33.6408,-84.4272,2025-05-18T15:26:00.000-04:00,2025-05-18T15:26:00.000-04:00,2025-05-18T15:26:00.000-04:00,AIRBUS A319,319,PT2H4M
1115,2025-05-18,20250518+DL+1115,DL,DELTA AIR LINES INC.,ON_TIME,FCA,MSP,ARRIVED,FCA,GLACIER PARK INTERNATIONAL AIRPORT,KALISPELL,UNITED STATES,48.3128,-114.2511,2025-05-18T06:35:00.000-06:00,2025-05-18T06:35:00.000-06:00,MSP,MINNEAPOLIS INTERNATIONAL AIRPORT,MINNEAPOLIS/ST PAUL,UNITED STATES,44.8861,-93.2178,2025-05-18T10:26:00.000-05:00,2025-05-18T10:26:00.000-05:00,2025-05-18T10:26:00.000-05:00,AIRBUS A319,319,PT2H51M
1690,2025-05-18,20250518+DL+1690,DL,DELTA AIR LINES INC.,ON_TIME,SLC,SLC,CANCELLED,DTW,METROPOLITAN WAYNE COUNTY AIRPORT,DETROIT,UNITED STATES,42.2186,-83.3486,2025-05-18T08:55:00.000-04:00,2025-05-18T08:55:00.000-04:00,IAH,GEORGE BUSH INTERCONTINENTAL AIRPORT,HOUSTON,UNITED STATES,29.9833,-95.34,2025-05-18T10:55:00.000-05:00,2025-05-18T10:55:00.000-05:00,2025-05-18T10:55:00.000-05:00,AIRBUS A319,319,PT3H
