id,flight_name,flight_number,airline_code,airline_code_icao,flight_direction,schedule_date,schedule_time,schedule_datetime,terminal,gate,pier,service_type,main_flight,last_updated,flight_states,destinations,eu,visa_required,estimated_landing_time,actual_landing_time,expected_time_on_belt,aircraft_type,aircraft_subtype,aircraft_registration,baggage_belts,codeshares,public_estimated_off_block_time,actual_off_block_time,checkin_desks,expected_time_gate_open,expected_time_boarding,expected_time_gate_closing
142381868717716801,KL2599,2599,KL,KLM,D,2025-05-19,06:20:00,2025-05-19T06:20:00.000+02:00,1.0,D85,D,J,HV6673,2025-05-19T06:43:33.339+02:00,DEP,TFS,S,False,,,,32S,32S,PHYHA,,KL2599,,2025-05-19T06:25:10.000+02:00,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",,,
142381869294859369,OR1635,1635,OR,TFL,D,2025-05-19,06:20:00,2025-05-19T06:20:00.000+02:00,3.0,D60,D,J,OR1635,2025-05-19T06:47:53.266+02:00,DEP,LPA,S,False,,,,737,737,PHTFU,,,,2025-05-19T06:26:17.000+02:00,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12",,,
142381868717519062,KL0714,714,KL,KLM,A,2025-05-19,06:20:00,2025-05-19T06:20:00.000+02:00,4.0,,,J,KL0714,2025-05-19T07:40:27.302+02:00,"ARR, EXP",PBM,N,False,2025-05-19T06:03:18.000+02:00,2025-05-19T06:03:18.000+02:00,2025-05-19T07:01:28.249+02:00,777,777,,22,,,,,,,
142381868339551859,HV6917,6917,HV,TRA,D,2025-05-19,06:25:00,2025-05-19T06:25:00.000+02:00,1.0,D59,D,J,HV6917,2025-05-19T06:48:56.125+02:00,DEP,OLB,S,False,,,,32S,32S,PHYHY,,KL2615,,2025-05-19T06:39:38.000+02:00,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",,,
142381868717718939,KL2615,2615,KL,KLM,D,2025-05-19,06:25:00,2025-05-19T06:25:00.000+02:00,1.0,D59,D,J,HV6917,2025-05-19T06:48:56.125+02:00,DEP,OLB,S,False,,,,32S,32S,PHYHY,,KL2615,,2025-05-19T06:39:38.000+02:00,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",,,
142381868339546457,HV6727,6727,HV,TRA,D,2025-05-19,06:30:00,2025-05-19T06:30:00.000+02:00,1.0,D77,D,J,HV6727,2025-05-19T07:31:33.198+02:00,DEP,SVQ,S,False,,,,32S,32S,PHYHZ,,KL2685,,2025-05-19T07:07:28.000+02:00,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",,,
142381868717719457,KL2685,2685,KL,KLM,D,2025-05-19,06:30:00,2025-05-19T06:30:00.000+02:00,1.0,D77,D,J,HV6727,2025-05-19T07:31:33.198+02:00,DEP,SVQ,S,False,,,,32S,32S,PHYHZ,,KL2685,,2025-05-19T07:07:28.000+02:00,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",,,
142381867747609860,DL9500,9500,DL,DAL,A,2025-05-19,06:30:00,2025-05-19T06:30:00.000+02:00,2.0,,,J,KL0428,2025-05-19T07:54:57.082+02:00,ARR,DXB,N,False,2025-05-19T06:24:17.000+02:00,2025-05-19T06:24:17.000+02:00,2025-05-19T07:16:27.965+02:00,777,777,,11,"AF8422, DL9500, SK6859",,,,,,
142381869823884932,SK6859,6859,SK,SAS,A,2025-05-19,06:30:00,2025-05-19T06:30:00.000+02:00,2.0,,,J,KL0428,2025-05-19T07:54:57.082+02:00,ARR,DXB,N,False,2025-05-19T06:24:17.000+02:00,2025-05-19T06:24:17.000+02:00,2025-05-19T07:16:27.965+02:00,777,777,,11,"AF8422, DL9500, SK6859",,,,,,
142381868717510930,KL0428,428,KL,KLM,A,2025-05-19,06:30:00,2025-05-19T06:30:00.000+02:00,2.0,,,J,KL0428,2025-05-19T07:54:57.082+02:00,ARR,DXB,N,False,2025-05-19T06:24:17.000+02:00,2025-05-19T06:24:17.000+02:00,2025-05-19T07:16:27.965+02:00,777,777,,11,"AF8422, DL9500, SK6859",,,,,,
142381867308952294,AF8422,8422,AF,AFR,A,2025-05-19,06:30:00,2025-05-19T06:30:00.000+02:00,2.0,,,J,KL0428,2025-05-19T07:54:57.082+02:00,ARR,DXB,N,False,2025-05-19T06:24:17.000+02:00,2025-05-19T06:24:17.000+02:00,2025-05-19T07:16:27.965+02:00,777,777,,11,"AF8422, DL9500, SK6859",,,,,,
142381868717522326,KL0888,888,KL,KLM,A,2025-05-19,06:30:00,2025-05-19T06:30:00.000+02:00,2.0,,,J,KL0888,2025-05-19T07:55:53.102+02:00,ARR,HKG,N,False,2025-05-19T06:21:45.000+02:00,2025-05-19T06:21:45.000+02:00,2025-05-19T07:07:56.146+02:00,787,787,,10,"AF8404, QF4217",,,,,,
142381867308952150,AF8404,8404,AF,AFR,A,2025-05-19,06:30:00,2025-05-19T06:30:00.000+02:00,2.0,,,J,KL0888,2025-05-19T07:55:53.102+02:00,ARR,HKG,N,False,2025-05-19T06:21:45.000+02:00,2025-05-19T06:21:45.000+02:00,2025-05-19T07:07:56.146+02:00,787,787,,10,"AF8404, QF4217",,,,,,
142381869527548154,QF4217,4217,QF,QFA,A,2025-05-19,06:30:00,2025-05-19T06:30:00.000+02:00,2.0,,,J,KL0888,2025-05-19T07:55:53.102+02:00,ARR,HKG,N,False,2025-05-19T06:21:45.000+02:00,2025-05-19T06:21:45.000+02:00,2025-05-19T07:07:56.146+02:00,787,787,,10,"AF8404, QF4217",,,,,,
142381868339437229,HV5465,5465,HV,TRA,D,2025-05-19,06:35:00,2025-05-19T06:35:00.000+02:00,1.0,D78,D,J,HV5465,2025-05-19T06:44:57.169+02:00,DEP,VRN,S,False,,,,737,737,PHHSI,,KL2749,,2025-05-19T06:25:49.000+02:00,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",,,
142381868717721907,KL2749,2749,KL,KLM,D,2025-05-19,06:35:00,2025-05-19T06:35:00.000+02:00,1.0,D78,D,J,HV5465,2025-05-19T06:44:57.169+02:00,DEP,VRN,S,False,,,,737,737,PHHSI,,KL2749,,2025-05-19T06:25:49.000+02:00,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",,,
142381868717612753,KL1497,1497,KL,KLM,D,2025-05-19,06:35:00,2025-05-19T06:35:00.000+02:00,1.0,B16,B,J,KL1497,2025-05-19T06:46:08.448+02:00,DEP,BCN,S,False,,,,EMJ,EMJ,PHEXG,,DL9299,,2025-05-19T06:35:11.000+02:00,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7",2025-05-19T06:05:00.000+02:00,2025-05-19T06:10:00.000+02:00,2025-05-19T06:20:00.000+02:00
142381867747602331,DL9299,9299,DL,DAL,D,2025-05-19,06:35:00,2025-05-19T06:35:00.000+02:00,1.0,B16,B,J,KL1497,2025-05-19T06:46:08.448+02:00,DEP,BCN,S,False,,,,EMJ,EMJ,PHEXG,,DL9299,,2025-05-19T06:35:11.000+02:00,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7",2025-05-19T06:05:00.000+02:00,2025-05-19T06:10:00.000+02:00,2025-05-19T06:20:00.000+02:00
142381867660481238,CZ0307,307,CZ,CSN,A,2025-05-19,06:35:00,2025-05-19T06:35:00.000+02:00,3.0,,,J,CZ0307,2025-05-19T08:08:52.159+02:00,"ARR, EXP",CAN,N,False,2025-05-19T06:06:50.000+02:00,2025-05-19T06:06:50.000+02:00,2025-05-19T07:10:31.311+02:00,350,350,,17,,,,,,,
142381868717521792,KL0810,810,KL,KLM,A,2025-05-19,06:35:00,2025-05-19T06:35:00.000+02:00,3.0,,,J,KL0810,2025-05-19T08:13:28.105+02:00,ARR,"CGK, KUL",N,False,2025-05-19T06:26:48.000+02:00,2025-05-19T06:26:48.000+02:00,2025-05-19T07:39:26.822+02:00,787,787,,16,"AF8398, MH5632",,,,,,
142381867308950086,AF8398,8398,AF,AFR,A,2025-05-19,06:35:00,2025-05-19T06:35:00.000+02:00,3.0,,,J,KL0810,2025-05-19T08:13:28.105+02:00,ARR,"CGK, KUL",N,False,2025-05-19T06:26:48.000+02:00,2025-05-19T06:26:48.000+02:00,2025-05-19T07:39:26.822+02:00,787,787,,16,"AF8398, MH5632",,,,,,
142381868980405538,MH5632,5632,MH,MAS,A,2025-05-19,06:35:00,2025-05-19T06:35:00.000+02:00,3.0,,,J,KL0810,2025-05-19T08:13:28.105+02:00,ARR,"CGK, KUL",N,False,2025-05-19T06:26:48.000+02:00,2025-05-19T06:26:48.000+02:00,2025-05-19T07:39:26.822+02:00,787,787,,16,"AF8398, MH5632",,,,,,
142381867747604908,DL9373,9373,DL,DAL,A,2025-05-19,06:40:00,2025-05-19T06:40:00.000+02:00,3.0,,,J,KL0590,2025-05-19T08:13:55.099+02:00,ARR,ACC,N,False,2025-05-19T06:36:23.000+02:00,2025-05-19T06:36:23.000+02:00,2025-05-19T07:37:11.836+02:00,777,777,,17,"AF8248, DL9373",,,,,,
142381868717514170,KL0590,590,KL,KLM,A,2025-05-19,06:40:00,2025-05-19T06:40:00.000+02:00,3.0,,,J,KL0590,2025-05-19T08:13:55.099+02:00,ARR,ACC,N,False,2025-05-19T06:36:23.000+02:00,2025-05-19T06:36:23.000+02:00,2025-05-19T07:37:11.836+02:00,777,777,,17,"AF8248, DL9373",,,,,,
142381867308946978,AF8248,8248,AF,AFR,A,2025-05-19,06:40:00,2025-05-19T06:40:00.000+02:00,3.0,,,J,KL0590,2025-05-19T08:13:55.099+02:00,ARR,ACC,N,False,2025-05-19T06:36:23.000+02:00,2025-05-19T06:36:23.000+02:00,2025-05-19T07:37:11.836+02:00,777,777,,17,"AF8248, DL9373",,,,,,
142381868717620511,KL1731,1731,KL,KLM,D,2025-05-19,06:45:00,2025-05-19T06:45:00.000+02:00,1.0,B6,B,J,KL1731,2025-05-19T06:57:19.207+02:00,DEP,LUX,S,False,,,,EMJ,EMJ,PHEXI,,DL9479,,2025-05-19T06:44:13.000+02:00,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7",2025-05-19T06:15:00.000+02:00,2025-05-19T06:20:00.000+02:00,2025-05-19T06:30:00.000+02:00
142381867747607659,DL9479,9479,DL,DAL,D,2025-05-19,06:45:00,2025-05-19T06:45:00.000+02:00,1.0,B6,B,J,KL1731,2025-05-19T06:57:19.207+02:00,DEP,LUX,S,False,,,,EMJ,EMJ,PHEXI,,DL9479,,2025-05-19T06:44:13.000+02:00,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7",2025-05-19T06:15:00.000+02:00,2025-05-19T06:20:00.000+02:00,2025-05-19T06:30:00.000+02:00
142381868339529951,HV6115,6115,HV,TRA,D,2025-05-19,06:45:00,2025-05-19T06:45:00.000+02:00,1.0,C14,C,J,HV6115,2025-05-19T07:01:26.477+02:00,DEP,AGP,S,False,,,,32S,32S,PHYHV,,KL2649,,2025-05-19T06:50:19.000+02:00,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",,,
142381868717719169,KL2649,2649,KL,KLM,D,2025-05-19,06:45:00,2025-05-19T06:45:00.000+02:00,1.0,C14,C,J,HV6115,2025-05-19T07:01:26.477+02:00,DEP,AGP,S,False,,,,32S,32S,PHYHV,,KL2649,,2025-05-19T06:50:19.000+02:00,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10",,,
