destinationIATA,isHub,region
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
ARP,False,OC
,False,
ASZ,False,OC
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,AN
,False,AN
,False,AN
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
LYT,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
ABH,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
,False,OC
AGW,False,OC
AYD,False,OC
BYX,False,OC
COB,False,OC
CRJ,False,OC
CRY,False,OC
CSD,False,OC
DYM,False,OC
HLV,False,OC
KBD,False,OC
KGR,False,OC
MYO,False,OC
OKB,False,OC
PEP,False,OC
RDA,False,OC
SSK,False,OC
SWB,False,OC
TPR,False,OC
TWP,False,OC
ZVG,False,OC
,False,
,False,
,False,
AWE,False,AF
,False,OC
,False,OC
,False,OC
KPF,False,OC
DNU,False,OC
,False,OC
ERU,False,OC
MFZ,False,OC
,False,OC
FAQ,False,OC
,False,OC
GUG,False,OC
GRL,False,OC
GAP,False,OC
GBC,False,OC
,False,OC
,False,OC
,False,OC
IMD,False,OC
,False,OC
WIU,False,OC
,False,OC
KGH,False,OC
KPA,False,OC
KRI,False,OC
,False,OC
,False,OC
KUQ,False,OC
,False,OC
,False,OC
LAB,False,OC
,False,OC
LPN,False,OC
,False,OC
AYM,False,AS
MRM,False,OC
,False,OC
GUV,False,OC
MWG,False,OC
NKN,False,OC
GBF,False,OC
,False,OC
MFO,False,OC
,False,OC
NBA,False,OC
,False,OC
KCJ,False,OC
KDE,False,OC
,False,OC
PGN,False,OC
,False,OC
,False,OC
SPH,False,OC
SXA,False,OC
,False,OC
,False,OC
,False,OC
MWI,False,OC
,False,OC
,False,OC
SBE,False,OC
NIS,False,OC
SIL,False,OC
SBV,False,OC
SIM,False,OC
,False,OC
SBC,False,OC
SPV,False,OC
,False,OC
SXW,False,OC
,False,OC
,False,OC
,False,OC
TPI,False,OC
,False,OC
TKW,False,OC
TEP,False,OC
,False,OC
,False,OC
UPR,False,OC
WAJ,False,OC
WKN,False,OC
WSU,False,OC
WTP,False,OC
WUG,False,OC
,False,OC
YVD,False,OC
,False,OC
,False,OC
WEP,False,OC
AYY,False,AS
KYX,False,OC
,False,OC
,False,OC
KSX,False,OC
,False,
,False,OC
WUM,False,OC
,False,OC
ZXT,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,
,False,
,False,
,False,
,False,
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
BAJ,False,OC
,False,OC
,False,
,False,
BCW,False,AF
BCZ,False,OC
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,OC
,False,AF
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
HKV,False,EU
AOQ,False,
AGM,False,
,False,
,False,
,False,
QGQ,False,
JCH,False,
,False,
,False,
,False,
QFG,False,
,False,
,False,
,False,
JGO,False,
IKE,False,
QFI,False,
QRY,False,
XIQ,False,
IUI,False,
IOQ,False,
QJI,False,
JJU,False,
QPW,False,
KUZ,False,
KHQ,False,
KGQ,False,
QJE,False,
IOT,False,
,False,
,False,
,False,
,False,
,False,
JUU,False,
NIQ,False,
NSQ,False,
,False,AF
,False,
QJH,False,
OBY,False,
,False,
SRK,False,
QOQ,False,
SAE,False,
SVR,False,
TQA,False,
TQI,False,
,False,
UMD,False,
JUK,False,
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
BHL,False,
,False,AF
,False,AF
,False,EU
,False,EU
,False,EU
BGJ,False,EU
,False,EU
BJD,False,EU
BQD,False,EU
BXV,False,EU
,False,EU
DJU,False,EU
,False,EU
FAS,False,EU
,False,EU
FAG,False,EU
,False,EU
GUU,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
FLI,False,EU
HVM,False,EU
,False,EU
,False,EU
,False,EU
HLO,False,EU
,False,OC
,False,EU
,False,EU
,False,EU
,False,EU
OPA,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
OFJ,False,EU
RHA,False,EU
OLI,False,EU
MVA,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,EU
,False,OC
,False,AF
BJE,False,AF
BJQ,False,AS
BJT,False,AS
,False,EU
,False,
,False,
,False,OC
,False,
,False,
,False,
BMQ,False,AF
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
,False,AS
BNM,False,OC
,False,AS
,False,OC
,False,OC
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
BVL,False,SA
,False,
,False,
,False,OC
,False,
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
CJZ,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,SA
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
PYS,False,
,False,
,False,
YZZ,False,
YMB,False,
YCA,False,
,False,
,False,
CFQ,False,
YAA,False,
,False,
,False,
DGF,False,
DUQ,False,
,False,
,False,
,False,
,False,
,False,
,False,EU
XQU,False,
,False,
,False,
,False,
,False,
YZA,False,
,False,
ZEL,False,
,False,
,False,
,False,
,False,
,False,
YPB,False,
,False,
TUX,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
ZFW,False,
YJP,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
YDC,False,
NML,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
ZSP,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
YFI,False,
,False,
,False,
,False,
,False,
,False,
,False,
TIL,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
YTT,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
,False,
